editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,size,word_count,class,comment_len,Anonymous,vulgar_word_ratio,longest_Word,bad_words
50699.0,872670648,1.1541,0.001,0.0185,0.091,0.1,Htmlzycq,919688196,89,1434.0,152.0,0,28,0,0.0,25,0.0
47476.0,915700828,1.1306,0.058,0.1117,0.0877,0.0961,PersistantCorvid,932463467,0,8812.0,973.0,0,41,0,0.008620689655172414,19,0.0
51000.0,916188833,1.0856,0.1237,0.1778,0.0935,0.1031,Dfotev,930907859,0,8620.0,423.0,0,0,0,0.0,12,0.0
46980.0,925782469,1.1564,0.0489,0.0617,0.0524,0.0552,Dunarc,931422992,0,69296.0,8838.0,0,56,0,0,0,0
98043.0,925782469,1.1564,0.0489,0.0617,0.0524,0.0552,Dunarc,931422992,0,69296.0,8838.0,0,56,0,0,0,0
51885.0,926944615,1.1131,0.1025,0.1551,0.1042,0.1163,Fodbold-fan,933607743,0,8043.0,346.0,0,20,1,0,0,0
46960.0,930397489,1.1274,0.0476,0.1165,0.0645,0.0689,Isaidnoway,930601570,3,46675.0,3134.0,0,112,0,0.0,63,0.0
49421.0,932060203,1.1333,0.0674,0.1371,0.1148,0.1297,86.155.10.112,948928358,9,11817.0,1286.0,0,21,1,0.0,86,0.0
49238.0,935633403,1.1372,0.1494,0.2413,0.068,0.0729,PohranicniStraze,941614503,4,125675.0,5278.0,0,47,0,0.0,135,0.0
88527.0,935633403,1.1372,0.1494,0.2413,0.068,0.0729,PohranicniStraze,941614503,4,125675.0,5278.0,0,47,0,0.0,135,0.0
46779.0,938965411,1.0945,0.0505,0.0988,0.0902,0.0991,ANG99,943380164,45,7592.0,409.0,0,15,0,0.0,30,0.0
46450.0,941360897,1.1506,0.071,0.1216,0.0735,0.0793,2601:600:9880:55E0:8C97:FC6A:FDE9:BCB6,944493844,40,60648.0,5342.0,0,0,1,0.0,10,0.0
49874.0,942829765,1.1417,0.0863,0.1616,0.0763,0.0826,Phuzion,943494065,182,30361.0,2304.0,0,9,0,0.0,278,0.0
105456.0,942829765,1.1417,0.0863,0.1616,0.0763,0.0826,Phuzion,943494065,182,30361.0,2304.0,0,9,0,0.0,278,0.0
46801.0,943246815,1.1344,0.0579,0.1159,0.0745,0.0805,Materialscientist,943247315,39,11168.0,1080.0,0,171,0,0.0,9,0.0
51309.0,944443273,1.136,0.0239,0.0464,0.077,0.0834,Derek R Bullamore,948520157,9,7570.0,1032.0,0,43,1,0.0,28,0.0
49341.0,946558474,1.1388,0.0547,0.0993,0.0479,0.0503,Vaselineeeeeeee,947341178,4,59730.0,5933.0,0,17,0,0.03529411764705882,140,0.0
48176.0,947246490,1.1178,0.0806,0.1482,0.0627,0.0669,Yompi20,948182128,92,83129.0,7193.0,0,60,0,0.0,12,0.0
51187.0,947535832,1.1495,0.0543,0.0954,0.1113,0.1252,Andrewlumbo21,949234086,49,15227.0,1845.0,0,48,0,0,0,0
46829.0,947898935,1.1536,0.0665,0.1318,0.0678,0.0727,78.17.144.218,949012805,4,113062.0,10276.0,0,10,1,0.0,21,0.0
47196.0,948411198,1.1276,0.0737,0.1233,0.0666,0.0713,Steadybull,949234030,8,53723.0,4776.0,0,146,0,0.006896551724137931,128,0.0
63001.0,948411198,1.1276,0.0737,0.1233,0.0666,0.0713,Steadybull,949234030,8,53723.0,4776.0,0,146,0,0.006896551724137931,128,0.0
94929.0,948411198,1.1276,0.0737,0.1233,0.0666,0.0713,Steadybull,949234030,8,53723.0,4776.0,0,146,0,0.006896551724137931,128,0.0
94939.0,948411198,1.1276,0.0737,0.1233,0.0666,0.0713,Steadybull,949234030,8,53723.0,4776.0,0,146,0,0.006896551724137931,128,0.0
49081.0,948627628,1.1546,0.0544,0.1083,0.07,0.0753,152.32.100.147,948640657,12,121691.0,12083.0,0,10,1,0.013452914798206279,23,0.0
50744.0,948667665,1.1418,0.0797,0.1105,0.052,0.0549,Rjwilmsi,948667808,37,145448.0,16698.0,0,51,0,0.020833333333333332,44,0.0
51100.0,948962388,1.0628,0.0583,0.0915,0.0646,0.0691,2601:380:C101:F300:C43F:1297:AE43:CD9F,948978469,7,205085.0,23007.0,0,0,1,0.0,12,0.0
47590.0,948972464,1.1203,0.1,0.1565,0.0876,0.096,Zzuuzz,948972571,9,27870.0,2073.0,0,122,0,0.0,8,0.0
47689.0,768189186,1.1306,0.0575,0.0798,0.0814,0.0886,82.39.49.182,795917724,72,5131.0,603.0,0,7,1,0.0,17,0.0
49381.0,847465746,1.1497,0.0229,0.0507,0.1048,0.1169,Piotrus,926742405,25,19902.0,1837.0,0,62,0,0.0,14,0.0
48952.0,854769154,1.2237,0.0035,0.049,0.0733,0.0787,Narky Blert,860681908,57,63373.0,4531.0,0,2,1,0.0,17,0.0
49559.0,861199605,1.1233,0.1101,0.119,0.1582,0.1873,Tom.Reding,863280996,56,216518.0,157.0,0,102,1,0,0,0
51382.0,888431241,1.1236,0.121,0.2167,0.1497,0.176,S.A. Julio,888431700,38,11082.0,105.0,0,16,1,0.0,12,0.0
48274.0,915477921,1.177,0.0196,0.0392,0.26,0.3421,Steven Crossin,915478213,0,23654.0,2541.0,0,145,1,0,0,0
51489.0,916872718,1.1223,0.0509,0.0956,0.0792,0.086,Sheila1988,938566412,37,6959.0,562.0,0,0,0,0.0,9,0.0
46296.0,919003150,1.1337,0.0472,0.0986,0.0875,0.0959,139.28.108.68,919003179,4,14075.0,1877.0,0,24,1,0.0,7,0.0
51770.0,927037661,1.1471,0.0602,0.1273,0.0816,0.0889,GreenC bot,927451715,46,73902.0,4043.0,0,62,1,0.0035842293906810036,91,0.0
46813.0,931283488,1.0968,0.0571,0.0957,0.0684,0.0735,108.168.93.174,933195752,1,11094.0,1371.0,0,102,1,0.0,28,0.0
49049.0,931635936,1.1327,0.0811,0.143,0.0732,0.079,Nablais,937389835,4,11200.0,1038.0,0,13,0,0.00796812749003984,143,0.0
48404.0,933322035,1.1372,0.0489,0.0978,0.0784,0.085,DuncanHill,937728570,4,13466.0,1535.0,0,27,0,0.009615384615384616,105,0.0
47884.0,938996796,1.148,0.0532,0.0989,0.075,0.0811,96.230.150.173,942818674,16,34226.0,3913.0,0,36,1,0.0,16,0.0
48353.0,941070629,1.0778,0.0526,0.0923,0.0713,0.0768,Xatufan,945908785,37,30702.0,2763.0,0,35,0,0.0,60,0.0
51084.0,942363619,1.1419,0.0353,0.0828,0.0773,0.0838,Lacegreekocr,942425121,2,23651.0,2402.0,0,21,0,0.0,21,0.0
50085.0,944851650,1.144,0.0395,0.0721,0.0704,0.0757,GünniX,945251938,7,57027.0,5816.0,0,4,0,0.0196078431372549,79,0.0
47446.0,946105209,1.1212,0.0789,0.1333,0.0811,0.0882,CRS-20,946189533,23,4102.0,275.0,0,0,1,0.0,11,0.0
50498.0,946530170,1.1313,0.0406,0.071,0.0588,0.0625,Roger 8 Roger,946536126,1,57786.0,6933.0,0,211,1,0.0,114,0.0
47088.0,948657385,1.1224,0.0944,0.1758,0.0589,0.0625,Jetstreamer,948680071,115,155616.0,10364.0,0,141,0,0,0,0
46059.0,949128123,1.1241,0.0686,0.1214,0.0583,0.0619,82.32.158.226,949456893,181,187927.0,16607.0,0,21,1,0.021164021164021163,130,0.0
48695.0,387593182,1.1326,0.0447,0.0815,0.0634,0.0676,Lorielpid,387619772,1,11123.0,978.0,0,28,0,0.0,11,0.0
48965.0,460164986,1.1845,0.0278,0.0556,0.3143,0.44,AvicBot,556342691,12,207452.0,33373.0,0,78,0,0.0,12,0.0
46580.0,780670309,1.1238,0.0595,0.1069,0.0818,0.0891,Anonymous from the 21st century,860022822,0,9081.0,802.0,0,0,1,0.0,29,0.0
48050.0,824293289,1.1204,0.0469,0.076,0.0785,0.0851,Ser Amantio di Nicolao,881370811,40,4083.0,415.0,0,32,1,0.0,23,0.0
49806.0,871334244,1.136,0.1184,0.1954,0.0805,0.0875,Monkbot,917787501,3,9383.0,1141.0,0,169,0,0.0,114,0.0
48886.0,890877239,1.1351,0.0545,0.1487,0.1027,0.1144,JJMC89,895260949,7,6180.0,525.0,0,139,0,0.0,19,0.0
52169.0,897896441,1.1356,0.0315,0.0802,0.067,0.0718,Monkbot,917910212,7,11926.0,1208.0,0,169,0,0.0,422,0.0
48628.0,900049075,1.1158,0.0333,0.0643,0.064,0.0684,GreenC bot,926786397,39,3765.0,355.0,0,62,1,0.0,77,0.0
48212.0,901307489,1.1214,0.0482,0.0942,0.0714,0.0769,Mark v1.0,904664814,261,4037.0,330.0,0,14,1,0.0,107,0.0
51893.0,911398609,1.1252,0.1468,0.2411,0.0594,0.0631,Monkbot,916943262,4,22346.0,756.0,0,209,0,0.043478260869565216,116,0.0
51844.0,915877746,1.1345,0.0638,0.1192,0.0812,0.0884,Monkbot,915985366,3,5342.0,352.0,0,169,0,0.0,132,0.0
51478.0,916585047,1.1378,0.0465,0.1196,0.091,0.1,Leighcn,938218694,81,10175.0,733.0,0,24,0,0.03125,129,0.0
49579.0,922089231,1.1332,0.0668,0.161,0.0832,0.0908,Lepricavark,940840695,55,7587.0,449.0,0,32,0,0.0,27,0.0
48136.0,932939244,1.1992,0.0662,0.1103,0.0902,0.0982,Tassedethe,933056771,0,185.0,20.0,0,77,0,0.0,11,0.0
48600.0,933745792,1.132,0.0579,0.1236,0.1019,0.1135,Theroadislong,933747644,264,35982.0,1760.0,0,165,0,0,0,0
49901.0,935087962,1.1326,0.0643,0.0966,0.0889,0.0976,CaradhrasAiguo,943948909,572,52467.0,4659.0,0,17,0,0.0,28,0.0
49285.0,935748997,1.1462,0.0554,0.1088,0.094,0.1038,38.131.219.163,937400757,19,63321.0,4730.0,0,0,1,0.0,14,0.0
49264.0,942139386,1.1289,0.0109,0.0282,0.0771,0.0835,Shannarhussain,942139651,220,8096.0,995.0,0,0,0,0.0,20,0.0
48557.0,942767598,1.1487,0.0614,0.1105,0.0829,0.0904,Phantanan Kobkitchaisong,942767656,15,41330.0,3609.0,0,11,1,0.0,15,0.0
51116.0,943574100,1.0882,0.0226,0.0637,0.0517,0.0545,Johand199,943574146,11,20050.0,2797.0,0,129,0,0.0,10,0.0
48247.0,944040935,1.1057,0.0279,0.0624,0.0395,0.0411,Fountains of Bryn Mawr,944068192,0,28184.0,3338.0,0,232,1,0,0,0
46262.0,944679694,1.1381,0.0561,0.1153,0.0634,0.0677,InternetArchiveBot,946015566,146,46253.0,3674.0,0,55,0,0.0,97,0.0
46447.0,945542433,1.1506,0.071,0.1216,0.0735,0.0793,Elizium23,945624128,35,60648.0,5342.0,0,108,0,0.0,127,0.0
51400.0,947211880,1.1322,0.0817,0.1349,0.0729,0.0786,Sillyfolkboy,947545300,58,60659.0,4670.0,0,87,0,0.2,16,0.0
53955.0,947211880,1.1322,0.0817,0.1349,0.0729,0.0786,Sillyfolkboy,947545300,58,60659.0,4670.0,0,87,0,0.2,16,0.0
49064.0,947468732,1.1243,0.0788,0.1367,0.0703,0.0756,Oblow14,947738705,17,151675.0,13196.0,0,0,0,0.0,38,0.0
47087.0,948680071,1.1236,0.0938,0.1752,0.0582,0.0618,WikiCleanerBot,949313528,0,155616.0,10364.0,0,96,0,0.0,177,0.0
51753.0,948889820,1.0896,0.0508,0.0867,0.0708,0.0762,2601:644:8002:A9E0:D8AF:D074:54C1:BA63,949208681,4,40328.0,4424.0,0,10,1,0.0,238,0.0
51397.0,949015852,1.1322,0.0815,0.1347,0.0729,0.0786,CIreland,949028765,6,60659.0,4670.0,0,139,0,0.007792207792207792,154,0.0
53952.0,949015852,1.1322,0.0815,0.1347,0.0729,0.0786,CIreland,949028765,6,60659.0,4670.0,0,139,0,0.007792207792207792,154,0.0
51063.0,637098876,1.1838,0.0136,0.0326,0.0812,0.0881,Boleyn,639785589,4,461.0,60.0,0,86,0,0.0,11,0.0
46168.0,709499055,1.1456,0.0297,0.0466,0.0532,0.0562,86.173.191.67,778073125,32,5858.0,910.0,0,14,1,0.0,19,0.0
47808.0,727845345,1.1349,0.1407,0.1559,0.2018,0.2514,Tom.Reding,730445680,4,200454.0,157.0,0,209,1,0.0,20,0.0
47493.0,777760732,1.138,0.0772,0.1459,0.089,0.0976,Grapesoda22,777760842,279,18009.0,733.0,0,52,0,0.0,21,0.0
49752.0,832772291,1.133,0.1233,0.1498,0.1573,0.1866,Savagecoverman,870430028,0,10820.0,231.0,0,13,0,0.0,18,0.0
51237.0,832837106,1.1284,0.0453,0.0962,0.0829,0.0903,Ser Amantio di Nicolao,863663114,9,2624.0,115.0,0,25,1,0.25,23,0.0
49101.0,896800362,1.1389,0.0191,0.058,0.0639,0.0682,Wildbees,896802152,17,3463.0,388.0,0,0,0,0.018518518518518517,19,0.0
100126.0,896800362,1.1389,0.0191,0.058,0.0639,0.0682,Wildbees,896802152,17,3463.0,388.0,0,0,0,0.018518518518518517,19,0.0
50750.0,914833890,1.1463,0.0878,0.1431,0.0613,0.0653,Rich Farmbrough,920786436,1,77267.0,6634.0,0,12,1,0.0,144,0.0
52409.0,914833890,1.1463,0.0878,0.1431,0.0613,0.0653,Rich Farmbrough,920786436,1,77267.0,6634.0,0,12,1,0.0,144,0.0
56822.0,914833890,1.1463,0.0878,0.1431,0.0613,0.0653,Rich Farmbrough,920786436,1,77267.0,6634.0,0,12,1,0.0,144,0.0
57712.0,914833890,1.1463,0.0878,0.1431,0.0613,0.0653,Rich Farmbrough,920786436,1,77267.0,6634.0,0,12,1,0.0,144,0.0
57836.0,914833890,1.1463,0.0878,0.1431,0.0613,0.0653,Rich Farmbrough,920786436,1,77267.0,6634.0,0,12,1,0.0,144,0.0
62374.0,914833890,1.1463,0.0878,0.1431,0.0613,0.0653,Rich Farmbrough,920786436,1,77267.0,6634.0,0,12,1,0.0,144,0.0
62766.0,914833890,1.1463,0.0878,0.1431,0.0613,0.0653,Rich Farmbrough,920786436,1,77267.0,6634.0,0,12,1,0.0,144,0.0
78848.0,914833890,1.1463,0.0878,0.1431,0.0613,0.0653,Rich Farmbrough,920786436,1,77267.0,6634.0,0,12,1,0.0,144,0.0
104808.0,914833890,1.1463,0.0878,0.1431,0.0613,0.0653,Rich Farmbrough,920786436,1,77267.0,6634.0,0,12,1,0.0,144,0.0
46294.0,919003226,1.1337,0.0471,0.0986,0.0961,0.1063,ArnoldReinhold,922690293,425,14075.0,1877.0,0,38,0,0.0,104,0.0
46431.0,919792018,1.1271,0.037,0.0692,0.0662,0.0709,Monkbot,921307930,6,18249.0,2037.0,0,141,0,0.024390243902439025,42,0.0
46384.0,924700332,1.1229,0.066,0.1053,0.091,0.1001,Dummelaksen,924757058,46,9961.0,697.0,0,0,0,0.0,22,0.0
49733.0,934651041,1.1346,0.0145,0.0354,0.1431,0.167,Catfurball,934651274,221,62389.0,4163.0,0,53,0,0,0,0
51213.0,935243559,1.1457,0.0958,0.1462,0.0742,0.0801,Chris the speller,938164594,2,19466.0,1335.0,0,15,1,0.0072992700729927005,176,0.0
51311.0,939035267,1.1359,0.0233,0.046,0.0767,0.083,Gamaliel,944443228,41,7570.0,1032.0,0,96,0,0.0,17,0.0
48556.0,942767656,1.1487,0.0614,0.1105,0.0829,0.0904,TPalkovitz,946570922,5,41330.0,3609.0,0,75,0,0.0,95,0.0
50558.0,942983482,1.12,0.0878,0.1565,0.0773,0.0838,Tolly4bolly,942984452,7,4386.0,391.0,0,170,0,0.0,87,0.0
48950.0,945108766,1.2237,0.0035,0.049,0.0733,0.0787,SimeonManier,945110618,57,63373.0,4531.0,0,147,0,0.0,17,0.0
46970.0,947920524,1.145,0.0723,0.1608,0.0574,0.0609,104.243.164.238,948061735,47,40350.0,1785.0,0,0,1,0.0,12,0.0
51093.0,948595151,1.0429,0.0483,0.092,0.0419,0.0437,Rjwilmsi,948716435,196,208062.0,23605.0,0,41,0,0.00398406374501992,25,0.0
49087.0,948598105,1.0758,0.0561,0.1271,0.064,0.0684,LM2000,948612690,3,328193.0,35854.0,0,30,0,0.0029411764705882353,125,0.0
51521.0,948729203,1.1153,0.0585,0.0873,0.0382,0.0397,Krishk2g,948730496,98,77350.0,9048.0,0,20,0,0.0,63,0.0
68451.0,948729203,1.1153,0.0585,0.0873,0.0382,0.0397,Krishk2g,948730496,98,77350.0,9048.0,0,20,0,0.0,63,0.0
51762.0,794629723,1.1275,0.0807,0.1364,0.0788,0.0855,Natg 19,835361849,28,4560.0,344.0,0,151,1,0.0,91,0.0
47001.0,877454427,1.1241,0.0945,0.1336,0.0853,0.0932,80.217.133.8,940678848,1,3320.0,145.0,0,0,1,0.0,97,0.0
49977.0,906072838,1.1339,0.0647,0.1483,0.1079,0.1209,Ser Amantio di Nicolao,921337153,37,9910.0,1066.0,0,88,1,0,0,0
46433.0,906480239,1.136,0.082,0.1418,0.0811,0.0883,Monkbot,917751374,4,8314.0,662.0,0,176,0,0.0,212,0.0
88190.0,906480239,1.136,0.082,0.1418,0.0811,0.0883,Monkbot,917751374,4,8314.0,662.0,0,176,0,0.0,212,0.0
49728.0,917417965,1.1261,0.0518,0.0947,0.0727,0.0783,2604:6000:1118:8757:1484:D16F:7B0F:3B5F,931417601,0,3996.0,407.0,0,0,1,0.0,86,0.0
51913.0,924150258,1.1386,0.0629,0.1012,0.0794,0.0863,BubbaJoe123456,924908013,18,35242.0,2920.0,0,8,0,0.0,146,0.0
50769.0,924974566,1.1258,0.0582,0.1315,0.0625,0.0667,Arekuba,928530704,5,22683.0,1527.0,0,13,0,0.0,96,0.0
48932.0,926609662,1.1375,0.0361,0.0711,0.0731,0.0788,DaanTW,936907040,30,13748.0,1775.0,0,13,0,0.0,13,0.0
51769.0,927451715,1.1471,0.0601,0.1273,0.0816,0.0888,InternetArchiveBot,938047037,236,73902.0,4043.0,0,87,0,0.0,161,0.0
48818.0,938304078,1.126,0.0537,0.086,0.0439,0.0459,Peteruetz,938304952,911,69400.0,7195.0,0,124,0,0.0,13,0.0
49645.0,940575261,1.1417,0.0519,0.0998,0.0829,0.0904,Jo-Jo Eumerus,944846292,4,46208.0,4125.0,0,106,1,0.0,18,0.0
48230.0,941634155,1.1445,0.0354,0.0782,0.0619,0.066,Discospinster,941664070,12,20932.0,2504.0,0,27,0,0.01282051282051282,13,0.0
50614.0,948743536,1.1263,0.0675,0.1091,0.0758,0.082,Doc James,948744190,242,19464.0,1663.0,0,0,1,0.013157894736842105,41,0.0
51780.0,948939895,1.0907,0.0571,0.1079,0.0771,0.0836,CycloneYoris,948940024,9,259071.0,24098.0,0,115,0,0.0,12,0.0
51778.0,949236958,1.0907,0.0571,0.1079,0.0772,0.0836,213.37.97.253,949491468,148,259071.0,24098.0,0,30,1,0.0,5,0.0
49174.0,329124449,1.1225,0.0327,0.0523,0.0908,0.0997,DrWhatIKnow,329124564,10,14913.0,1256.0,0,32,0,0.0,22,0.0
48715.0,342210070,1.1777,0.0312,0.0938,0.3667,0.55,Al Ameer son,400975527,0,17189.0,1667.0,0,40,1,0.0,9,0.0
51623.0,348374505,1.2019,0.0115,0.0115,0.021,0.0214,ChrisGualtieri,578040752,189,599.0,80.0,0,67,0,0.0,10,0.0
49008.0,386136369,1.139,0.0177,0.037,0.1039,0.1159,Green Giant,386509521,83,8077.0,451.0,0,11,1,0,0,0
50821.0,643697233,1.1874,0.087,0.1304,0.619,1.4444,AvicBot,686918657,1,2356.0,88.0,0,51,0,0.0,9,0.0
48394.0,842001462,1.1369,0.0734,0.1087,0.0931,0.1026,Timrollpickering,850386842,37,32107.0,3041.0,0,245,0,0.0,13,0.0
48547.0,857961587,1.1561,0.0738,0.1208,0.1123,0.1265,Franbecque,879559461,127,118853.0,17665.0,0,12,0,0.006269592476489028,34,0.0
51794.0,857961587,1.1561,0.0738,0.1208,0.1123,0.1265,Franbecque,879559461,127,118853.0,17665.0,0,12,0,0.006269592476489028,34,0.0
74344.0,857961587,1.1561,0.0738,0.1208,0.1123,0.1265,Franbecque,879559461,127,118853.0,17665.0,0,12,0,0.006269592476489028,34,0.0
82670.0,857961587,1.1561,0.0738,0.1208,0.1123,0.1265,Franbecque,879559461,127,118853.0,17665.0,0,12,0,0.006269592476489028,34,0.0
49693.0,895780325,1.1409,0.0401,0.0584,0.0523,0.0552,Rich Farmbrough,922521379,16,8681.0,1170.0,0,12,1,0.0,18,0.0
49555.0,898867998,1.1366,0.0822,0.1387,0.068,0.0729,Monkbot,918792068,1,6440.0,619.0,0,160,0,0.0,126,0.0
50686.0,905037375,1.1349,0.0683,0.1082,0.094,0.1038,Monkbot,918345117,4,6615.0,395.0,0,172,0,0.00909090909090909,102,0.0
91706.0,905037375,1.1349,0.0683,0.1082,0.094,0.1038,Monkbot,918345117,4,6615.0,395.0,0,172,0,0.00909090909090909,102,0.0
51589.0,905244237,1.1334,0.0489,0.0732,0.0829,0.0904,Monkbot,915569649,4,10269.0,740.0,0,185,0,0.0,147,0.0
51046.0,925002745,1.0586,0.027,0.0564,0.0568,0.0602,JacobLenstar,947292335,25,13902.0,1884.0,0,0,0,0.0,14,0.0
65223.0,925002745,1.0586,0.027,0.0564,0.0568,0.0602,JacobLenstar,947292335,25,13902.0,1884.0,0,0,0,0.0,14,0.0
90144.0,925002745,1.0586,0.027,0.0564,0.0568,0.0602,JacobLenstar,947292335,25,13902.0,1884.0,0,0,0,0.0,14,0.0
100731.0,925002745,1.0586,0.027,0.0564,0.0568,0.0602,JacobLenstar,947292335,25,13902.0,1884.0,0,0,0,0.0,14,0.0
48159.0,926585278,1.122,0.0989,0.1515,0.0485,0.051,Arthur Rubin,926621452,32,10192.0,1076.0,0,134,1,0,0,0
69131.0,926585278,1.122,0.0989,0.1515,0.0485,0.051,Arthur Rubin,926621452,32,10192.0,1076.0,0,134,1,0,0,0
75772.0,926585278,1.122,0.0989,0.1515,0.0485,0.051,Arthur Rubin,926621452,32,10192.0,1076.0,0,134,1,0,0,0
49678.0,930989194,1.1313,0.0764,0.12,0.0595,0.0632,1990'sguy,938017433,0,15617.0,1322.0,0,28,1,0.0,12,0.0
47979.0,931776044,1.1641,0.0253,0.059,0.0519,0.0546,2804:431:F73D:1BAA:D259:E4FF:FE3F:3393,932156246,26,708.0,66.0,0,47,1,0.0,14,0.0
50815.0,935403211,1.1533,0.0228,0.042,0.1547,0.183,2A02:C7D:505C:1D00:B92D:6EC2:45E6:D96F,935403268,3,24725.0,1378.0,0,20,1,0.0,6,0.0
48403.0,937728570,1.1372,0.0489,0.0978,0.0784,0.085,Dreamspy,945755800,1,13466.0,1535.0,0,0,0,0.009615384615384616,105,0.0
47649.0,939116289,1.1228,0.0607,0.1219,0.0838,0.0915,202.128.90.39,941906013,1,30095.0,3049.0,0,20,1,0.0,36,0.0
47904.0,939315541,1.144,0.0159,0.0311,0.097,0.1074,InternetArchiveBot,943288124,191,21891.0,2240.0,0,55,0,0.0,100,0.0
47299.0,942665808,1.1356,0.0691,0.1092,0.0739,0.0798,HangingCurve,944482947,2,63638.0,7077.0,0,37,0,0.03896103896103896,12,0.0
50142.0,944559772,1.1281,0.0637,0.114,0.0585,0.0621,Materialscientist,944559801,86,128732.0,13313.0,0,132,0,0.0,16,0.0
78867.0,944559772,1.1281,0.0637,0.114,0.0585,0.0621,Materialscientist,944559801,86,128732.0,13313.0,0,132,0,0.0,16,0.0
51293.0,946660495,1.1459,0.0086,0.0479,0.0898,0.0987,The Optimistic One,946660589,4,69615.0,8400.0,0,26,1,0.0,9,0.0
47944.0,946734157,1.1647,0.11,0.1555,0.3787,0.6096,Mlaffs,946854800,52,132623.0,75.0,0,52,0,0.0,18,0.0
51103.0,947287865,1.0927,0.0832,0.1445,0.0855,0.0935,Kailash29792,947289097,14,8227.0,571.0,0,0,0,0.0,21,0.0
49879.0,474121518,1.1889,0.0217,0.0435,0.2889,0.3939,AvicBot,675464094,1,2748.0,172.0,0,74,0,0.0,11,0.0
83966.0,474121518,1.1889,0.0217,0.0435,0.2889,0.3939,AvicBot,675464094,1,2748.0,172.0,0,74,0,0.0,11,0.0
46649.0,633967716,1.2076,0.027,0.0541,0.3889,0.6087,EmausBot,851732168,1,1478.0,119.0,0,69,0,0.0,10,0.0
46756.0,660243087,1.1136,0.088,0.1546,0.1631,0.1947,The Vintage Feminist,667061625,8,2223.0,238.0,0,78,1,0.0,28,0.0
50947.0,679838512,1.1146,0.0595,0.0836,0.1437,0.1677,Lekoren,711998767,47,2055.0,70.0,0,8,0,0.0,17,0.0
48741.0,732827829,1.1344,0.0458,0.0615,0.0814,0.0886,Knoklet,773863353,1,3936.0,363.0,0,0,0,0.0,43,0.0
48740.0,773863353,1.1343,0.0459,0.0615,0.0814,0.0886,Simongraham,776247672,25,3936.0,363.0,0,19,0,0.0,12,0.0
50362.0,780847345,1.1215,0.0378,0.0638,0.0618,0.0659,Plamen1402,824098325,23,2416.0,217.0,0,0,0,0.3333333333333333,9,0.0
46523.0,813139276,1.1891,0.0513,0.1026,0.3611,0.5417,The Transhumanist,838623675,0,10330.0,1339.0,0,77,1,0,0,0
48757.0,829586762,1.1293,0.0389,0.0669,0.06,0.0638,Budha Everyday,840935322,117,5396.0,683.0,0,31,1,0.0,10,0.0
46018.0,864370534,1.1305,0.0851,0.1095,0.1098,0.1233,208.81.59.218,864370846,84,9311.0,466.0,0,0,1,0.0,24,0.0
50564.0,871802753,1.1663,0.0127,0.0361,0.0659,0.0704,Narky Blert,884437561,4,45712.0,5082.0,0,7,1,0.0,22,0.0
50377.0,875438940,1.1388,0.0475,0.0953,0.0707,0.0761,Keith D,894932911,0,4090.0,249.0,0,49,1,0.0,97,0.0
47225.0,891023187,1.1303,0.0801,0.1294,0.0723,0.0779,R41D3N112,891023549,64,13060.0,972.0,0,18,0,0.0,51,0.0
46239.0,897204053,1.1601,0.0238,0.0476,0.3415,0.5,Sam Sailor,897204138,27,22625.0,2198.0,0,91,1,0.0,10,0.0
47377.0,898121489,1.0467,0.025,0.042,0.0724,0.078,Joshua Zarate,913457993,21,37232.0,2192.0,0,0,1,0.0,35,0.0
46122.0,913254457,1.1395,0.0797,0.1835,0.0834,0.0909,AlligatorSky,916083085,29,43503.0,1789.0,0,44,0,0.0,12,0.0
47007.0,915379776,1.1341,0.0369,0.0794,0.0727,0.0784,Bruce1ee,915379900,4,16068.0,1800.0,0,33,0,0.006060606060606061,100,0.0
48719.0,916470169,1.0855,0.0647,0.1134,0.0759,0.0821,InternetArchiveBot,928681365,319,22339.0,1824.0,0,55,0,0.005649717514124294,218,0.0
48481.0,917070054,1.1293,0.0519,0.1169,0.0799,0.0868,Greente28,920442483,223,11096.0,1045.0,0,41,0,0.0,104,0.0
46073.0,931318639,1.1421,0.0664,0.1145,0.0948,0.1047,The joy of all things,934803541,68,16071.0,1267.0,0,22,1,0.0,19,0.0
51392.0,931319291,1.1406,0.1222,0.1839,0.0953,0.1053,Simeon,937136210,45,15334.0,421.0,0,149,0,0.0,22,0.0
48249.0,932283136,1.1054,0.0274,0.0632,0.039,0.0406,Kku,938331337,4,28184.0,3338.0,0,22,0,0.0,170,0.0
46189.0,935303773,1.1322,0.0529,0.0981,0.0721,0.0778,Lacon432,935866061,141,12881.0,1255.0,0,20,0,0.0,80,0.0
47796.0,935903418,1.1215,0.0469,0.091,0.0569,0.0604,Yamada Taro,939169928,4,30560.0,3293.0,0,0,1,0.011363636363636364,27,0.0
97443.0,935903418,1.1215,0.0469,0.091,0.0569,0.0604,Yamada Taro,939169928,4,30560.0,3293.0,0,0,1,0.011363636363636364,27,0.0
49527.0,940254551,1.1497,0.0637,0.1201,0.0661,0.0707,Soetermans,940441886,0,52646.0,5682.0,0,133,0,0,0,0
49877.0,940569543,1.1416,0.0849,0.1596,0.0767,0.083,GregorLove,940569920,3,30361.0,2304.0,0,89,0,0.0,132,0.0
