diffurl,edittime,editcomment,articletitle,editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,class,comment_len,Anonymous,vulgar_word_ratio,character_distribution,longest_Word,bad_words,size,word_count
http://en.wikipedia.org/w/index.php?diff=327997892&oldid=327995290,2009-11-26T06:03:50Z,revert vandalism by 58.170.229.248,Child erotica,24644,325693366,1.1333,0.0483,0.0795,0.0603,0.0641,121.209.35.170,327997023,84,0,27,1,0.0,inf,9.0,0.0,21427.0,2584.0
http://en.wikipedia.org/w/index.php?diff=327210486&oldid=318758897,2009-11-22T01:23:21Z,removed tag since there are references.,Jonathan Goldstein (actor),18680,328304204,1.1517,0.033,0.1318,0.0528,0.0557,66.18.53.22,328304425,21,1,22,1,0.0,0.007217087,20.0,0.0,5698.0,151.0
http://en.wikipedia.org/w/index.php?diff=328317308&oldid=327040782,2009-11-28T03:44:08Z,"/* References */change category, Replaced: Category:Tamil Nadu politicians ? Category:Indian National Congress politicians from Tamil Nadu, using [[Project:AutoWikiBrowser|AWB]]",S. Azhagiri,18439,327258265,1.1349,0.0443,0.067,0.0681,0.073,HossColla,327258662,1,0,0,0,0.005714286,0.000165,19.0,0.0,4690.0,193.0
http://en.wikipedia.org/w/index.php?diff=327554014&oldid=327553811,2009-11-23T22:37:45Z,/* Morning Crews */,WRIF,38780,329080365,1.1306,0.0646,0.13,0.102,0.1136,BeyonceFan03,329083488,32,0,20,0,0.0,inf,22.0,0.0,15655.0,1907.0
http://en.wikipedia.org/w/index.php?diff=327311389&oldid=321137120,2009-11-22T17:06:42Z,/* Education */ Removed peacock terms and corrected spelling,Martin Tyler,21564,323638527,1.1478,0.0308,0.04,0.0945,0.1042,DanTD,328261809,0,0,20,0,0.0,0.022913957,55.0,0.0,15531.0,1646.0
http://en.wikipedia.org/w/index.php?diff=327322094&oldid=327160790,2009-11-22T18:19:28Z,,Vladimir Horowitz,20747,317235260,1.0796,0.0067,0.0118,0.0619,0.066,218.186.12.247,327257454,0,0,0,1,0.0,0.000868,18.0,0.0,40328.0,4424.0
http://en.wikipedia.org/w/index.php?diff=328718911&oldid=328718814,2009-11-30T02:49:16Z,,Eldar,3815,285329369,1.1135,0.0655,0.0916,0.0875,0.0958,Newone,328520545,18,0,0,0,0.0,inf,10.0,0.0,3262.0,379.0
http://en.wikipedia.org/w/index.php?diff=327095289&oldid=327094756,2009-11-21T11:21:36Z,,Claus Madsen,40938,328415728,1.1267,0.0062,0.0402,0.0486,0.0511,80.195.255.72,328415952,10,0,0,1,0.0,0.104586795,18.0,0.0,4560.0,344.0
http://en.wikipedia.org/w/index.php?diff=329509751&oldid=329455356,2009-12-03T19:14:04Z,[[WP:UNDO|Undid]] revision 328637528 by [[Special:Contributions/Gadget85|Gadget85]] ([[User talk:Gadget85|talk]]) rv non-notable award,Kris Allen,21433,324831591,1.1367,0.0084,0.0293,0.0952,0.1052,218.186.12.247,329139536,5,0,0,1,0.0,0.00365459,13.0,0.0,73902.0,4043.0
http://en.wikipedia.org/w/index.php?diff=327977867&oldid=327328971,2009-11-26T02:57:36Z,/* Voice Talent */ fixing link,Daniel Flynn (actor),28525,327056096,1.0626,0.1338,0.2672,0.1263,0.1445,74.213.85.35,327301757,10,0,22,1,0.0,inf,4.0,0.0,3147.0,264.0
http://en.wikipedia.org/w/index.php?diff=328839507&oldid=328839401,2009-11-30T17:56:14Z,/* Communications */ Correct citation.,International Space Station,37332,329349006,1.1021,0.019,0.0404,0.0343,0.0355,Koven.rm,329545459,139,0,0,1,0.0,inf,26.0,0.0,258645.0,24021.0
http://en.wikipedia.org/w/index.php?diff=329940829&oldid=329108910,2009-12-05T21:51:07Z,[[WP:UNDO|Undid]] revision 328727624 by [[Special:Contributions/Woycgpbbr|Woycgpbbr]] ([[User talk:Woycgpbbr|talk]]) rv good-faith; linked earlier in the sentence,2001,40612,327716869,1.1388,0.0438,0.0693,0.0879,0.0964,131.239.49.21,327717579,13,0,15,1,0.012048193,0.011223783,15.0,0.0,48322.0,5131.0
http://en.wikipedia.org/w/index.php?diff=329974127&oldid=329156100,2009-12-06T01:13:44Z,"remove Erik9bot category, no longer needed for this article using [[Project:AWB]]",Paige,21589,329180903,1.1538,0.0065,0.016,0.0392,0.0408,GVnayR,329186688,56,0,0,0,0.0,inf,22.0,0.0,757.0,99.0
http://en.wikipedia.org/w/index.php?diff=329890767&oldid=329889880,2009-12-05T16:37:51Z,/* John Wesley Pentecostal Church of the Nazarene (1909–1917) */,William Howard Hoople,7328,328587735,1.0968,0.0218,0.0602,0.0313,0.0323,Chris814,328588091,2,0,0,0,0.0,0.005053643,16.0,0.0,118853.0,17665.0
http://en.wikipedia.org/w/index.php?diff=327424494&oldid=302178968,2009-11-23T05:56:04Z,/* External links */,Luke Doerner,45865,328405096,1.1394,0.055,0.0939,0.044,0.046,Bob K31416,328592932,44,0,64,1,0.0,0.42681018,22.0,0.0,16105.0,1056.0
http://en.wikipedia.org/w/index.php?diff=327848922&oldid=327848903,2009-11-25T11:52:21Z,/* History of Yiddish */,Alexander Beider,36830,329737665,1.1173,0.0896,0.1701,0.1235,0.1407,67.230.148.183,329911872,30,0,19,1,0.0,inf,9.0,0.0,3753.0,339.0
http://en.wikipedia.org/w/index.php?diff=326976466&oldid=325190516,2009-11-20T19:17:15Z,Intro: put the sweetener info up front and moved chem info to second paragraph.,Xylitol,26162,325682445,1.0598,0.0134,0.0408,0.0321,0.0331,201.255.117.149,327185989,106,0,20,1,0.0,inf,76.0,0.0,21729.0,2303.0
http://en.wikipedia.org/w/index.php?diff=327792499&oldid=327751349,2009-11-25T02:57:52Z,Revert to revision 327748967 dated 2009-11-24 22:24:59 by Jambot147 using [[:en:Wikipedia:Tools/Navigation_popups|popups]],John Tuzo Wilson,24787,328514543,1.1373,0.0384,0.097,0.067,0.0719,SuperFlash101,328514699,8,0,38,0,0.0,0.001352351,119.0,0.0,14596.0,1348.0
http://en.wikipedia.org/w/index.php?diff=329947667&oldid=327563193,2009-12-05T22:33:51Z,/* See also */,"Solar eclipse of September 1, 2016",39082,326803340,1.1432,0.07200000000000001,0.1372,0.1251,0.1429,Edokter,327357691,32,0,32,0,0.0,0.33386755,9.0,0.0,4708.0,440.0
http://en.wikipedia.org/w/index.php?diff=328797348&oldid=328730838,2009-11-30T13:32:40Z,,Economic inequality,13316,329642587,1.127,0.0468,0.0795,0.054000000000000006,0.0571,Vatsan34,329642619,1,0,20,0,0.0,0.103593476,14.0,0.0,119772.0,10654.0
http://en.wikipedia.org/w/index.php?diff=326915994&oldid=325344000,2009-11-20T12:09:39Z,minor clarification,Comparison of revision control software,23902,326261595,1.1271,0.0567,0.1132,0.0872,0.0955,Panel Guy,328470272,0,0,41,1,0.0,0.0,0.0,0.0,100799.0,4341.0
http://en.wikipedia.org/w/index.php?diff=327030310&oldid=323284355,2009-11-21T01:00:46Z,Fix link syntax,Gichki,28173,328608902,1.118,0.0975,0.1869,0.1159,0.131,Andrei.besutiu,328609065,9,0,24,1,0.0,0.06592769999999999,15.0,0.0,4512.0,398.0
http://en.wikipedia.org/w/index.php?diff=327041891&oldid=327040905,2009-11-21T02:25:23Z,/* Temperatures (daily maximum)Bureau of Meteorology */,Late 2009 southeastern Australia heat wave,30650,327536826,1.1189,0.0208,0.0493,0.0955,0.1056,Middayexpress,327537093,5,0,135,0,0.0,inf,20.0,0.0,41445.0,4337.0
http://en.wikipedia.org/w/index.php?diff=327193054&oldid=327192724,2009-11-21T23:24:38Z,changing what was marked as bolded,Antje Nikola Mönning,38225,326588725,1.1401,0.0322,0.063,0.0478,0.0502,76.115.141.27,329957697,1,0,17,1,0.006993007,inf,13.0,0.0,2214.0,213.0
http://en.wikipedia.org/w/index.php?diff=327481029&oldid=314841499,2009-11-23T14:58:29Z,title,Cincinnati Reds (NFL),16621,326826151,1.0826,0.0323,0.0639,0.0469,0.0492,68.52.254.197,326826526,3,1,0,1,0.075757576,0.32982153,30.0,0.0,5342.0,352.0
http://en.wikipedia.org/w/index.php?diff=328771376&oldid=299314824,2009-11-30T09:58:13Z,/* Current team squad */,Bucheon FC 1995,27501,304317551,1.1304,0.1106,0.1355,0.1182,0.1339,82.95.146.153,329127971,67,0,19,1,0.111111111,inf,12.0,0.0,8337.0,281.0
http://en.wikipedia.org/w/index.php?diff=328118921&oldid=257781316,2009-11-26T23:47:02Z,"rm the, not needed",East African Railways and Harbours Corporation,20432,328327069,1.118,0.0431,0.0741,0.0963,0.1066,MetroFan2009,328327872,39,0,15,0,0.0,0.000651,15.0,0.0,7506.0,660.0
http://en.wikipedia.org/w/index.php?diff=328397738&oldid=328257847,2009-11-28T16:03:53Z,/* Bases */ Minor spelling and punctuation edit.,Cobra Command,16493,329536990,1.1282,0.0393,0.0905,0.0513,0.0541,95.24.185.37,329537402,37,0,0,1,0.047619048,0.19811568,94.0,0.0,35917.0,5190.0
http://en.wikipedia.org/w/index.php?diff=327277434&oldid=324677879,2009-11-22T12:21:24Z,,Alan Kasaev,27448,327171405,1.1021,0.0175,0.03,0.0658,0.0705,Hbgchair,327171648,6,0,35,0,0.0,inf,18.0,0.0,10040.0,273.0
http://en.wikipedia.org/w/index.php?diff=328018179&oldid=327846589,2009-11-26T09:52:24Z,/* Demographics */ wikilink,Wales,23317,328864770,1.0955,0.0458,0.1313,0.1441,0.1683,18.97.5.10,328864966,0,0,22,1,0.0,0.0016773379999999998,122.0,0.0,234515.0,24042.0
http://en.wikipedia.org/w/index.php?diff=329693726&oldid=329691945,2009-12-04T17:08:28Z,[[WP:UNDO|Undid]] revision 329691945 by [[Special:Contributions/221.120.234.9|221.120.234.9]] ([[User talk:221.120.234.9|talk]]). Really?  Its faster with the wing?  I dont think so.,Lamborghini Murciélago,40014,327367565,1.1266,0.0631,0.1006,0.0902,0.0992,MgTurtle,327372551,2,0,128,0,0.038461538,0.009268673,27.0,0.0,41096.0,3688.0
http://en.wikipedia.org/w/index.php?diff=328705216&oldid=328704041,2009-11-30T01:23:14Z,/* Illustrated by Garth Williams */ took out the list of LH books.,Garth Williams,36819,327599918,1.1269,0.034,0.1001,0.1042,0.1163,Largoplazo,329524176,12,0,210,0,0.0,0.042090118,13.0,0.0,20278.0,2575.0
http://en.wikipedia.org/w/index.php?diff=327673279&oldid=327639735,2009-11-24T14:59:08Z,Reverted 1 edit by [[Special:Contributions/Emilypark|Emilypark]]; Rv linkspammer. ([[WP:TW|TW]]),Tom & Jerry Kids,33657,329555867,1.1246,0.0687,0.1598,0.1299,0.1492,67.85.151.17,329882141,5,0,22,1,0.0,0.9061894,1.0,0.0,11954.0,1172.0
http://en.wikipedia.org/w/index.php?diff=328451371&oldid=315330687,2009-11-28T21:28:29Z,,Siyanda Xulu,31269,324811869,1.1345,0.0571,0.1261,0.0925,0.1015,Mandarax,327511566,15,0,73,0,0.0,inf,26.0,0.0,8043.0,346.0
http://en.wikipedia.org/w/index.php?diff=327933490&oldid=327930415,2009-11-25T21:47:59Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/149.161.34.60|149.161.34.60]] ([[User talk:149.161.34.60|talk]]) to last version by 95.176.163.107,List of OECD countries by suicide rate,10703,328481913,1.1597,0.0882,0.131,0.068,0.073,Katydidit,328484205,0,0,10,0,0.0,0.0,9.0,0.0,22346.0,756.0
http://en.wikipedia.org/w/index.php?diff=329699573&oldid=323002341,2009-12-04T17:41:35Z,"/* Award winners */remove Erik9bot category, no longer needed for this article using [[Project:AutoWikiBrowser|AWB]]",10th Grammy Awards,1476,328795973,1.0671,0.0643,0.1089,0.0476,0.05,Hibernian,328796689,35,0,125,0,0.0,inf,80.0,0.0,11424.0,882.0
http://en.wikipedia.org/w/index.php?diff=327417718&oldid=318431787,2009-11-23T04:57:05Z,,Rahim,2594,321143291,1.1353,0.0694,0.1438,0.0632,0.0675,15.195.201.88,326947692,7,0,15,1,0.0,inf,12.0,0.0,1686.0,189.0
http://en.wikipedia.org/w/index.php?diff=327132581&oldid=327004732,2009-11-21T16:51:31Z,/* Reception */,My Sister and I,26355,327463049,1.1172,0.0534,0.0878,0.1023,0.1139,Woohookitty,327836906,0,0,169,0,0.0,0.0,0.0,0.0,953.0,124.0
http://en.wikipedia.org/w/index.php?diff=326802149&oldid=326801394,2009-11-19T21:16:40Z,,Mass Effect 2,19459,326381216,1.0756,0.0455,0.0858,0.0628,0.067,93.142.170.183,326820263,28,0,35,1,0.0,0.0,0.0,0.0,108622.0,9870.0
http://en.wikipedia.org/w/index.php?diff=328457288&oldid=328457242,2009-11-28T22:02:43Z,,List of Presidents of the United States by time in office,27068,327491015,1.1293,0.0512,0.0825,0.0749,0.081,GrahamSmith,327633058,179,0,187,0,0.0,inf,14.0,0.0,15915.0,672.0
http://en.wikipedia.org/w/index.php?diff=326810812&oldid=312928636,2009-11-19T22:04:28Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],"Near South Side, Chicago",27164,327529210,1.1297,0.0176,0.0523,0.0973,0.1078,130.189.10.63,327529292,4,0,0,1,0.0,0.0015164179999999998,16.0,0.0,35242.0,2920.0
http://en.wikipedia.org/w/index.php?diff=328061343&oldid=328030358,2009-11-26T16:35:57Z,/* Fulham */,Clint Dempsey,18019,327681199,1.1271,0.114,0.1585,0.1587,0.1884,Harmel21,327682839,2,0,0,0,0.0,inf,2.0,0.0,98913.0,8937.0
http://en.wikipedia.org/w/index.php?diff=329639317&oldid=328187245,2009-12-04T09:50:05Z,/* External links */ Added link to an explanation of Chart of the Great Ultimate (Taiji tu) in the Golden Elixir website,Taijitu,6251,327633297,1.1084,0.0757,0.1746,0.1416,0.1648,Dominator92,327635559,0,0,0,0,0.0,0.0,0.0,0.0,22763.0,2604.0
http://en.wikipedia.org/w/index.php?diff=329618801&oldid=329618697,2009-12-04T06:14:38Z,/* Corine Christensen Case */,Richard Bandler,40990,327301410,1.1247,0.0478,0.1014,0.0677,0.0726,60.242.90.199,327431100,0,0,46,1,0.0,0.0,19.0,0.0,15506.0,1756.0
http://en.wikipedia.org/w/index.php?diff=329884740&oldid=325513000,2009-12-05T15:54:58Z,/* Success */,StumbleUpon,3300,328123955,1.135,0.0654,0.1294,0.0509,0.0536,Lostcanadians,329807601,75,0,20,0,0.0,inf,51.0,0.0,19844.0,1987.0
http://en.wikipedia.org/w/index.php?diff=327227805&oldid=327183258,2009-11-22T03:42:16Z,"/* Recent, last and next games */",Uruguay national football team,17114,329870306,1.127,0.014,0.0331,0.0795,0.0864,123.238.75.191,329870388,210,0,30,1,0.0,inf,32.0,0.0,135486.0,2896.0
http://en.wikipedia.org/w/index.php?diff=329289800&oldid=329108315,2009-12-02T18:58:04Z,I changed a simple thing that made it kind of confusing as to who Gretel was explaining the anti-Semitic propaganda to.,The Boy in the Striped Pyjamas (film),27444,329939102,1.1464,0.0479,0.0891,0.0836,0.0912,BaseballFanVA94,329939209,0,0,0,0,0.0,0.0,0.0,0.0,19492.0,1958.0
http://en.wikipedia.org/w/index.php?diff=327138844&oldid=327138609,2009-11-21T17:34:28Z,/* Monuments and Landmarks */,Baku,33053,327292741,1.1324,0.0124,0.0333,0.0385,0.04,217.86.100.238,327294178,243,0,22,1,0.0,inf,25.0,0.0,112190.0,10190.0
http://en.wikipedia.org/w/index.php?diff=329013958&oldid=322733154,2009-12-01T11:48:54Z,{{out of date}},Fiona Hyslop,8928,326422362,1.0964,0.0296,0.0896,0.0766,0.0829,76.108.16.64,326824675,10,0,11,1,0.028571429,inf,12.0,0.0,9740.0,560.0
http://en.wikipedia.org/w/index.php?diff=328432192&oldid=327896068,2009-11-28T19:37:25Z,"[[WP:AWB/T|Typo fixing]], typos fixed: et al ? et al. using [[Project:AutoWikiBrowser|AWB]]",1980s in fashion,23828,323548329,1.1375,0.0407,0.061,0.0934,0.1029,76.189.169.244,329780093,4,0,0,1,0.0,8.82e-05,21.0,0.0,70309.0,7723.0
http://en.wikipedia.org/w/index.php?diff=328001188&oldid=319252232,2009-11-26T06:39:07Z,/* 1987–1993 */,Ford Mustang (third generation),16794,329157742,1.1065,0.0482,0.0927,0.0731,0.0788,Iñaki LL,329784888,70,0,112,1,0.0,0.032168947,44.0,0.0,28862.0,3764.0
http://en.wikipedia.org/w/index.php?diff=329581817&oldid=329581261,2009-12-04T01:20:03Z,,Thomas D. Eliot,27036,329084908,1.098,0.0128,0.0296,0.049,0.0515,69.116.4.175,329144650,0,0,30,1,0.0,0.0,0.0,0.0,4941.0,344.0
http://en.wikipedia.org/w/index.php?diff=328647843&oldid=328647434,2009-11-29T20:17:23Z,/* The move to television */,Larry Hovis,27612,311347641,1.1861,0.1106,0.1309,0.1366,0.1582,Nav,326992934,10,0,20,0,0.0,inf,17.0,0.0,8662.0,881.0
http://en.wikipedia.org/w/index.php?diff=328296668&oldid=328296437,2009-11-28T00:53:01Z,,OpenEMR,29786,311822094,1.1079,0.0249,0.0449,0.0657,0.0703,Llywrch,327179977,4,0,10,0,0.028169014,0.1947765,11.0,0.0,20618.0,1701.0
http://en.wikipedia.org/w/index.php?diff=326804387&oldid=325873242,2009-11-19T21:29:49Z,/* External links */,Johan Santana,27468,326895496,1.1084,0.0165,0.053,0.0915,0.1007,4th-otaku,328283636,27,0,126,1,0.0,0.17830625,16.0,0.0,43172.0,4782.0
http://en.wikipedia.org/w/index.php?diff=328160742&oldid=328156599,2009-11-27T05:32:17Z,/* Map */ expanded,Municipalities of the Philippines,32195,327088462,1.1418,0.0881,0.1273,0.0656,0.0702,222.152.152.229,327355965,0,0,0,1,0.0,0.055451773,8.0,0.0,8337.0,858.0
http://en.wikipedia.org/w/index.php?diff=327548572&oldid=286908528,2009-11-23T22:06:28Z,Year of death per new reference,Leila Mackinlay,42315,328330286,1.1499,0.0032,0.0188,0.0452,0.0473,Th1rt3en,328453162,0,0,0,0,0.0,0.0,19.0,0.0,6256.0,594.0
http://en.wikipedia.org/w/index.php?diff=328060430&oldid=328060292,2009-11-26T16:29:30Z,,Grand Ages: Rome - The Reign of Augustus,28917,281100961,1.1277,0.0853,0.1312,0.1034,0.1152,93.97.25.182,329082464,26,0,0,1,0.0,inf,8.0,0.0,8398.0,824.0
http://en.wikipedia.org/w/index.php?diff=328566164&oldid=327484840,2009-11-29T11:19:09Z,,Felix Sturm,15659,328126538,1.1351,0.038,0.0912,0.0724,0.078,Lil-unique1,328129808,14,0,0,1,0.0,inf,14.0,0.0,25858.0,1055.0
http://en.wikipedia.org/w/index.php?diff=328384469&oldid=328384358,2009-11-28T14:31:12Z,,Sisters Family Cookbook,34945,316300368,1.1293,0.0271,0.0373,0.0663,0.071,Hellno2,326855014,29,0,0,0,0.0,inf,20.0,0.0,3781.0,518.0
http://en.wikipedia.org/w/index.php?diff=328551405&oldid=328551384,2009-11-29T08:50:20Z,,"Hartney, Manitoba",26714,324509131,1.116,0.0448,0.0978,0.1161,0.1313,Mandarax,326790192,21,0,73,0,0.0,0.39885652,20.0,0.0,3028.0,200.0
http://en.wikipedia.org/w/index.php?diff=326900056&oldid=325582044,2009-11-20T09:32:44Z,Disambiguate [[QC]] to [[Queens Counsel]] using [[:en:Wikipedia:Tools/Navigation_popups|popups]],Brighton Grammar School,18020,327064930,1.1483,0.0277,0.065,0.0475,0.0498,Chris Capoccia,328034482,72,0,31,1,0.0,inf,35.0,0.0,18833.0,1476.0
http://en.wikipedia.org/w/index.php?diff=329968140&oldid=329541523,2009-12-06T00:39:02Z,Add DEFAULTSORT using [[Project:AWB]],35222 Delbarrio,34339,328335533,1.1027,0.0518,0.1078,0.0805,0.0875,67.161.237.169,328508707,79,0,28,1,0.007751938000000002,inf,17.0,0.0,180503.0,157.0
http://en.wikipedia.org/w/index.php?diff=327119941&oldid=325007096,2009-11-21T15:17:23Z,/* Online pornography */,Pornography addiction,5036,327451673,1.1294,0.0066,0.0246,0.04,0.0417,91.109.77.46,327451765,0,0,21,1,0.009389671,0.000146,16.0,0.0,33425.0,4010.0
http://en.wikipedia.org/w/index.php?diff=328131401&oldid=324159413,2009-11-27T01:23:46Z,,Tigran Sargsyan,30118,328770148,1.1441,0.036000000000000004,0.0976,0.0764,0.0828,Sarahgeorge,328771386,2,0,13,0,0.004587155999999999,8.499999999999999e-05,76.0,0.0,46635.0,4981.0
http://en.wikipedia.org/w/index.php?diff=327269830&oldid=307034075,2009-11-22T10:59:36Z,fmt,Orthodox Presbyterian Church,9716,327058284,1.118,0.0468,0.1419,0.0805,0.0875,Jonahshep,327058367,4,0,18,0,0.0,inf,6.0,0.0,24701.0,2738.0
http://en.wikipedia.org/w/index.php?diff=327182600&oldid=326720385,2009-11-21T22:19:23Z,/* Sales */,Live Like Were Dying,33865,325950230,1.0947,0.0882,0.1659,0.0495,0.052000000000000005,YMB29,327736038,66,0,21,0,0.020408163,0.04564026,93.0,0.0,12545.0,743.0
http://en.wikipedia.org/w/index.php?diff=329671778&oldid=323256571,2009-12-04T15:00:10Z,/* Solo Single */,Justin Boller,35756,329121970,1.1298,0.0384,0.1056,0.0957,0.1058,70.176.96.170,329122100,7,0,9,1,0.0,inf,8.0,0.0,21949.0,2431.0
http://en.wikipedia.org/w/index.php?diff=329870416&oldid=303533317,2009-12-05T13:53:48Z,fix,1951 Texas Longhorns football team,40632,304898628,1.1301,0.0433,0.0692,0.0639,0.0683,Koavf,328508153,37,0,14,0,0.0,inf,18.0,0.0,4068.0,36.0
http://en.wikipedia.org/w/index.php?diff=327013725&oldid=311516339,2009-11-20T23:11:37Z,/* Early life */Original geocities.com/...  weblink is gone but has been mirrored & archived in october 2009. For any issue contact oocities AT googlemail DOT co using [[Project:AutoWikiBrowser|AWB]],Hasan bey Zardabi,23786,328184797,1.0712,0.0752,0.1231,0.0787,0.0854,Suffusion of Yellow,328185000,28,0,127,1,0.0,0.00844664,98.0,0.0,8367.0,873.0
http://en.wikipedia.org/w/index.php?diff=327044081&oldid=321782510,2009-11-21T02:40:30Z,deleted image removed,Pinarayi Vijayan,26391,330029560,1.1387,0.0165,0.0307,0.0361,0.0375,C.Fred,330089295,0,0,63,1,0.056034483,0.0,15.0,0.0,19424.0,1706.0
http://en.wikipedia.org/w/index.php?diff=328247550&oldid=327809758,2009-11-27T18:56:55Z,/* Events */,11-Mar,14317,327253657,1.0321,0.0214,0.0717,0.0932,0.1027,68.52.217.188,328665918,106,1,156,1,0.0,inf,18.0,0.0,20132.0,2125.0
http://en.wikipedia.org/w/index.php?diff=329715083&oldid=329112648,2009-12-04T19:04:41Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],5-Methoxy-diisopropyltryptamine,8797,329198480,1.1252,0.0247,0.0757,0.0964,0.1066,Huaiwei,329611683,1,0,46,0,0.0,0.07646787,8.0,0.0,8001.0,633.0
http://en.wikipedia.org/w/index.php?diff=328234665&oldid=328233964,2009-11-27T17:22:02Z,,Mithun,25302,328055326,1.0715,0.0433,0.0782,0.0646,0.069,Dailycare,328056243,0,0,26,0,0.029850746,0.001505778,61.0,0.0,46929.0,3867.0
http://en.wikipedia.org/w/index.php?diff=328158967&oldid=327683205,2009-11-27T05:16:12Z,/* Agricultural and settlement history */,Dust Bowl,21690,325104164,1.1325,0.0346,0.0758,0.0661,0.0708,Woohookitty,328750914,12,0,169,0,0.0,inf,83.0,0.0,49873.0,5855.0
http://en.wikipedia.org/w/index.php?diff=329033094&oldid=316668476,2009-12-01T14:08:30Z,,Bournemouth railway station,3479,327393290,1.1624,0.0016,0.0165,0.0335,0.0347,Chibibrain,327394631,41,0,0,0,0.0,inf,28.0,0.0,13091.0,1070.0
http://en.wikipedia.org/w/index.php?diff=326871305&oldid=325657413,2009-11-20T04:26:36Z,,Disco Inferno,9598,329176897,1.1368,0.038,0.0794,0.0596,0.0634,203.177.74.137,329617927,7,0,31,1,0.0,inf,52.0,0.0,24139.0,2093.0
http://en.wikipedia.org/w/index.php?diff=327884276&oldid=327882971,2009-11-25T16:39:20Z,[[WP:UNDO|Undid]] revision 327882971 by [[Special:Contributions/Mcivd001|Mcivd001]] ([[User talk:Mcivd001|talk]]) unexplained removal of sourced content,Companion (Doctor Who),11365,328093585,1.0488,0.0578,0.0964,0.0521,0.0549,A. di M.,328105218,17,0,54,1,0.0,0.006864284,18.0,0.0,81510.0,7934.0
http://en.wikipedia.org/w/index.php?diff=327954678&oldid=327826588,2009-11-26T00:05:10Z,,Jordan (Katie Price),35431,326778174,1.0786,0.0268,0.0637,0.0407,0.0424,92.4.17.30,326792323,121,0,0,1,0.0,0.06520530599999999,27.0,0.0,47035.0,4096.0
http://en.wikipedia.org/w/index.php?diff=327910089&oldid=326257016,2009-11-25T19:28:51Z,/* Alterations from the Novel */,The Other Boleyn Girl (2003 film),8816,328842781,1.0722,0.0146,0.0363,0.0445,0.0466,Bus stop,328843261,634,0,0,1,0.0,inf,39.0,0.0,15315.0,2158.0
http://en.wikipedia.org/w/index.php?diff=328735538&oldid=327208307,2009-11-30T04:39:48Z,spelling,Decolonization of the Americas,18321,327974116,1.0509,0.0273,0.0494,0.0557,0.059,Arromes,327974851,23,1,16,0,0.017857143,0.2014825,24.0,0.0,60822.0,7059.0
http://en.wikipedia.org/w/index.php?diff=326901903&oldid=326901761,2009-11-20T09:52:14Z,/* TV and Film appearances and roles played */,Ed Flanders,42213,328170082,1.1136,0.0358,0.0742,0.1235,0.1409,Guy Harris,328170190,9,0,132,1,0.0,inf,9.0,0.0,15558.0,1777.0
http://en.wikipedia.org/w/index.php?diff=327132276&oldid=327128713,2009-11-21T16:49:24Z,section,Frank Richter,14182,328205064,1.1028,0.0679,0.2104,0.077,0.0834,88.75.237.247,328205196,0,0,24,1,0.0,0.0,12.0,0.0,395.0,46.0
http://en.wikipedia.org/w/index.php?diff=328594711&oldid=328030060,2009-11-29T15:22:12Z,,Naga City,31239,326336711,1.1139,0.0282,0.0437,0.1101,0.1238,Dcljr,326808268,0,0,16,0,0.0,0.008712771,12.0,0.0,180.0,17.0
http://en.wikipedia.org/w/index.php?diff=327475091&oldid=325162450,2009-11-23T14:13:02Z,/* External links */,Fijian people,11722,329232130,1.0247,0.0492,0.0906,0.0715,0.077,60.49.90.168,329448268,41,1,13,1,0.0,0.057281483,23.0,0.0,18537.0,1823.0
http://en.wikipedia.org/w/index.php?diff=328650146&oldid=326646070,2009-11-29T20:28:56Z,"clean up, typos fixed: choosen ? chosen using [[Project:AutoWikiBrowser|AWB]]",Emitter-coupled logic,1335,328130925,1.1338,0.0424,0.076,0.0403,0.042,210.193.179.135,328131177,11,0,14,1,0.0,0.060468875,17.0,0.0,22938.0,2506.0
http://en.wikipedia.org/w/index.php?diff=327543118&oldid=327540465,2009-11-23T21:35:00Z,Add semi-protect (small) template,Sturgis Charter Public School,27740,328625474,1.138,0.0234,0.0502,0.0684,0.0735,71.175.158.8,328635362,7,0,40,1,0.0,0.052148122000000005,14.0,0.0,13313.0,1530.0
http://en.wikipedia.org/w/index.php?diff=329647815&oldid=329607284,2009-12-04T11:26:58Z,/* External links */,Death Note (film),7115,328636955,1.1081,0.0276,0.068,0.0675,0.0724,Shemszot,328637357,52,0,11,0,0.0,inf,75.0,0.0,29577.0,3315.0
http://en.wikipedia.org/w/index.php?diff=329310809&oldid=329241556,2009-12-02T21:07:17Z,/* Ships in class */ update.,Vikrant class aircraft carrier,40703,328257935,1.1253,0.075,0.1148,0.0774,0.0838,Open2universe,328258053,0,0,80,0,0.0,0.04605579,225.0,0.0,49468.0,3956.0
http://en.wikipedia.org/w/index.php?diff=329707257&oldid=329706838,2009-12-04T18:23:05Z,/* Gallery */,Downtown Toledo,26611,329911867,1.1293,0.0761,0.1064,0.0928,0.1022,JGKlein,329912381,56,0,21,0,0.0,inf,13.0,0.0,86851.0,8474.0
