Anonymous,articleid,articletitle,bad_words,category,character_diversity,class,comment_len,digit_ratio,editid,editor,longest_Word,newrevisionid,non_alpha_numeric_ratio,oldrevisionid,size,size_increment,upper_to_all,upper_to_lower,vulgar_word_ratio,word_count
0,5984167,Polish Fest,0.0,Category:All stub articles,1.1369,0,245,0.0734,48394,Timrollpickering,13.0,850386842,0.1087,842001462,32107.0,37,0.0931,0.1026,0.0,3041.0
0,13469688,Miami Vice (season 1),0.0,,1.1561,1,12,0.0738,48547,Franbecque,34.0,879559461,0.1208,857961587,118853.0,127,0.1123,0.1265,0.006269592476489028,17665.0
0,3386036,Brunstane railway station,0.0,Category:2002 establishments in Scotland,1.1561,1,12,0.0738,51794,Franbecque,34.0,879559461,0.1208,857961587,118853.0,127,0.1123,0.1265,0.006269592476489028,17665.0
1,6118662,Gunasekhar,0.0,Category:1964 births,1.1409,0,12,0.0401,49693,Rich Farmbrough,18.0,922521379,0.0584,895780325,8681.0,16,0.0523,0.0552,0.0,1170.0
0,22711766,2NE1,0.0,Category:2009 establishments in South Korea,1.1366,0,160,0.0822,49555,Monkbot,126.0,918792068,0.1387,898867998,6440.0,1,0.068,0.0729,0.0,619.0
0,429067,Ricky Williams,0.0,Category:1977 births,1.1349,1,172,0.0683,50686,Monkbot,102.0,918345117,0.1082,905037375,6615.0,4,0.094,0.1038,0.00909090909090909,395.0
0,55117694,Supermicro,0.0,Category:1993 establishments in California,1.1334,0,185,0.0489,51589,Monkbot,147.0,915569649,0.0732,905244237,10269.0,4,0.0829,0.0904,0.0,740.0
0,104633,"Dothan, Alabama",0.0,Category:All articles needing additional references,1.0586,0,0,0.027000000000000003,51046,JacobLenstar,14.0,947292335,0.0564,925002745,13902.0,25,0.0568,0.0602,0.0,1884.0
0,43481944,High School Musical (film series),0.0,Category:Redirects from moves,1.0586,0,0,0.027000000000000003,65223,JacobLenstar,14.0,947292335,0.0564,925002745,13902.0,25,0.0568,0.0602,0.0,1884.0
1,58094843,Serbian-language given names,0.0,Category:Serbian given names,1.122,0,134,0.0989,48159,Arthur Rubin,0.0,926621452,0.1515,926585278,10192.0,32,0.0485,0.051,0.0,1076.0
1,1618053,All Apologies,0.0,Category:1990s ballads,1.1313,0,28,0.0764,49678,1990'sguy,12.0,938017433,0.12,930989194,15617.0,0,0.0595,0.0632,0.0,1322.0
1,213266,Robert Zemeckis,0.0,Category:1952 births,1.1641,0,47,0.0253,47979,2804:431:F73D:1BAA:D259:E4FF:FE3F:3393,14.0,932156246,0.059000000000000004,931776044,708.0,26,0.0519,0.0546,0.0,66.0
1,4049224,Sean Slater,0.0,Category:Articles with short description,1.1533,0,20,0.0228,50815,2A02:C7D:505C:1D00:B92D:6EC2:45E6:D96F,6.0,935403268,0.042,935403211,24725.0,3,0.1547,0.183,0.0,1378.0
0,996808,Standard gravitational parameter,0.0,Category:All articles with unsourced statements,1.1372,1,0,0.0489,48403,Dreamspy,105.0,945755800,0.0978,937728570,13466.0,1,0.0784,0.085,0.009615384615384616,1535.0
1,16503630,Raipur (disambiguation),0.0,Category:All article disambiguation pages,1.1228,0,20,0.0607,47649,202.128.90.39,36.0,941906013,0.1219,939116289,30095.0,1,0.0838,0.0915,0.0,3049.0
0,1158077,Renaissance Center,0.0,Category:1970s architecture in the United States,1.1440000000000001,0,55,0.0159,47904,InternetArchiveBot,100.0,943288124,0.0311,939315541,21891.0,191,0.09699999999999999,0.1074,0.0,2240.0
0,7686492,Tyler Palko,0.0,Category:1983 births,1.1356,1,37,0.0691,47299,HangingCurve,12.0,944482947,0.1092,942665808,63638.0,2,0.0739,0.0798,0.03896103896103896,7077.0
0,16453721,8492 Kikuoka,0.0,Category:Astronomical objects discovered in 1990,1.1281,0,132,0.0637,50142,Materialscientist,16.0,944559801,0.114,944559772,128732.0,86,0.0585,0.0621,0.0,13313.0
1,489783,Cinema of Mexico,0.0,Category:All articles needing additional references,1.1459,0,26,0.0086,51293,The Optimistic One,9.0,946660589,0.0479,946660495,69615.0,4,0.0898,0.0987,0.0,8400.0
0,8650527,Antonia Juhasz,0.0,Category:1970 births,1.1647,0,52,0.11,47944,Mlaffs,18.0,946854800,0.1555,946734157,132623.0,52,0.3787,0.6096,0.0,75.0
0,18176668,Coronal seismology,0.0,Category:Commons category link from Wikidata,1.0927,0,0,0.0832,51103,Kailash29792,21.0,947289097,0.1445,947287865,8227.0,14,0.0855,0.0935,0.0,571.0
0,25153043,"Margaret Wotton, Marchioness of Dorset",0.0,Category:1485 births,1.1889,0,74,0.0217,49879,AvicBot,11.0,675464094,0.0435,474121518,2748.0,1,0.2889,0.3939,0.0,172.0
0,1272991,Toyota Camry Solara,0.0,Category:2000s cars,1.2076,0,69,0.027000000000000003,46649,EmausBot,10.0,851732168,0.0541,633967716,1478.0,1,0.3889,0.6087,0.0,119.0
1,9107494,Minot train derailment,0.0,Category:2002 in North Dakota,1.1136,0,78,0.08800000000000001,46756,The Vintage Feminist,28.0,667061625,0.1546,660243087,2223.0,8,0.1631,0.1947,0.0,238.0
0,11339784,White House History,0.0,Category:All stub articles,1.1146,0,8,0.0595,50947,Lekoren,17.0,711998767,0.0836,679838512,2055.0,47,0.1437,0.1677,0.0,70.0
0,22054535,2007–08 Baylor Bears basketball team,0.0,Category:2007–08 Big 12 Conference men's basketball season,1.1344,0,0,0.0458,48741,Knoklet,43.0,773863353,0.0615,732827829,3936.0,1,0.0814,0.0886,0.0,363.0
0,22054535,2007–08 Baylor Bears basketball team,0.0,Category:2007–08 Big 12 Conference men's basketball season,1.1343,0,19,0.0459,48740,Simongraham,12.0,776247672,0.0615,773863353,3936.0,25,0.0814,0.0886,0.0,363.0
0,13472123,Barbara Colley,0.0,,1.1215,1,0,0.0378,50362,Plamen1402,9.0,824098325,0.0638,780847345,2416.0,23,0.0618,0.0659,0.3333333333333333,217.0
1,1525752,276 Adelheid,0.0,Category:Alauda asteroids,1.1891,0,77,0.0513,46523,The Transhumanist,0.0,838623675,0.1026,813139276,10330.0,0,0.3611,0.5417,0.0,1339.0
1,17384528,Samantha Droke,0.0,Category:1987 births,1.1293,0,31,0.0389,48757,Budha Everyday,10.0,840935322,0.0669,829586762,5396.0,117,0.06,0.0638,0.0,683.0
1,3025142,"Exeter, Ontario",0.0,Category:Articles with short description,1.1305,0,0,0.0851,46018,208.81.59.218,24.0,864370846,0.1095,864370534,9311.0,84,0.1098,0.1233,0.0,466.0
1,13159,Gunpowder Plot,0.0,Category:1605 in England,1.1663,0,7,0.0127,50564,Narky Blert,22.0,884437561,0.0361,871802753,45712.0,4,0.0659,0.0704,0.0,5082.0
1,19175653,Agriculture in Nepal,0.0,Category:Agriculture in Nepal,1.1388,0,49,0.0475,50377,Keith D,97.0,894932911,0.0953,875438940,4090.0,0,0.0707,0.0761,0.0,249.0
0,5820,Confucianism,0.0,Category:All articles with vague or ambiguous time,1.1303,0,18,0.0801,47225,R41D3N112,51.0,891023549,0.1294,891023187,13060.0,64,0.0723,0.0779,0.0,972.0
1,996341,Spindle checkpoint,0.0,Category:CS1: long volume value,1.1601,0,91,0.0238,46239,Sam Sailor,10.0,897204138,0.0476,897204053,22625.0,27,0.3415,0.5,0.0,2198.0
1,22766137,AT&T City Center,0.0,Category:AT&T buildings,1.0467,0,0,0.025,47377,Joshua Zarate,35.0,913457993,0.042,898121489,37232.0,21,0.0724,0.078,0.0,2192.0
0,1568596,Sudbury & Harrow Road railway station,0.0,Category:CS1: long volume value,1.1395,0,44,0.0797,46122,AlligatorSky,12.0,916083085,0.1835,913254457,43503.0,29,0.0834,0.0909,0.0,1789.0
0,3219080,Barmby on the Marsh,0.0,Category:Articles with OS grid coordinates,1.1341,1,33,0.0369,47007,Bruce1ee,100.0,915379900,0.0794,915379776,16068.0,4,0.0727,0.0784,0.006060606060606061,1800.0
0,8732825,Dmitri Khomich,0.0,Category:1984 births,1.0855,1,55,0.0647,48719,InternetArchiveBot,218.0,928681365,0.1134,916470169,22339.0,319,0.0759,0.0821,0.005649717514124294,1824.0
0,72019,Zecharias Frankel,0.0,Category:1801 births,1.1293,0,41,0.0519,48481,Greente28,104.0,920442483,0.1169,917070054,11096.0,223,0.0799,0.0868,0.0,1045.0
1,24534925,Canada's Worst Driver,0.0,Category:2000s Canadian reality television series,1.1421,0,22,0.0664,46073,The joy of all things,19.0,934803541,0.1145,931318639,16071.0,68,0.0948,0.1047,0.0,1267.0
0,381906,International Cricket Council,0.0,Category:All Wikipedia articles in need of updating,1.1406,0,149,0.1222,51392,Simeon,22.0,937136210,0.1839,931319291,15334.0,45,0.0953,0.1053,0.0,421.0
0,6159438,DeWayne Wise,0.0,Category:1978 births,1.1054,0,22,0.0274,48249,Kku,170.0,938331337,0.0632,932283136,28184.0,4,0.039,0.0406,0.0,3338.0
0,756107,Geno Auriemma,0.0,Category:1954 births,1.1322,0,20,0.0529,46189,Lacon432,80.0,935866061,0.0981,935303773,12881.0,141,0.0721,0.0778,0.0,1255.0
1,2154586,WAGM-TV,0.0,Category:1956 establishments in Maine,1.1215,1,0,0.0469,47796,Yamada Taro,27.0,939169928,0.091,935903418,30560.0,4,0.0569,0.0604,0.011363636363636364,3293.0
0,24671782,Justin Turner,0.0,Category:1984 births,1.1497,0,133,0.0637,49527,Soetermans,0.0,940441886,0.1201,940254551,52646.0,0,0.0661,0.0707,0.0,5682.0
0,3705534,Tampa Catholic High School,0.0,Category:1962 establishments in Florida,1.1416,0,89,0.0849,49877,GregorLove,132.0,940569920,0.1596,940569543,30361.0,3,0.0767,0.083,0.0,2304.0
1,14234541,Germán Arangio,0.0,Category:1976 births,1.1684,0,19,0.0048,48852,Honest Yusuf Cricket,16.0,945580229,0.0349,942688585,107288.0,76,0.055,0.0583,0.0,17036.0
0,23854623,Chance Records,0.0,Category:American record labels,1.1509,0,9,0.0285,51232,Wikimandia,6.0,944668273,0.0817,944095270,48383.0,34,0.0612,0.0652,0.0,6080.0
0,24587813,Big West Conference Men's Basketball Tournament,0.0,Category:All articles with dead external links,1.1377,0,147,0.0491,50167,1980fast,20.0,944828835,0.0943,944237206,20189.0,43,0.0965,0.1068,0.0,2279.0
0,1618053,All Apologies,0.0,Category:1990s ballads,1.1314,0,87,0.0764,49676,InternetArchiveBot,19.0,947920270,0.1205,945975247,15617.0,8,0.0602,0.064,0.0,1322.0
1,37765,"University of California, Los Angeles",0.0,Category:1919 establishments in California,1.095,0,49,0.002,46992,2601:581:C380:3CB0:C979:BE92:B8D0:1E1E,5.0,947248727,0.0393,947032649,252436.0,15,0.1572,0.1865,0.0,27898.0
0,33368165,Clownfish,0.0,Category:Printworthy redirects,1.1613,0,34,0.063,46540,Elisfkc,167.0,947508438,0.1149,947503772,78994.0,16,0.0752,0.0814,0.0,4543.0
1,11512180,Hi-5 (Australian TV series),0.0,Category:1990s Australian television series,1.128,0,103,0.0711,48920,GreenC bot,109.0,949101070,0.1071,948073266,59046.0,3,0.08,0.0869,0.0,5897.0
1,12495,Grover Cleveland,0.0,Category:1837 births,1.0688,0,0,0.0694,51474,Kolyan.Mescher,18.0,948684528,0.1275,948684363,30879.0,3,0.0775,0.084,0.0,2916.0
1,18515482,Optical heterodyne detection,0.0,Category:Metrology,1.143,1,53,0.0392,47914,141.157.192.244,14.0,949178962,0.0793,948804655,32365.0,0,0.0632,0.0675,0.02298850574712644,4011.0
0,11318688,Ahmed Hussain A. Kazi,0.0,Category:1920 births,1.1408,0,108,0.0683,48408,Arjayay,10.0,948843101,0.114,948841866,6838.0,3,0.057,0.0604,0.0,609.0
1,7878812,List of James Bond allies in GoldenEye,0.0,,1.1551,0,284,0.1015,51543,Matthew T Rader,18.0,948896173,0.1737,948895134,79928.0,119,0.0613,0.0654,0.0,6391.0
0,5582690,Buffalo Common Council,0.0,Category:All articles with unsourced statements,1.1165,0,137,0.0345,51531,Xenobot,10.0,367828604,0.0793,327997482,1634.0,0,0.087,0.0952,0.0,85.0
0,149969,Popular psychology,0.0,Category:All articles with unsourced statements,1.1483,1,25,0.0859,52112,Truthanado,12.0,555883328,0.1134,555882802,395.0,43,0.0965,0.1064,0.2,46.0
1,3967851,Grahame Park,0.0,Category:Areas of London,1.1320000000000001,0,209,0.1391,52019,Tom.Reding,16.0,730450833,0.1541,727766328,180503.0,4,0.1814,0.2204,0.0,157.0
1,7249696,List of Wicked Science episodes,0.0,Category:2004 Australian television seasons,1.1159,1,186,0.0328,48969,ClueBot NG,48.0,794885769,0.0659,794885764,3107.0,26,0.0985,0.1093,0.03571428571428571,269.0
0,25000194,I Am the College of William and Mary,0.0,Category:1945 poems,1.2397,0,0,0.0088,47245,Greyshark09,7.0,861488424,0.0614,861482935,436.0,5,0.1019,0.1122,0.0,20.0
0,1266415,Meanings of minor planet names: 501–1000,0.0,Category:Redirects connected to a Wikidata item,1.139,1,108,0.019,49099,Uziel302,18.0,927473714,0.0578,896802623,3463.0,1,0.0641,0.0685,0.01818181818181818,388.0
0,21453842,"Whiteaker, Eugene, Oregon",0.0,Category:CS1 errors: missing periodical,1.1136,1,183,0.0326,47890,Utopes,26.0,901884492,0.0625,901883698,11902.0,200,0.0887,0.0972,0.037037037037037035,1023.0
0,9612506,Matteo Soragna,0.0,Category:1975 births,1.1356,1,160,0.0508,47078,Monkbot,93.0,916453652,0.0977,906948489,10141.0,4,0.0947,0.1046,0.025,778.0
1,16428197,1476 Cox,0.0,Category:Astronomical objects discovered in 1936,1.1279,0,0,0.086,51553,2601:581:8000:21B0:304C:CD3D:3958:6A95,18.0,911144932,0.1009,909310809,3139.0,0,0.0836,0.0912,0.0,170.0
0,48212,Ice cream,0.0,Category:All articles with unsourced statements,1.0858,0,106,0.0413,52053,Monkbot,102.0,933510344,0.076,917028363,8367.0,3,0.0665,0.0712,0.0,873.0
0,2080878,WFTV,0.0,Category:1958 establishments in Florida,1.1392,1,160,0.0367,52034,Monkbot,170.0,946338143,0.0724,929493756,24701.0,0,0.0688,0.0739,0.04316546762589928,2738.0
1,16960380,Karo Parisyan,0.0,Category:1982 births,1.1339,0,82,0.0714,50759,Doc Strange,2.0,934301474,0.1637,933445775,30766.0,69,0.0966,0.107,0.0,1616.0
0,2240218,Samuel Sanders Teulon,0.0,Category:1812 births,1.1338,0,35,0.0392,45992,RayScript,97.0,947471723,0.0773,936453521,14177.0,334,0.0758,0.08199999999999999,0.0,1466.0
1,1009975,Survivor (band),0.0,Category:All articles needing additional references,1.135,0,0,0.0344,48152,2402:3A80:BDC:1B36:99BD:238D:6F6A:B41C,60.0,939922541,0.0597,937027840,5351.0,1,0.0699,0.0752,0.0,590.0
0,9713648,Divenire,0.0,Category:2000s classical album stubs,1.1525,0,34,0.107,48257,Jweiss11,17.0,941997341,0.1795,941378848,62339.0,9,0.1099,0.1235,0.0,3236.0
0,22920957,Alex,0.0,Category:All set index articles,1.1525,0,34,0.107,53065,Jweiss11,17.0,941997341,0.1795,941378848,62339.0,9,0.1099,0.1235,0.0,3236.0
0,267513,Utah State University,0.0,Category:1888 establishments in Utah Territory,1.1525,0,34,0.107,63058,Jweiss11,17.0,941997341,0.1795,941378848,62339.0,9,0.1099,0.1235,0.0,3236.0
0,11157521,Nicolas Lombaerts,0.0,Category:1985 births,1.1525,0,34,0.107,65422,Jweiss11,17.0,941997341,0.1795,941378848,62339.0,9,0.1099,0.1235,0.0,3236.0
1,2011864,Symphony No. 8 (Bruckner),0.0,Category:1887 compositions,1.0913,0,76,0.0853,49627,GreenC bot,94.0,947691580,0.1552,946592574,189487.0,16,0.0611,0.0651,0.0,15768.0
0,1519350,Not Another Teen Movie,0.0,Category:2000s high school films,1.1447,0,237,0.0033,49607,Wtmitchell,0.0,948330140,0.0165,948330124,7310.0,20,0.0224,0.0229,0.0,1090.0
1,1256944,Descent II,0.0,Category:1996 video games,1.1466,0,29,0.031,49852,82.3.162.55,11.0,948830896,0.0544,948405342,91729.0,0,0.0353,0.0366,0.0,10986.0
0,34361028,United Kingdom Independence Party,0.0,Category:Redirects from long names,1.1079,1,24,0.0472,50162,Kees08,64.0,948526094,0.0714,948525637,48758.0,2,0.0547,0.0579,0.013157894736842105,5886.0
0,274277,Crotch rope,0.0,Category:BDSM equipment,1.1505,0,9,0.2631,49110,KingSkyLord,14.0,948807073,0.3167,948807052,29903.0,8,0.20199999999999999,0.2531,0.0,390.0
0,6732537,Falcarragh,0.0,Category:All Wikipedia articles written in Irish English,1.091,0,90,0.0972,50282,Quebec99,100.0,949423531,0.1708,949410885,73798.0,5,0.0612,0.0652,0.0,5263.0
0,739891,Canadarm,0.0,Category:1981 robots,1.1961,0,49,0.0455,51412,RjwilmsiBot,16.0,410061074,0.0909,356995527,62808.0,31,0.5238,1.0,0.0,6944.0
0,16806977,Ikervár,0.0,Category:All stub articles,1.1429,0,77,0.0893,51246,AvicBot,14.0,821018523,0.1071,678868120,7129.0,1,0.2549,0.3333,0.0,866.0
1,169376,Kidnapping,0.0,Category:All articles with unsourced statements,1.1252,0,0,0.1013,46746,49.146.38.88,10.0,818736259,0.1564,690533836,18691.0,27,0.1319,0.1519,0.0,1667.0
0,239249,Miss Saigon,0.0,Category:1989 musicals,1.1461,0,36,0.0236,50351,Icewhiz,30.0,786832945,0.0509,754088122,21894.0,17,0.0759,0.0821,0.0,2154.0
0,1108499,Double wishbone suspension,0.0,Category:All articles needing additional references,1.1391,0,22,0.0159,48315,LudaChrisKlein,31.0,838721900,0.0293,831014984,6715.0,43,0.0531,0.0561,0.0,951.0
1,23213,Political correctness,0.0,Category:All articles lacking reliable references,1.1229,0,2,0.0539,49137,2605:E000:9149:A600:1DC2:1921:F704:7FAB,16.0,857528256,0.0732,857001518,8898.0,1,0.0938,0.1034,0.0,1024.0
1,1184444,Penguin Adventure,0.0,Category:1986 video games,1.1307,0,85,0.0573,47478,2606:6000:6208:3D00:6422:871C:5539:CE71,117.0,881833656,0.1123,863942264,8812.0,2,0.0873,0.0956,0.0,973.0
0,147246,Zapotec peoples,0.0,Category:All articles with incomplete citations,1.1098,0,175,0.0483,48572,Monkbot,101.0,914738273,0.11800000000000001,914664434,77789.0,3,0.1262,0.1445,0.0,6814.0
0,13146721,Freek-a-Leek,0.0,Category:2003 songs,1.1098,0,175,0.0483,53758,Monkbot,101.0,914738273,0.11800000000000001,914664434,77789.0,3,0.1262,0.1445,0.0,6814.0
0,1468348,Bill Payne,0.0,Category:1949 births,1.0858,0,81,0.0661,51427,Anomalocaris,18.0,934413568,0.1026,933995112,9649.0,2049,0.0927,0.1021,0.0,522.0
1,22530,October 12,0.0,Category:Articles with short description,1.1387,0,88,0.0828,52174,Ser Amantio di Nicolao,21.0,934485565,0.1309,934485539,3484.0,59,0.0632,0.0674,0.0,260.0
1,57937124,Atmel AVR,0.0,Category:Redirects from moves,1.0987,0,0,0.0224,47466,2603:9000:2504:8C13:DDBE:E577:B673:142D,14.0,949443368,0.0399,942059179,46928.0,5,0.0563,0.0596,0.0,5783.0
0,1499348,Happy Feet,0.0,Category:2000s American animated films,1.1498,0,25,0.0402,46396,GraemeLeggett,9.0,944284880,0.0736,944284611,43285.0,9,0.076,0.0823,0.0,4928.0
0,4652475,1939 Erzincan earthquake,0.0,Category:1930s tsunamis,1.1437,0,179,0.0646,46156,Monkbot,127.0,946252382,0.11,944831079,186971.0,2,0.0542,0.0573,0.0,20175.0
1,14670286,Keisuke Honda,0.0,Category:1986 births,1.0586,0,0,0.0738,48668,Ron 1987,127.0,945080212,0.1282,945080005,108848.0,146,0.0595,0.0632,0.0,9520.0
1,1652008,Fred Gardiner,0.0,Category:1895 births,1.0505,0,95,0.0519,51723,Viewmont Viking,22.0,946001993,0.0833,946001376,50062.0,4,0.0691,0.0742,0.0,4721.0
0,25190168,Edmund Simpson,0.0,Category:1784 births,1.1371,0,10,0.0621,49759,Espngeek,160.0,946409392,0.1144,946409212,37266.0,1,0.0743,0.0803,0.0,3658.0
1,25190168,Edmund Simpson,0.0,Category:1784 births,1.1371,1,0,0.0621,49758,Koro Neil,14.0,948041359,0.1144,946409392,37266.0,1,0.0743,0.0803,0.005434782608695652,3658.0
0,19961000,Ben Barzman,0.0,Category:1911 births,1.1546,0,24,0.0788,51184,SatDis,25.0,946753462,0.1431,946740357,60801.0,233,0.0549,0.0581,0.0,4907.0
0,1942339,Robert Walls,0.0,Category:1950 births,1.0654,0,14,0.0754,51950,Nicat49,161.0,948617754,0.1235,947724307,112190.0,6,0.0637,0.0681,0.0,10190.0
0,1980233,Pedro Armendáriz,0.0,Category:1912 births,1.1528,0,27,0.0603,50026,GoldenEar13,132.0,948183480,0.1212,947866321,70589.0,74,0.0895,0.0983,0.0,7178.0
0,19450529,Turin,0.0,Category:All articles containing potentially dated statements,1.0429,0,50,0.0483,51095,AnomieBOT,129.0,948093589,0.092,948091029,208062.0,16,0.0419,0.0437,0.0,23605.0
1,19450529,Turin,0.0,Category:All articles containing potentially dated statements,1.0429,1,12,0.0483,51094,177.207.150.161,36.0,948595151,0.092,948093589,208062.0,1,0.0419,0.0437,0.012048192771084338,23605.0
0,4062958,Hillhead Jordanhill RFC,0.0,Category:All articles needing additional references,1.1522,0,39,0.0717,47684,Tbhotch,17.0,948207161,0.1407,948206963,136437.0,17,0.0752,0.0813,0.0,13411.0
0,7512586,Wardrobe supervisor,0.0,Category:Costume design,1.1393,1,80,0.0297,46489,Anita5192,15.0,949285722,0.0604,949267145,48977.0,19,0.0574,0.0609,0.018691588785046728,6751.0
0,145853,Joseph Losey,0.0,Category:1909 births,1.1057,0,0,0.0581,46243,Proctris,15.0,555118137,0.1391,555118102,20012.0,0,0.142,0.1653,0.0,2424.0
0,2531091,List of nursing organizations,0.0,Category:Articles with short description,1.1366,0,50,0.0436,47531,Lordsutch,32.0,828804581,0.0719,674395129,18814.0,15,0.068,0.0729,0.0,1759.0
1,21019566,2009 Premier League Snooker,0.0,Category:2009 in British sport,1.117,0,64,0.0675,48421,Tom.Reding,17.0,727873167,0.0876,703957750,221461.0,0,0.1038,0.1156,0.0,157.0
0,191163,Chytridiomycota,0.0,Category:Aquatic fungi,1.1237,0,207,0.0615,50886,KasparBot,0.0,710823597,0.0868,710586569,1656.0,61,0.1718,0.2073,0.0,39.0
1,16911,Kajang,0.0,Category:All articles needing additional references,1.1215,0,22,0.0434,48773,Trappist the monk,35.0,837076790,0.0983,751885518,992.0,4,0.0768,0.083,0.0,53.0
0,720204,List of wikis,0.0,Category:All articles with dead external links,1.1273,0,0,0.071,49589,Vladyreaper,20.0,807665190,0.0995,805715498,4223.0,57,0.1196,0.1357,0.0,130.0
0,357353,Large Hadron Collider,0.0,Category:All articles containing potentially dated statements,1.1678,0,258,0.0048,49738,DeprecatedFixerBot,19.0,841218716,0.1395,831796871,3765.0,7,0.0512,0.0539,0.0,225.0
0,18463,Lions Clubs International,0.0,Category:All Wikipedia articles written in American English,1.1382,0,9,0.1126,46216,Daemonickangaroo2018,16.0,870349490,0.1605,870348723,18007.0,34,0.0822,0.0895,0.0,1255.0
0,758049,Scotland national rugby union team,0.0,Category:1871 establishments in Scotland,1.1139,0,90,0.0704,49043,InternetArchiveBot,46.0,925790094,0.1062,890946122,11838.0,63,0.0967,0.107,0.0,1103.0
0,1543485,Paleo-Indians,0.0,Category:All articles lacking reliable references,1.1365,0,172,0.0682,48958,Monkbot,146.0,918183555,0.113,900965481,16376.0,2,0.0787,0.0855,0.0,1746.0
0,7414829,Georgian wine,0.0,Category:All articles with unsourced statements,1.1437,0,0,0.0482,47345,Hollahopping,0.0,904914721,0.0832,901831543,11533.0,43,0.0793,0.0861,0.0,1323.0
0,509982,Horton Plains National Park,0.0,Category:All articles with unsourced statements,1.1283,0,160,0.0381,51468,DrKay,10.0,904383644,0.0657,904370762,20278.0,290,0.0824,0.0898,0.0,1933.0
1,9580660,1951 NBA All-Star Game,0.0,Category:1950s in Boston,1.1441,0,19,0.036000000000000004,48562,2601:187:4402:4430:B8F7:A424:450C:6AF9,35.0,915939015,0.0537,915938949,12077.0,2,0.0855,0.0935,0.0,1081.0
0,7902206,Akyem,0.0,"Category:""Related ethnic groups"" needing confirmation",1.1525,1,91,0.0319,48751,InternetArchiveBot,113.0,925865186,0.0553,921923337,59869.0,79,0.0507,0.0534,0.009345794392523364,6651.0
0,11048662,What Is and What Should Never Be (Supernatural),0.0,Category:2007 American television episodes,1.1202,0,130,0.054000000000000006,51759,Certes,0.0,922670498,0.0739,922668695,3262.0,13,0.0815,0.0887,0.0,379.0
0,37662,Pope Leo II,0.0,Category:611 births,1.1283,0,166,0.0439,47780,Tolly4bolly,18.0,928018954,0.0832,923708820,1107.0,1,0.0982,0.1088,0.0,126.0
1,10134,Electromagnetic spectrum,0.0,Category:All articles with unsourced statements,1.1326,0,0,0.0473,50509,St.nerol,51.0,942128967,0.0887,934379186,14323.0,1,0.0697,0.075,0.0,1526.0
0,2525617,Aaron Gillespie,0.0,Category:1983 births,1.146,0,0,0.0925,48578,Rupeshbhojne,185.0,943003710,0.1676,942884376,126602.0,172,0.0475,0.0499,0.0,9695.0
1,1256944,Descent II,0.0,Category:1996 video games,1.1256,0,13,0.0149,49850,2A02:C7D:CA0D:A500:B923:906C:8694:FF91,26.0,948343122,0.0398,942981802,12813.0,85,0.0303,0.0312,0.0,1580.0
1,351617,Creation Records,0.0,Category:Articles with short description,1.1305,0,10,0.0498,50270,"\Benjamin \""\""Jeffrey\""\"" Powell\""""",13.0,944993344,0.0914,944993256,22956.0,20,0.07400000000000001,0.0799,0.0,2312.0
0,285205,Seven dirty words,0.0,Category:1970s in comedy,1.1355,1,21,0.0727,46107,Useight,58.0,947168842,0.1528,946443376,18599.0,1,0.1166,0.132,0.01324503311258278,850.0
1,13581593,Neetu Chandra,0.0,Category:1984 births,1.147,0,0,0.0616,52011,2001:8003:D132:9300:6C6D:C54C:DEBE:6A70,8.0,947567213,0.106,947567143,18824.0,2,0.0886,0.0972,0.0,1476.0
0,273524,Linear particle accelerator,0.0,Category:Accelerator physics,1.1518,0,23,0.0896,49167,Dawnseeker2000,16.0,949416137,0.1627,948695547,105414.0,3,0.1002,0.1114,0.0,3423.0
1,2080878,WFTV,0.0,Category:1958 establishments in Florida,1.1392,1,10,0.0367,52031,2600:1004:B158:AC7B:EDBE:44D7:839:9422,39.0,949358078,0.0723,949357916,24701.0,19,0.0689,0.07400000000000001,0.035502958579881665,2738.0
1,2606761,List of ice cream parlor chains,0.0,Category:Articles with short description,1.1358,0,23,0.0318,49317,132.204.26.61,40.0,585079242,0.1628,585002025,41579.0,4,0.024,0.0246,0.0,5025.0
0,1372520,Dion Phaneuf,0.0,Category:1985 births,1.1183,0,5,0.02,48323,Túria,16.0,866699482,0.0556,813851329,3740.0,11,0.0825,0.0898,0.0,72.0
0,24397193,Capture of Vigo,0.0,Category:All articles needing coordinates,1.1131,1,136,0.1026,51888,BrownHairedGirl,21.0,876570575,0.1552,871485149,8043.0,13,0.1047,0.1169,0.054054054054054064,346.0
0,46203919,Kua Fu,0.0,Category:Redirects from moves,1.1381,0,59,0.0774,50314,FrescoBot,12.0,906272618,0.1536,883649192,26997.0,1,0.1032,0.115,0.0,2200.0
1,59351,Semicolon,0.0,Category:All articles with unsourced statements,1.1265,0,41,0.046,51341,Ser Amantio di Nicolao,0.0,934532688,0.0733,897022155,5481.0,0,0.0889,0.0975,0.0,614.0
0,23526848,2009–10 Tercera División,0.0,Category:2009–10 Tercera División,1.1323,0,160,0.0709,49218,Monkbot,251.0,917715713,0.1209,917127915,5831.0,8,0.0719,0.0775,0.0,609.0
0,31830881,Audrey Kitching,0.0,Category:1985 births,1.1277,0,17,0.0491,49656,Zeromonk,100.0,921024512,0.08800000000000001,921023826,10370.0,176,0.0795,0.0863,0.0,1177.0
