"editid","editor","oldrevisionid","newrevisionid","diffurl","class","annotators","totalannotators","edittime","editcomment","articleid","articletitle"
449946,"Shem1805",320392900,326795612,"http://en.wikipedia.org/w/index.php?diff=326795612&oldid=320392900","regular",3,3,"2009-11-19T20:39:57Z","/* Naval service */ Italics & {{cquote}}",20461557,"RBL 40 pounder Armstrong gun"
449947,"Mkdw",326897021,326897063,"http://en.wikipedia.org/w/index.php?diff=326897063&oldid=326897021","regular",3,3,"2009-11-20T08:59:00Z","[[Help:Reverting|Reverted]] edits by [[Special:Contributions/Aldrio|Aldrio]] ([[User talk:Aldrio|talk]]) to last version by Shiftchange",12416479,"Kedron Brook"
449949,"Anna Lincoln",326901023,326901036,"http://en.wikipedia.org/w/index.php?diff=326901036&oldid=326901023","regular",3,3,"2009-11-20T09:43:39Z","Reverted edits by [[Special:Contributions/122.169.126.155|122.169.126.155]] to last revision by TXiKiBoT ([[WP:HG|HG]])",51685,"Auxiliary verb"
449950,"Sulphite76",320531861,326888681,"http://en.wikipedia.org/w/index.php?diff=326888681&oldid=320531861","regular",3,3,"2009-11-20T07:16:54Z","Added Vanessa Hope",12350480,"William Kunstler: Disturbing the Universe"
449981,"Rjwilmsi",306148533,326560956,"http://en.wikipedia.org/w/index.php?diff=326560956&oldid=306148533","regular",3,3,"2009-11-18T16:48:29Z","accessyear {{cite web}} parameter cleanup using [[Project:AutoWikiBrowser|AWB]]",13778450,"1123 Shapleya"
449982,"86.158.137.41",326554182,326826268,"http://en.wikipedia.org/w/index.php?diff=326826268&oldid=326554182","regular",3,3,"2009-11-19T23:28:07Z","/* Classification and list */",164952,"Design pattern (computer science)"
449983,"173.20.124.239",326816008,326816135,"http://en.wikipedia.org/w/index.php?diff=326816135&oldid=326816008","regular",3,3,"2009-11-19T22:32:32Z","/* Genealogy of Uga namesakes */",1052905,"Uga (mascot)"
449984,"72.177.24.59",326809137,326809236,"http://en.wikipedia.org/w/index.php?diff=326809236&oldid=326809137","regular",3,3,"2009-11-19T21:56:44Z",,159614,"United Kingdom general election, 1970"
449987,"24.186.98.158",326852530,326913248,"http://en.wikipedia.org/w/index.php?diff=326913248&oldid=326852530","regular",3,3,"2009-11-20T11:42:47Z",,2338784,"Trey Songz"
449988,"Max24",326734980,326918321,"http://en.wikipedia.org/w/index.php?diff=326918321&oldid=326734980","regular",3,3,"2009-11-20T12:35:08Z","fix",1972576,"Merry Christmas (Mariah Carey album)"
449989,"Arteum",312393911,326824084,"http://en.wikipedia.org/w/index.php?diff=326824084&oldid=312393911","regular",3,3,"2009-11-19T23:16:28Z","/* Plot summary */  during the future -> in the future",20768681,"The Nether World"
449990,"Rjwilmsi",279144786,326911604,"http://en.wikipedia.org/w/index.php?diff=326911604&oldid=279144786","regular",3,3,"2009-11-20T11:26:23Z","/* Sources */accessyear {{cite web}} parameter cleanup using [[Project:AutoWikiBrowser|AWB]]",5969901,"Beatrice Hill-Lowe"
450021,"71.142.12.160",321829322,326841096,"http://en.wikipedia.org/w/index.php?diff=326841096&oldid=321829322","regular",7,9,"2009-11-20T00:59:47Z","/* Noteworthy Information */",133100,"West Pittston, Pennsylvania"
450022,"Andrew c",326525347,326561267,"http://en.wikipedia.org/w/index.php?diff=326561267&oldid=326525347","regular",8,9,"2009-11-18T16:50:27Z","[[WP:UNDO|Undid]] revision 326525347 by [[Special:Contributions/87.248.173.128|87.248.173.128]] ([[User talk:87.248.173.128|talk]]) linkspam",1585519,"International Mens Day"
450023,"67.17.172.146",326427418,326853137,"http://en.wikipedia.org/w/index.php?diff=326853137&oldid=326427418","regular",3,3,"2009-11-20T02:20:14Z","/* Active Chapters */",15282364,"List of Delta Tau Delta undergraduate chapters"
450024,"207.63.108.34",326797527,326797609,"http://en.wikipedia.org/w/index.php?diff=326797609&oldid=326797527","vandalism",9,9,"2009-11-19T20:50:37Z","/* Fiona Volpe */",7708664,"List of James Bond henchmen in Thunderball"
450025,"Conquistador2k6",324496957,326839772,"http://en.wikipedia.org/w/index.php?diff=326839772&oldid=324496957","regular",3,3,"2009-11-20T00:50:43Z","/* Characters */",3178762,"Yvon of the Yukon"
450026,"Richard Arthur Norton (1958- )",326886986,326887257,"http://en.wikipedia.org/w/index.php?diff=326887257&oldid=326886986","regular",3,3,"2009-11-20T07:01:29Z","Brooklyn",25142272,"Antonio F. Vachris"
450027,"90.208.40.40",318920391,326910330,"http://en.wikipedia.org/w/index.php?diff=326910330&oldid=318920391","regular",3,3,"2009-11-20T11:14:52Z",,3808977,"Hristo Botev Stadium (Vratsa)"
450030,"Rich Farmbrough",326702872,326901806,"http://en.wikipedia.org/w/index.php?diff=326901806&oldid=326702872","regular",3,3,"2009-11-20T09:51:12Z","GF using [[Project:AutoWikiBrowser|AWB]]",12778860,"R.S. Ginnastica Torino"
450091,"203.126.226.34",325978649,326866192,"http://en.wikipedia.org/w/index.php?diff=326866192&oldid=325978649","regular",3,3,"2009-11-20T03:48:20Z","/* Facilities */",10959115,"IMM Shopping Mall"
450092,"69.134.155.109",326596706,326864089,"http://en.wikipedia.org/w/index.php?diff=326864089&oldid=326596706","regular",11,21,"2009-11-20T03:35:27Z","/* M */",10768291,"List of Philadelphia Eagles players"
450094,"Cataclysm",325657305,326743221,"http://en.wikipedia.org/w/index.php?diff=326743221&oldid=325657305","regular",8,9,"2009-11-19T15:26:23Z","Adding citations (to notes, as specification is behind paywall)",14904108,"Presentation time stamp"
450095,"189.149.253.64",325494197,326818160,"http://en.wikipedia.org/w/index.php?diff=326818160&oldid=325494197","regular",7,9,"2009-11-19T22:43:00Z",,1848273,"Vampiro"
450097,"Vvp1001",325273451,326744257,"http://en.wikipedia.org/w/index.php?diff=326744257&oldid=325273451","regular",3,3,"2009-11-19T15:33:30Z",,7876429,"List of waterfalls in India"
450098,"72.224.167.166",326797268,326824642,"http://en.wikipedia.org/w/index.php?diff=326824642&oldid=326797268","vandalism",9,9,"2009-11-19T23:19:16Z",,24368027,"The Naughty Kitchen with Chef Blythe Beck"
450099,"RadioBroadcast",326873883,326874068,"http://en.wikipedia.org/w/index.php?diff=326874068&oldid=326873883","regular",3,3,"2009-11-20T04:49:43Z",,16421,"Kennedy Space Center"
450100,"Bearcat",317644826,326897291,"http://en.wikipedia.org/w/index.php?diff=326897291&oldid=317644826","regular",3,3,"2009-11-20T09:01:11Z","Removed category [[:Category:Companies based in Newfoundland and Labrador|Companies based in Newfoundland and Labrador]]; Quick-adding category [[:Category:Companies based in St. Johns, Newfoundland and Labrador|Companies based in St. Johns, Newfou",5843428,"Quidi Vidi Brewing Company"
450132,"Queen Elizabeth IIs Little Spy",319050869,326847553,"http://en.wikipedia.org/w/index.php?diff=326847553&oldid=319050869","regular",3,3,"2009-11-20T01:41:15Z","/* References */",13945441,"Prince Paul of Württemberg"
450133,"92.14.250.10",326790306,326790360,"http://en.wikipedia.org/w/index.php?diff=326790360&oldid=326790306","regular",3,3,"2009-11-19T20:11:54Z",,152413,"Todmorden"
450134,"121.73.161.10",326901483,326905300,"http://en.wikipedia.org/w/index.php?diff=326905300&oldid=326901483","regular",3,3,"2009-11-20T10:26:16Z","/* External links */",239392,"BibTeX"
450135,"Ryulong",326845702,326915463,"http://en.wikipedia.org/w/index.php?diff=326915463&oldid=326845702","regular",7,9,"2009-11-20T12:03:58Z","JS: Replacing · with ・.",16648158,"List of Yu-Gi-Oh! 5Ds episodes"
450136,"Jerzy",326626213,326887732,"http://en.wikipedia.org/w/index.php?diff=326887732&oldid=326626213","vandalism",11,21,"2009-11-20T07:06:16Z","/* Technique */ rem bad lk; warning to vandals",8588973,"George Kollias (drummer)"
450137,"Phaedrus441",324047795,326931275,"http://en.wikipedia.org/w/index.php?diff=326931275&oldid=324047795","regular",3,3,"2009-11-20T14:30:52Z",,1387753,"Microsporidia"
450138,"70.24.48.104",326829936,326830469,"http://en.wikipedia.org/w/index.php?diff=326830469&oldid=326829936","regular",3,3,"2009-11-19T23:51:58Z","/* Former hosts */",1302625,"CHBM-FM"
450140,"WikHead",326754288,326906498,"http://en.wikipedia.org/w/index.php?diff=326906498&oldid=326754288","regular",3,3,"2009-11-20T10:38:19Z","Fixed typo, and and",30864526,"Stelvio Pass"
450161,"SuperHamster",326803905,326807676,"http://en.wikipedia.org/w/index.php?diff=326807676&oldid=326803905","regular",3,3,"2009-11-19T21:48:29Z","Reverted 2 edits by [[Special:Contributions/Volcomlovver|Volcomlovver]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Suffusion of Yellow|Suffusion of Yellow]]. ([[WP:TW|TW]])",712576,"Passive smoking"
450163,"Philip Trueman",326915521,326915524,"http://en.wikipedia.org/w/index.php?diff=326915524&oldid=326915521","regular",3,3,"2009-11-20T12:04:30Z","[[Help:Reverting|Reverted]] edits by [[Special:Contributions/124.182.221.120|124.182.221.120]] ([[User talk:124.182.221.120|talk]]) to last version by 122.111.227.143",2904269,"Danish Australian Football League"
450164,"Rcbutcher",318239884,326918555,"http://en.wikipedia.org/w/index.php?diff=326918555&oldid=318239884","regular",3,3,"2009-11-20T12:37:59Z","added External links section with link to online Parsons book",359913,"Nautilus (1800 submarine)"
450165,"Jetstorm51",326813130,326824677,"http://en.wikipedia.org/w/index.php?diff=326824677&oldid=326813130","regular",3,3,"2009-11-19T23:19:26Z","/* Reception */",23703056,"Battle Studies (album)"
450166,"Hellno2",325937168,326854231,"http://en.wikipedia.org/w/index.php?diff=326854231&oldid=325937168","regular",3,3,"2009-11-20T02:27:35Z",,17010691,"The Red Queen: Sex and the Evolution of Human Nature"
450167,"98.223.177.110",326855317,326855501,"http://en.wikipedia.org/w/index.php?diff=326855501&oldid=326855317","regular",3,3,"2009-11-20T02:36:30Z",,10061725,"Korean rock"
450169,"Rich Farmbrough",326504550,326817498,"http://en.wikipedia.org/w/index.php?diff=326817498&oldid=326504550","regular",3,3,"2009-11-19T22:39:39Z","Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]]",4930095,"Pathophysiology of multiple sclerosis"
450170,"Joe Kress",326825814,326827567,"http://en.wikipedia.org/w/index.php?diff=326827567&oldid=326825814","regular",3,3,"2009-11-19T23:35:25Z","Maya Creation",9530099,"Mesoamerican Long Count calendar"
450201,"74.4.129.162",326879513,326879578,"http://en.wikipedia.org/w/index.php?diff=326879578&oldid=326879513","vandalism",9,9,"2009-11-20T05:36:53Z","/* Shipbuilding */",4966992,"Inca society"
450203,"206.78.60.66",323129397,326811614,"http://en.wikipedia.org/w/index.php?diff=326811614&oldid=323129397","vandalism",15,15,"2009-11-19T22:08:29Z","/* Profile */",3855472,"Juana Barraza"
450204,"Shortride",305873656,326874642,"http://en.wikipedia.org/w/index.php?diff=326874642&oldid=305873656","regular",3,3,"2009-11-20T04:54:46Z","/* External links */ {{Citigroup}}",1627274,"Red Roof Inn"
450205,"UsagiM",326904705,326909447,"http://en.wikipedia.org/w/index.php?diff=326909447&oldid=326904705","regular",14,20,"2009-11-20T11:06:31Z","Wiki already exists!!! Redirect...",25142797,"Red Book of Ukraine"
450207,"LeAngel",326849434,326849524,"http://en.wikipedia.org/w/index.php?diff=326849524&oldid=326849434","regular",3,3,"2009-11-20T01:54:46Z","/* External links */",233919,"Mountain bike trials"
450208,"RayAYang",323659489,326864033,"http://en.wikipedia.org/w/index.php?diff=326864033&oldid=323659489","regular",3,3,"2009-11-20T03:35:10Z","Quick-adding category House of Plantagenet (using [[WP:HOTCAT|HotCat]]) -- Categorizing article - [[WP:UNCAT|You can help!]]",24788023,"Mary of Lancaster"
450209,"Parsop88",326874692,326874779,"http://en.wikipedia.org/w/index.php?diff=326874779&oldid=326874692","regular",3,3,"2009-11-20T04:55:54Z","/* SONJA MORGAN */",15266564,"The Real Housewives of New York City"
450210,"75.103.231.130",326557717,326559355,"http://en.wikipedia.org/w/index.php?diff=326559355&oldid=326557717","regular",3,3,"2009-11-18T16:38:49Z","/* Delays */",5525081,"National Air Traffic Controllers Association"
450291,"Editor182",326822309,326822645,"http://en.wikipedia.org/w/index.php?diff=326822645&oldid=326822309","regular",3,3,"2009-11-19T23:07:08Z","/* Dependence and addiction */",2504,"Amphetamine"
450292,"Sailorsaurus",325205579,326902478,"http://en.wikipedia.org/w/index.php?diff=326902478&oldid=325205579","regular",3,3,"2009-11-20T09:58:43Z","/* External links */",969554,"Pretty Cure (2004 TV series)"
450293,"86.150.221.155",315789244,326563981,"http://en.wikipedia.org/w/index.php?diff=326563981&oldid=315789244","vandalism",18,21,"2009-11-18T17:06:17Z","/* External links */",1678760,"Forty Martyrs of England and Wales"
450296,"79.242.181.243",326738777,326739476,"http://en.wikipedia.org/w/index.php?diff=326739476&oldid=326738777","regular",3,3,"2009-11-19T14:58:54Z","/* References */",25107623,"Georgi Aleksi-Meskhishvili"
450297,"217.33.68.164",326914779,326915018,"http://en.wikipedia.org/w/index.php?diff=326915018&oldid=326914779","vandalism",16,18,"2009-11-20T11:59:24Z",,578510,"Republic of Ireland national football team"
450298,"24.67.21.126",324224536,326864021,"http://en.wikipedia.org/w/index.php?diff=326864021&oldid=324224536","regular",3,3,"2009-11-20T03:35:03Z",,9138038,"M.U.S.H.A."
450299,"24.126.144.197",326831051,326869422,"http://en.wikipedia.org/w/index.php?diff=326869422&oldid=326831051","regular",3,3,"2009-11-20T04:11:05Z","/* Demographics, concentration, and life */",404572,"Islam in Canada"
450300,"66.110.7.180",326777125,326777501,"http://en.wikipedia.org/w/index.php?diff=326777501&oldid=326777125","vandalism",9,9,"2009-11-19T18:59:00Z","/* Fan Base */",33135,"Wu-Tang Clan"
450341,"92.26.164.248",326803070,326805088,"http://en.wikipedia.org/w/index.php?diff=326805088&oldid=326803070","regular",3,3,"2009-11-19T21:34:14Z",,170770,"Kid A"
450342,"CarTick",316950035,326874967,"http://en.wikipedia.org/w/index.php?diff=326874967&oldid=316950035","regular",3,3,"2009-11-20T04:57:23Z","/* References */ fix links",22668124,"Nagercoil (State Assembly Constituency)"
450344,"Jbetteridge",326627218,326795740,"http://en.wikipedia.org/w/index.php?diff=326795740&oldid=326627218","regular",3,3,"2009-11-19T20:40:34Z",,6225919,"The Spectacular Spider-Man (TV series)"
450346,"128.62.58.172",303274284,326788067,"http://en.wikipedia.org/w/index.php?diff=326788067&oldid=303274284","regular",3,3,"2009-11-19T19:59:15Z",,7900781,"Milan Kovačević"
450347,"62.172.209.197",326556697,326556895,"http://en.wikipedia.org/w/index.php?diff=326556895&oldid=326556697","regular",3,3,"2009-11-18T16:24:11Z",,706321,"Owlman"
450348,"194.170.123.37",326882541,326891059,"http://en.wikipedia.org/w/index.php?diff=326891059&oldid=326882541","regular",3,3,"2009-11-20T07:45:36Z","minor edits",5768837,"Kaniyapuram"
450349,"Raphie",326823294,326823322,"http://en.wikipedia.org/w/index.php?diff=326823322&oldid=326823294","regular",3,3,"2009-11-19T23:11:20Z",,521823,"Deutsche Eishockey Liga"
450350,"Redheylin",326887363,326887710,"http://en.wikipedia.org/w/index.php?diff=326887710&oldid=326887363","regular",3,3,"2009-11-20T07:06:04Z","move pics",1872314,"Tomorrow Never Knows"
450382,"Ezhiki",324283390,326812707,"http://en.wikipedia.org/w/index.php?diff=326812707&oldid=324283390","regular",3,3,"2009-11-19T22:14:27Z","/* List of Inhabited Localities */ fx caps, or in-links dont work",23728719,"Beringovsky District"
450383,"Rich Farmbrough",326931811,326932662,"http://en.wikipedia.org/w/index.php?diff=326932662&oldid=326931811","regular",3,3,"2009-11-20T14:41:25Z","/* History */Remove surplus comma from date. using [[Project:AutoWikiBrowser|AWB]]",43396,"Trams in Melbourne"
450384,"Mlaffs",326851884,326852078,"http://en.wikipedia.org/w/index.php?diff=326852078&oldid=326851884","regular",3,3,"2009-11-20T02:12:51Z","/* WQ */ adding entry",24373744,"List of FM radio stations in the United States by call sign (initial letters WQ–WS)"
450386,"87.102.113.11",325948936,326930800,"http://en.wikipedia.org/w/index.php?diff=326930800&oldid=325948936","regular",3,3,"2009-11-20T14:27:10Z","/* External links */  Removed dead links",1399686,"Laser Squad"
450387,"BrownHairedGirl",326790467,326790603,"http://en.wikipedia.org/w/index.php?diff=326790603&oldid=326790467","regular",3,3,"2009-11-19T20:13:18Z","Quick-adding category [[:Category:Elections in Wiltshire|Elections in Wiltshire]] (redirect [[:Category:Elections in Wiltshire|Elections in Wiltshire]] resolved) (using [[WP:HOTCAT|HotCat]])",24008088,"Swindon local elections"
450388,"207.108.206.10",326837870,326837958,"http://en.wikipedia.org/w/index.php?diff=326837958&oldid=326837870","regular",3,3,"2009-11-20T00:41:03Z","/* Additional milestones */",730350,"Billboard 200"
450389,"Ludde23",326628677,326912011,"http://en.wikipedia.org/w/index.php?diff=326912011&oldid=326628677","regular",3,3,"2009-11-20T11:30:20Z",,171017,"Mork & Mindy"
450390,"79.2.225.243",326775553,326775705,"http://en.wikipedia.org/w/index.php?diff=326775705&oldid=326775553","regular",3,3,"2009-11-19T18:49:11Z","/* International career */",5915032,"Domenico Criscito"
450411,"173.17.26.50",326880540,326932324,"http://en.wikipedia.org/w/index.php?diff=326932324&oldid=326880540","regular",3,3,"2009-11-20T14:38:38Z","/* Alison Gordon */",8024324,"List of Saw characters"
450412,"Hajenso",323950065,326909551,"http://en.wikipedia.org/w/index.php?diff=326909551&oldid=323950065","regular",3,3,"2009-11-20T11:07:33Z","/* Other names */",153473,"Norsemen"
450413,"66.91.134.18",326857751,326895075,"http://en.wikipedia.org/w/index.php?diff=326895075&oldid=326857751","regular",3,3,"2009-11-20T08:35:48Z","added verified refernces",782849,"Stephen Barrett"
450415,"86.26.0.25",326468694,326738020,"http://en.wikipedia.org/w/index.php?diff=326738020&oldid=326468694","regular",12,18,"2009-11-19T14:48:42Z","/* Malta */",27619007,"Mossad"
450416,"98.247.253.185",326880575,326880611,"http://en.wikipedia.org/w/index.php?diff=326880611&oldid=326880575","regular",3,3,"2009-11-20T05:47:05Z","/* Complementary adjacent angles */",2621809,"Adjacent angle"
450417,"AndrewHowse",325762318,326738539,"http://en.wikipedia.org/w/index.php?diff=326738539&oldid=325762318","regular",3,3,"2009-11-19T14:52:25Z","/* Personnel */Disambig links to dab page [[Bass]] and general clean-up using [[Project:AutoWikiBrowser|AWB]]",1196322,"Nine Lives (Aerosmith album)"
450418,"Geschichte",323965060,326911866,"http://en.wikipedia.org/w/index.php?diff=326911866&oldid=323965060","regular",8,9,"2009-11-20T11:29:00Z","her mother was Swedish",13171,"Gro Harlem Brundtland"
450419,"71.40.46.18",326391898,326740297,"http://en.wikipedia.org/w/index.php?diff=326740297&oldid=326391898","regular",3,3,"2009-11-19T15:04:49Z","/* Organization */  Changed company commander for G as per new assignments",385000,"Texas Ranger Division"
450472,"216.165.24.130",326656003,326826860,"http://en.wikipedia.org/w/index.php?diff=326826860&oldid=326656003","regular",3,3,"2009-11-19T23:31:21Z","/* Tony Award winners */",2243093,"List of New York University alumni"
450473,"SMcCandlish",323930096,326898436,"http://en.wikipedia.org/w/index.php?diff=326898436&oldid=323930096","regular",3,3,"2009-11-20T09:15:17Z","added one",261048,"ACS"
450474,"Hell in a Bucket",326360759,326555754,"http://en.wikipedia.org/w/index.php?diff=326555754&oldid=326360759","regular",3,3,"2009-11-18T16:17:25Z","burial",23803,"Pope Leo III"
450475,"75.44.206.169",323880364,326897661,"http://en.wikipedia.org/w/index.php?diff=326897661&oldid=323880364","regular",8,9,"2009-11-20T09:05:32Z","/* Track Listing */",24677497,"The Killing (EP)"
450476,"Siquisloco",326753261,326778559,"http://en.wikipedia.org/w/index.php?diff=326778559&oldid=326753261","regular",3,3,"2009-11-19T19:05:26Z",,23679785,"Ni Rosas Ni Juguetes"
450477,"59.182.133.62",326388458,326915266,"http://en.wikipedia.org/w/index.php?diff=326915266&oldid=326388458","regular",3,3,"2009-11-20T12:01:52Z",,1446696,"Nausea (novel)"
450479,"Fnlayson",326765046,326809484,"http://en.wikipedia.org/w/index.php?diff=326809484&oldid=326765046","regular",3,3,"2009-11-19T21:58:01Z","/* Specifications */ adjust loadings and unit conversions, add references",167667,"Eurofighter Typhoon"
450480,"Slowstick",326830498,326831513,"http://en.wikipedia.org/w/index.php?diff=326831513&oldid=326830498","regular",3,3,"2009-11-19T23:57:45Z",,5683834,"Horizon High School (Scottsdale, Arizona)"
450551,"81.154.35.96",323669364,326786767,"http://en.wikipedia.org/w/index.php?diff=326786767&oldid=323669364","regular",3,3,"2009-11-19T19:51:22Z",,7060851,"North Bedfordshire (UK Parliament constituency)"
450553,"Jarkeld",326800772,326801426,"http://en.wikipedia.org/w/index.php?diff=326801426&oldid=326800772","regular",3,3,"2009-11-19T21:12:32Z","Reverted 2 edits by [[Special:Contributions/91.125.70.133|91.125.70.133]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Pingveno|Pingveno]]. ([[WP:TW|TW]])",20859894,"MILF"
450554,"Steve Pastor",316071761,326798142,"http://en.wikipedia.org/w/index.php?diff=326798142&oldid=316071761","regular",3,3,"2009-11-19T20:53:36Z","add lin to album page",457156,"Ray Conniff"
450555,"12.234.195.66",326561432,326799569,"http://en.wikipedia.org/w/index.php?diff=326799569&oldid=326561432","vandalism",16,19,"2009-11-19T21:01:42Z","/* High school career */",7165758,"Michael Oher"
450556,"RFD",313505522,326813972,"http://en.wikipedia.org/w/index.php?diff=326813972&oldid=313505522","regular",3,3,"2009-11-19T22:20:48Z","moved CongBio",256215,"Moses E. Clapp"
450558,"W guice",326829759,326830346,"http://en.wikipedia.org/w/index.php?diff=326830346&oldid=326829759","regular",3,3,"2009-11-19T23:51:16Z","/* Evans */ antAgonism",23235716,"Irving v Penguin Books and Lipstadt"
450559,"64.134.240.103",326529327,326555820,"http://en.wikipedia.org/w/index.php?diff=326555820&oldid=326529327","regular",3,3,"2009-11-18T16:17:49Z","[[WP:UNDO|Undid]] revision 326529327 by [[Special:Contributions/24.90.197.242|24.90.197.242]] ([[User talk:24.90.197.242|talk]]) my mistake, nvm :-P",2609001,"Hungarian algorithm"
450560,"MrOllie",326804835,326808398,"http://en.wikipedia.org/w/index.php?diff=326808398&oldid=326804835","regular",3,3,"2009-11-19T21:52:21Z","Reverted 2 edits by [[Special:Contributions/58.71.86.131|58.71.86.131]] identified as [[WP:VAND|vandalism]] to last revision by [[User:68.2.149.163|68.2.149.163]]. ([[WP:TW|TW]])",1778017,"Curio"
450621,"165.95.228.14",326795358,326796019,"http://en.wikipedia.org/w/index.php?diff=326796019&oldid=326795358","vandalism",9,9,"2009-11-19T20:42:05Z","/* Number definitions */",21137,"Numerology"
450622,"146.169.15.60",326912529,326912613,"http://en.wikipedia.org/w/index.php?diff=326912613&oldid=326912529","regular",3,3,"2009-11-20T11:36:20Z","Copy editing.",1315747,"Heaven Shall Burn"
450623,"Stuartzs",326293535,326561856,"http://en.wikipedia.org/w/index.php?diff=326561856&oldid=326293535","regular",3,3,"2009-11-18T16:53:55Z","Made edit to supply source where Williams was deemed clutch",72879,"Toronto Raptors"
450624,"Graeme Bartlett",326901163,326901309,"http://en.wikipedia.org/w/index.php?diff=326901309&oldid=326901163","regular",3,3,"2009-11-20T09:46:24Z","has a cat nw + pic",25142889,"Corynocarpus"
450627,"86.11.195.104",326133940,326906105,"http://en.wikipedia.org/w/index.php?diff=326906105&oldid=326133940","regular",3,3,"2009-11-20T10:34:24Z",,24600,"Pete Best"
450628,"GirasoleDE",264937383,326815791,"http://en.wikipedia.org/w/index.php?diff=326815791&oldid=264937383","regular",3,3,"2009-11-19T22:30:50Z","/* References */ interwiki links",18564311,"Antoni Peña"
450629,"Mister sparky",326838886,326855590,"http://en.wikipedia.org/w/index.php?diff=326855590&oldid=326838886","regular",3,3,"2009-11-20T02:37:13Z","[[WP:UNDO|Undid]] revision 326838886 by [[Special:Contributions/Nickjtorres|Nickjtorres]] ([[User talk:Nickjtorres|talk]])unsourced and not very notable",19477573,"Lady Gaga discography"
450630,"JaGa",321430762,326896305,"http://en.wikipedia.org/w/index.php?diff=326896305&oldid=321430762","regular",3,3,"2009-11-20T08:50:24Z","Remove link to dab page [[Hanson]] using [[:en:Wikipedia:Tools/Navigation_popups|popups]]",3366172,"Terraillon"
450701,"Magnius",326786057,326790737,"http://en.wikipedia.org/w/index.php?diff=326790737&oldid=326786057","regular",3,3,"2009-11-19T20:14:04Z","Reverted 1 edit by [[Special:Contributions/70.63.243.213|70.63.243.213]]; Unsourced. ([[WP:TW|TW]])",15332396,"Resident Evil: Afterlife"
450702,"PseudoBot",326885695,326885701,"http://en.wikipedia.org/w/index.php?diff=326885701&oldid=326885695","regular",3,3,"2009-11-20T06:44:12Z","Reverting edits by [[Special:Contributions/68.52.53.177|68.52.53.177]]: page linked does not exist",21575,"November 20"
450703,"Ibrmrn3000",322131047,326842218,"http://en.wikipedia.org/w/index.php?diff=326842218&oldid=322131047","regular",3,3,"2009-11-20T01:07:16Z",,45446,"Political ecology"
450705,"Sadads",317063011,326877002,"http://en.wikipedia.org/w/index.php?diff=326877002&oldid=317063011","regular",3,3,"2009-11-20T05:14:49Z","link to boundary delimitation and clean up using [[Project:AutoWikiBrowser|AWB]]",19576150,"Indonesia–Vietnam border"
450706,"62.23.212.170",326503979,326920961,"http://en.wikipedia.org/w/index.php?diff=326920961&oldid=326503979","regular",3,3,"2009-11-20T13:02:34Z","/* North America */",427091,"Flapjack (oat bar)"
450707,"Biala Gwiazda",326703470,326869665,"http://en.wikipedia.org/w/index.php?diff=326869665&oldid=326703470","regular",8,9,"2009-11-20T04:13:04Z","[[WP:UNDO|Undid]] revision 326701456 by [[Special:Contributions/90.156.41.111|90.156.41.111]] Thats not the logo of PZPN",771860,"Poland national football team"
450709,"142.150.49.117",326834201,326835374,"http://en.wikipedia.org/w/index.php?diff=326835374&oldid=326834201","regular",3,3,"2009-11-20T00:24:26Z","/* Literature */",2644614,"List of University of Toronto people"
450710,"86.46.220.221",326912267,326912400,"http://en.wikipedia.org/w/index.php?diff=326912400&oldid=326912267","regular",3,3,"2009-11-20T11:34:05Z",,24713950,"Rated R (Rihanna album)"
450731,"XLinkBot",326826586,326828479,"http://en.wikipedia.org/w/index.php?diff=326828479&oldid=326826586","regular",3,3,"2009-11-19T23:40:27Z","BOT--Reverting link addition(s) by [[:en:Special:Contributions/142.161.73.253|142.161.73.253]] to revision 326702057 (http://www.youtube.com/raskasscentral)",13912427,"Ras Kass"
450732,"Tassedethe",326898714,326898882,"http://en.wikipedia.org/w/index.php?diff=326898882&oldid=326898714","regular",3,3,"2009-11-20T09:20:35Z","rm hat per [[WP:NAMB]]",5588202,"Derek Hill (painter)"
450734,"GD 6041",326755105,326776402,"http://en.wikipedia.org/w/index.php?diff=326776402&oldid=326755105","regular",3,3,"2009-11-19T18:53:19Z","Reverted 4 edits by [[Special:Contributions/148.100.225.241|148.100.225.241]] identified as [[WP:VAND|vandalism]] to last revision by [[User:GD 6041|GD 6041]]. ([[WP:TW|TW]])",1032620,"Honey, I Shrunk the Kids"
450735,"166.205.138.250",326620141,326740298,"http://en.wikipedia.org/w/index.php?diff=326740298&oldid=326620141","regular",3,3,"2009-11-19T15:04:49Z","[[WP:UNDO|Undid]] revision 326620141 by [[Special:Contributions/GoodDay|GoodDay]] ([[User talk:GoodDay|talk]])",5696852,"List of Threes Company episodes"
450736,"Lekim74",326737293,326738208,"http://en.wikipedia.org/w/index.php?diff=326738208&oldid=326737293","regular",3,3,"2009-11-19T14:50:15Z",,5770,"List of country calling codes"
450738,"84.26.26.91",326494840,326810063,"http://en.wikipedia.org/w/index.php?diff=326810063&oldid=326494840","regular",3,3,"2009-11-19T22:00:43Z","/* Charts */",18722487,"I Dont Believe You"
