editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,size,word_count,class,comment_len,Anonymous,vulgar_word_ratio,longest_Word,bad_words,articleid,articletitle
49771,720607921,1.1237,0.0686,0.11699999999999999,0.0765,0.0828,BrownHairedGirl,917340730,1,5200.0,507.0,0,101,0,0.0,26,0.0,548647,Volterra
49231,867627654,1.1383,0.0198,0.0261,0.0425,0.0444,Mauls,867627697,0,7518.0,1021.0,1,40,0,0.022222222222222227,15,0.0,102210,Arthur (TV series)
50829,868959092,1.1267,0.0238,0.0339,0.0612,0.0652,Jenniferz,877216360,1,6078.0,846.0,1,69,0,0.02083333333333333,22,0.0,396968,Motion capture
50785,873822645,1.1353,0.0572,0.1066,0.0537,0.0567,I dream of horses,874429134,1,6897.0,472.0,0,119,1,0.0,4,0.0,1988214,The Epoch Times
50530,903785434,1.0751,0.0515,0.1448,0.0871,0.0954,Nikkimaria,913184402,18,16713.0,1041.0,0,5,0,0.0,0,0.0,18325957,Czamanin
48867,924994415,1.1373,0.0433,0.0887,0.0693,0.0745,184.16.122.219,925097885,17,15428.0,1675.0,1,89,1,0.03773584905660377,13,0.0,20773807,Chréa
52148,933896164,1.1256,0.0384,0.1,0.0682,0.0731,NASCARfan0548,945721123,38,4140.0,384.0,0,130,0,0.0,16,0.0,51425,Somaliland
49458,934842671,1.0747,0.0516,0.0801,0.0415,0.0433,ExperiencedArticleFixer,942226719,48,39958.0,4812.0,1,51,0,0.03571428571428571,86,0.0,840157,Earthship
51270,935788701,1.1499,0.0666,0.1023,0.1287,0.1477,2601:443:380:7F20:14CE:C170:79DB:9E2B,935790100,2,24546.0,1621.0,0,10,1,0.0,9,0.0,3109670,Earl Barron
47232,940290704,1.1443,0.0463,0.11199999999999999,0.0777,0.0843,Walter Görlitz,940294707,3,24214.0,1516.0,0,157,1,0.0,23,0.0,14995351,Michael Jackson
51447,940941339,1.1337,0.0561,0.0957,0.0639,0.0683,LilHelpa,943617422,1,8281.0,852.0,0,10,0,0.0,13,0.0,332769,Snowmobile
50651,940948991,1.1166,0.0314,0.054000000000000006,0.09,0.0989,InternetArchiveBot,943586740,198,6771.0,736.0,1,118,0,0.032786885245901634,88,0.0,1395943,List of television stations in Latin America
47429,941617006,1.1340000000000001,0.0605,0.1101,0.0804,0.0874,KolbertBot,943469820,0,19358.0,1889.0,1,61,0,0.034883720930232565,217,0.0,24042711,Clipgenerator
51071,941901472,1.1711,0.0088,0.013999999999999999,0.0271,0.0278,Ebuka Ifedi,941958129,24,79533.0,13469.0,0,12,1,0.0,18,0.0,609359,Lazy Mutha Fucka
49068,942325270,1.1416,0.0604,0.1072,0.0492,0.0517,InternetArchiveBot,946252413,112,33526.0,3218.0,0,55,0,0.0,91,0.0,24999169,Stupak–Pitts Amendment
51176,943053067,1.1329,0.03,0.0579,0.0317,0.0327,Citation bot,947443998,263,35169.0,4507.0,0,262,1,0.0,119,0.0,271945,Maharishi Vedic Approach to Health
48999,944585871,1.1544,0.1105,0.1567,0.3887,0.6359,Lepricavark,945241205,44,132623.0,75.0,0,32,0,0.0,21,0.0,25198632,Kabir Andarabi
52965,944585871,1.1544,0.1105,0.1567,0.3887,0.6359,Lepricavark,945241205,44,132623.0,75.0,0,32,0,0.0,21,0.0,180762,Monarchy of Spain
51279,944674812,1.1487,0.0729,0.1073,0.0517,0.0545,SUM1,944677402,7,62059.0,6975.0,0,161,0,0.0,17,0.0,57968,RATO
49338,946767922,1.1319,0.0238,0.054000000000000006,0.0688,0.0739,Johnuniq,946771030,3,7192.0,700.0,0,190,0,0.0,106,0.0,14241038,Jessie Cave
47424,947255452,1.1207,0.0889,0.1454,0.0885,0.0969,Leschnei,947280856,9,1207.0,179.0,0,138,0,0.0,9,0.0,2293960,Tanya Franks
46932,947660651,1.1440000000000001,0.0689,0.1248,0.0537,0.0567,Manmountain08,947697801,21,82856.0,8888.0,0,14,0,0.0,12,0.0,21106534,Top Novices' Hurdle
48533,949227968,1.1418,0.0933,0.1328,0.0582,0.0618,Doc James,949292040,6,57841.0,6065.0,0,116,1,0.0,10,0.0,1785401,Lowestoft railway station
63291,949227968,1.1418,0.0933,0.1328,0.0582,0.0618,Doc James,949292040,6,57841.0,6065.0,0,116,1,0.0,10,0.0,10485357,Natalie Dormer
50582,334931155,1.2165,0.0417,0.0833,0.4348,0.7143,Capetien,335193750,29,1199.0,88.0,0,28,0,0.0,0,0.0,13672942,1986–87 Calgary Flames season
61077,334931155,1.2165,0.0417,0.0833,0.4348,0.7143,Capetien,335193750,29,1199.0,88.0,0,28,0,0.0,0,0.0,4067218,Smak
50684,385347587,1.1333,0.0221,0.0713,0.1214,0.1377,Williamb,405953220,1,501.0,45.0,0,0,0,0.0,20,0.0,429067,Ricky Williams
50076,673356425,1.1746,0.0385,0.1154,0.5,0.9231,Xqbot,673481686,0,18672.0,1356.0,0,52,0,0.0,14,0.0,56184582,Hung Shui Kiu Station
49136,857528256,1.1229,0.0539,0.0732,0.0937,0.1034,Aldebaran69,885542647,1,8898.0,1024.0,1,41,0,0.006711409395973154,28,0.0,23213,Political correctness
46326,870812537,1.1231,0.0291,0.0788,0.0701,0.0753,Ifnord,870812556,1,3929.0,304.0,0,151,0,0.0,8,0.0,1268871,WDNA
46136,889832142,1.1578,0.0526,0.0632,0.1778,0.2133,Paleontologist99,900672593,25,240291.0,27421.0,0,0,0,0.0,15,0.0,562456,The Outsiders (novel)
51139,889832142,1.1578,0.0526,0.0632,0.1778,0.2133,Paleontologist99,900672593,25,240291.0,27421.0,0,0,0,0.0,15,0.0,1443036,Giles Coren
46760,892165998,1.1057,0.0455,0.0689,0.0572,0.0606,Monkbot,933529147,3,2162.0,112.0,0,126,0,0.0,67,0.0,146062,Synchronicity
49642,907464708,1.1448,0.0612,0.09699999999999999,0.0898,0.0986,49.195.205.166,914558999,5,36556.0,3800.0,0,0,1,0.0,11,0.0,25145113,Dulles Corridor Users Group
48302,911975187,1.136,0.0545,0.0942,0.0753,0.0814,37.125.64.160,911975210,9,7378.0,630.0,0,0,1,0.0,11,0.0,9134651,Hideki Kamiya
46679,922305471,1.1351,0.0355,0.0512,0.0652,0.0698,LG02,938701767,276,8899.0,898.0,0,13,0,0.0,21,0.0,18876525,Sinuca brasileira
47736,932649943,1.1378,0.0982,0.1299,0.1279,0.1466,Simeon,947810668,43,5829.0,195.0,0,147,0,0.0,19,0.0,15240760,Ronnie Mitchell
51515,935286656,1.1047,0.0574,0.1181,0.0669,0.0717,Will Sandberg,940962786,0,143163.0,12574.0,1,0,1,0.027777777777777776,102,0.0,293133,Culture of India
51860,937191974,1.0826,0.1559,0.2085,0.1019,0.1134,Geregen2,941983776,51,10040.0,273.0,0,0,0,0.0,13,0.0,16780110,1998 Jacksonville Jaguars season
48184,937594034,1.1551,0.0602,0.091,0.1107,0.1244,Guy Macon,938284779,42,64670.0,7567.0,0,98,1,0.0,21,0.0,22487269,List of National Treasures of Japan (temples)
47650,938724498,1.1228,0.0608,0.122,0.0838,0.0915,Justus Nussbaum,939116289,38,30095.0,3049.0,0,67,1,0.0,19,0.0,16503630,Raipur (disambiguation)
46259,942122042,1.1376,0.0121,0.0855,0.1421,0.1656,InternetArchiveBot,944693040,108,41124.0,4188.0,0,55,0,0.0,84,0.0,9383596,Armori
48477,943002703,1.1371,0.0433,0.0738,0.109,0.1223,WayKurat,943003666,54,13277.0,1396.0,0,138,0,0.0,0,0.0,72019,Zecharias Frankel
48461,943184421,1.1513,0.0325,0.0858,0.0694,0.0746,FN17,947789559,1,56099.0,7236.0,1,11,0,0.012987012987012988,26,0.0,7011,Control engineering
46158,943799129,1.1437,0.0646,0.1101,0.0542,0.0573,Funkquake,943799274,46,186971.0,20175.0,0,19,0,0.0,0,0.0,12256588,Tolpropamine
47763,944882825,1.1501,0.057,0.099,0.0626,0.0668,Bender the Bot,947404373,1,67971.0,6960.0,0,91,1,0.0,59,0.0,86945,Rosenborg BK
47211,945682711,1.1334,0.0996,0.1349,0.1078,0.1208,Chris the speller,947322942,0,9446.0,1113.0,0,5,1,0.0,22,0.0,1703333,Izz ad-Din al-Qassam Brigades
56167,945682711,1.1334,0.0996,0.1349,0.1078,0.1208,Chris the speller,947322942,0,9446.0,1113.0,0,5,1,0.0,22,0.0,42349349,Leif Ericson
46807,945795364,1.0942,0.0261,0.1349,0.0314,0.0324,Koitus~nlwiki,948217615,4,158803.0,17918.0,0,0,1,0.0,24,0.0,21062002,Miss Pooja
63320,945795364,1.0942,0.0261,0.1349,0.0314,0.0324,Koitus~nlwiki,948217615,4,158803.0,17918.0,0,0,1,0.0,24,0.0,44377954,Uptown Funk
49688,947409914,1.1377,0.0826,0.1254,0.0869,0.0952,No1lakersfan,948423424,1,24063.0,2106.0,0,23,0,0.0,24,0.0,405744,Chris Ware
47954,947428812,1.0833,0.0838,0.1371,0.0792,0.086,Shadowcaster,947731071,21,34787.0,3737.0,0,20,0,0.0,22,0.0,950383,Finland men's national ice hockey team
49063,947738705,1.1243,0.0788,0.1367,0.0704,0.0757,Sakiv,947781281,96,151675.0,13196.0,0,130,0,0.0,5,0.0,22578991,Rhagoletis alternata
51315,949495572,1.1495,0.0682,0.0899,0.0642,0.0686,2001:1530:1010:F7A4:10DB:A7E1:7CC0:4594,949495711,88,88712.0,10400.0,1,0,1,0.010676156583629894,37,0.0,80729,June Whitfield
47580,865880191,1.1520000000000001,0.013999999999999999,0.0228,0.0923,0.1017,86.151.4.59,865880232,1,2175.0,253.0,0,0,1,0.0,27,0.0,5184,Cytoplasm
52125,895710034,1.1306,0.0577,0.1039,0.0788,0.0856,Glrx,900160710,39,22938.0,2506.0,0,39,0,0.0,0,0.0,1630289,Natshinnaung
48661,902503118,1.1461,0.0049,0.0846,0.0283,0.0291,MensanDeltiologist,902578960,0,5599.0,726.0,0,16,0,0.0,0,0.0,17928005,Dyadics
51485,903414140,1.1253,0.1358,0.2078,0.2112,0.2676,217.118.92.90,910861394,84,8506.0,71.0,0,0,1,0.0,88,0.0,25308618,Catherine Henriette de Bourbon
48731,925350135,1.1232,0.0385,0.0846,0.0851,0.09300000000000001,Oculi,928059823,0,6374.0,554.0,0,137,0,0.0,19,0.0,25209120,Ros Drinkwater
50119,925834517,1.1096,0.0284,0.0627,0.0709,0.0763,InternetArchiveBot,947698520,153,12327.0,1415.0,1,55,0,0.005681818181818182,96,0.0,1576600,Treach
47249,929878713,1.1465,0.0713,0.1435,0.0683,0.0734,FrescoBot,937736622,10,39253.0,3544.0,1,59,0,0.0136986301369863,319,0.0,21960381,2009 ATP World Tour Finals – Singles
47421,933949849,1.1181,0.0161,0.0346,0.1618,0.193,Closeapple,934184316,7,16168.0,1225.0,0,156,0,0.0,25,0.0,2293960,Tanya Franks
49346,937618642,1.1066,0.0777,0.1274,0.0896,0.0985,태현 정,945627928,0,27029.0,2008.0,0,16,1,0.0,24,0.0,19271691,Charron (automobile)
50300,939470971,1.0955,0.0692,0.1073,0.0862,0.0943,John of Reading,942390457,0,25329.0,2124.0,0,83,1,0.0,0,0.0,1140198,Pepetela
49377,940902027,1.1111,0.0008,0.0425,0.0957,0.1058,JorgeLaArdilla,940907987,42,8944.0,1238.0,1,27,0,0.14285714285714285,16,0.0,1324703,Oded Fehr
49249,942570910,1.0888,0.0655,0.0952,0.0849,0.0928,GRanemos1,947687903,0,15413.0,1474.0,0,0,0,0.0,12,0.0,912134,Jan-Michael Gambill
48594,943397669,1.1459,0.0468,0.0979,0.0623,0.0664,Diegoblasio,944478345,40,52224.0,6050.0,0,0,0,0.0,20,0.0,17643665,Community Access Program
47113,944280356,1.14,0.0954,0.1873,0.0711,0.0766,Andre666,945535568,2,10621.0,1084.0,0,15,0,0.0,11,0.0,1961039,Karl Dietrich Bracher
51524,944904288,1.1378,0.08199999999999999,0.1192,0.0742,0.0802,Gappies1717,946853449,4,26686.0,2522.0,0,0,0,0.0,17,0.0,20922827,Chee kufta
51368,946066731,1.1379,0.0798,0.1792,0.1106,0.1243,Y2kcrazyjoker4,947501872,12,80637.0,2573.0,0,33,0,0.0,10,0.0,2970574,Ottawa Auditorium
46011,947352387,1.1469,0.0776,0.1357,0.0718,0.0774,Haydenaa,949169936,22,43472.0,2296.0,0,54,0,0.0,26,0.0,290192,Betty Ford
49521,948284249,1.0856,0.08,0.1327,0.0962,0.1065,102.190.135.103,948284308,2,90500.0,8862.0,0,12,1,0.0,11,0.0,3605130,Vice-President of Botswana
51938,948677287,1.1252,0.1185,0.1916,0.1191,0.1353,Mediocre Legacy,949231690,106,135486.0,2896.0,0,0,1,0.0,119,0.0,24712256,Exponentiated Weibull distribution
51110,331840771,1.1393,0.0277,0.0637,0.0262,0.0269,Accounting4Taste,331840807,4,6765.0,668.0,0,11,0,0.0,16,0.0,24588643,Sisters Family Cookbook
47103,440149852,1.1954,0.0354,0.0591,0.1,0.1106,Boleyn,441591018,40,13528.0,1466.0,0,45,0,0.0,9,0.0,3415,Bulgaria
51078,541198196,1.1346,0.0207,0.0797,0.0746,0.0806,Cydebot,615835377,6,1231.0,132.0,0,157,0,0.0,20,0.0,24644532,Eastern Command (United Kingdom)
48979,582629504,1.2109999999999999,0.0256,0.0513,0.2895,0.3929,EmausBot,865215043,2,18505.0,1909.0,0,60,0,0.0,15,0.0,44364874,List of Huddersfield Town F.C. records and statistics
45981,708713734,1.1784,0.1316,0.1579,0.3333,0.4783,AvicBot,729272335,1,9607.0,868.0,0,65,0,0.0,9,0.0,1074544,Freedmen's Aid Society
50631,879455606,1.1231,0.0303,0.0566,0.0849,0.0927,Mojomer14127,905164461,55,1791.0,143.0,0,0,0,0.0,14,0.0,21201816,List of federal judges appointed by Gerald Ford
48280,889657348,1.1396,0.0545,0.1033,0.0832,0.0908,2606:A000:ED0F:FB00:902A:1BB3:901E:97AA,904336808,1,8358.0,643.0,1,0,1,0.007194244604316547,116,0.0,515115,Poodle
46465,902483883,1.1411,0.1238,0.1802,0.0903,0.0992,InternetArchiveBot,928125986,200,16149.0,1216.0,0,55,0,0.0,109,0.0,589920,Sanskrit literature
51484,910861394,1.1251,0.1369,0.2096,0.2137,0.2717,Djsasso,910949110,84,8506.0,71.0,0,131,0,0.0,88,0.0,25308618,Catherine Henriette de Bourbon
48957,918183555,1.1365,0.0681,0.113,0.0787,0.0855,InternetArchiveBot,924460771,45,16376.0,1746.0,0,55,0,0.0,109,0.0,1543485,Paleo-Indians
51214,933847914,1.1456,0.0953,0.1458,0.0743,0.0803,DynamoDegsy,935243559,53,19466.0,1335.0,1,0,0,0.007194244604316547,176,0.0,33819742,"Canaan, Connecticut"
48608,938096514,1.1133,0.0266,0.0466,0.0675,0.0724,Lepricavark,942350598,44,13113.0,1734.0,0,32,0,0.0,21,0.0,288281,Astral projection
51630,939023849,1.0839,0.052000000000000005,0.1124,0.0751,0.0812,Jalenjke,942960492,4,23612.0,2759.0,0,0,0,0.0,108,0.0,6438548,Hythe (UK Parliament constituency)
47768,943071073,1.1317,0.032,0.0604,0.0347,0.036000000000000004,DannyS712,945451096,0,35761.0,4764.0,1,23,0,0.010869565217391304,77,0.0,15737150,The Oxford Shakespeare
47034,944853497,1.1312,0.0439,0.0782,0.0458,0.0479,Kuru,944867662,115,26819.0,2986.0,0,20,0,0.0,64,0.0,669594,Luis Guzmán
63520,944853497,1.1312,0.0439,0.0782,0.0458,0.0479,Kuru,944867662,115,26819.0,2986.0,0,20,0,0.0,64,0.0,107381,"West Point, California"
48499,946023552,1.1429,0.0701,0.1332,0.0549,0.0581,Jessicapierce,946270439,11,78606.0,8277.0,0,83,0,0.0,38,0.0,206973,Butch Cassidy
47955,946533339,1.0833,0.0839,0.1372,0.0792,0.086,Takinginterest01,947428812,20,34787.0,3737.0,0,11,0,0.0,18,0.0,950383,Finland men's national ice hockey team
46698,948017785,1.1167,0.0583,0.1022,0.1158,0.131,Fort esc,948018534,10,20198.0,965.0,0,116,1,0.0,15,0.0,7861601,Siat
58100,948017785,1.1167,0.0583,0.1022,0.1158,0.131,Fort esc,948018534,10,20198.0,965.0,0,116,1,0.0,15,0.0,1121587,Schur multiplier
63466,948017785,1.1167,0.0583,0.1022,0.1158,0.131,Fort esc,948018534,10,20198.0,965.0,0,116,1,0.0,15,0.0,9655879,Trinidad and Tobago Pro Bowl
49168,948667433,1.1518,0.0895,0.1626,0.1002,0.1114,Sportsfanrob,948695547,11,105414.0,3423.0,0,11,0,0.0,13,0.0,2743476,Atmospheric escape
51437,948854549,1.0527,0.0173,0.0506,0.126,0.1442,LilHelpa,948854599,2,275203.0,28822.0,0,19,0,0.0,12,0.0,439958,Securities and Exchange Board of India
48538,384256958,1.1839,0.0238,0.0476,0.2927,0.4,RjwilmsiBot,410336428,31,15529.0,2277.0,0,49,0,0.0,16,0.0,6636408,McLean Bible Church
46585,767476521,1.09,0.0375,0.0659,0.0737,0.0795,Pi bot,879877964,39,2148.0,191.0,0,67,1,0.0,0,0.0,1612159,FC Rostov
48968,794885769,1.1193,0.0331,0.0666,0.0991,0.1099,KolbertBot,799550960,1,3107.0,269.0,1,35,0,0.03571428571428571,49,0.0,1543485,Paleo-Indians
47578,872287211,1.1501,0.0132,0.0215,0.0928,0.1022,Azerty82,912480924,220,2175.0,253.0,1,0,0,0.037037037037037035,14,0.0,5184,Cytoplasm
48224,888583813,1.103,0.0894,0.1474,0.059000000000000004,0.0627,Editor2020,888584502,1396,19735.0,2563.0,1,43,0,0.023809523809523808,29,0.0,1411554,Juliet Anderson
46221,914493291,1.1102,0.0277,0.0976,0.0636,0.0679,Monkbot,915597974,45,9109.0,1077.0,0,180,0,0.0,101,0.0,12746,Generalization
48313,919113649,1.1392,0.0158,0.03,0.053,0.0559,174.18.29.25,920930391,6,6715.0,951.0,1,16,1,0.02325581395348837,12,0.0,21825833,Nathan Azarcon
47562,920259847,1.1309,0.0408,0.0581,0.1079,0.1209,InternetArchiveBot,926108845,39,39955.0,4794.0,0,55,0,0.0,83,0.0,1364178,A Tree Grows in Brooklyn (novel)
51935,928728805,1.1358,0.0625,0.1115,0.0594,0.0631,JoeGo4999,931019702,13,19844.0,1987.0,0,27,0,0.0,11,0.0,24712256,Exponentiated Weibull distribution
46729,931034600,1.109,0.0294,0.0585,0.0468,0.0491,Pjrm,936122392,2,31628.0,3901.0,0,50,0,0.0,66,0.0,4222680,Punk Goes Pop
48250,932282992,1.1055,0.0296,0.0658,0.0395,0.0411,ElKevbo,932283136,336,28184.0,3338.0,0,26,0,0.0,21,0.0,3566458,Nervus Rex
46117,934600706,1.0828,0.0277,0.0708,0.0536,0.0566,84.21.153.7,934600901,20,12961.0,1541.0,0,15,1,0.0,25,0.0,15698942,Guy Benson
49349,936699710,1.1066,0.0778,0.1276,0.0893,0.098,Binksternet,936783465,0,27029.0,2008.0,1,241,0,0.009478672985781993,123,0.0,22729156,Saturday Night Live (season 35)
47625,937299369,1.1415,0.0309,0.0694,0.0625,0.0667,240D:1A:4B5:2800:6D37:A5CA:7B3F:A826,937635562,9,29688.0,3589.0,0,20,1,0.0,9,0.0,610527,Whiteout (weather)
46278,938212148,1.1298,0.0459,0.1102,0.0659,0.0705,ESLOS,939229371,76,16891.0,1499.0,1,0,0,0.020270270270270268,207,0.0,6083138,Sheffield Legends
46726,943610207,1.1528,0.0404,0.077,0.0568,0.0602,DEejaysdestiny,943684237,9,53321.0,6585.0,0,48,0,0.0,5,0.0,187635,Lili
50596,945275579,1.1497,0.0506,0.0858,0.0678,0.0727,Julietdeltalima,945283844,7,32969.0,3413.0,0,27,0,0.0,31,0.0,460850,The Family Circus
46942,945285057,1.1504,0.0594,0.0832,0.0795,0.0864,67.20.228.1,945285220,3,47968.0,4675.0,0,26,1,0.0,10,0.0,3430816,Armen Mkrtchyan
49311,945545915,1.1295,0.0397,0.0675,0.0345,0.0358,Continentaleurope,948402911,107,103649.0,13011.0,0,142,0,0.0,0,0.0,718772,Paul Bogle
53703,945545915,1.1295,0.0397,0.0675,0.0345,0.0358,Continentaleurope,948402911,107,103649.0,13011.0,0,142,0,0.0,0,0.0,20242197,Mazda RX-8 Hydrogen RE
66654,945545915,1.1295,0.0397,0.0675,0.0345,0.0358,Continentaleurope,948402911,107,103649.0,13011.0,0,142,0,0.0,0,0.0,244437,Hamiltonian path
49281,945579731,1.0928,0.0328,0.0472,0.0538,0.0568,Funtoedit1212,945580276,1,26846.0,3797.0,0,22,0,0.0,19,0.0,18428764,Dan Matei
47546,945742984,1.113,0.0855,0.1279,0.0735,0.0794,Football Missionary,949486448,12,41125.0,4054.0,0,19,1,0.0,6,0.0,4213808,Adam Shankman
47340,947250647,1.1215,0.0666,0.1256,0.0882,0.0967,Hockey16,947323433,0,43788.0,4640.0,0,17,0,0.0,0,0.0,9583338,Impeachment of Andrew Johnson
49062,947781281,1.1243,0.0788,0.1367,0.0703,0.0756,DragosTataru,948738826,77,151675.0,13196.0,0,29,0,0.0,16,0.0,22578991,Rhagoletis alternata
48032,947796720,1.1545,0.0749,0.121,0.0694,0.0746,Arjayay,947979816,3,80747.0,7178.0,0,22,0,0.0,51,0.0,11973901,Rosanna Schiaffino
49847,948343633,1.1256,0.0148,0.0395,0.0303,0.0312,RealFakeKim,948343698,85,12813.0,1580.0,0,291,0,0.0,26,0.0,8624996,Moses of Chorene
50024,948502322,1.1426,0.0515,0.0892,0.0603,0.0642,2603:9001:5D01:D489:5DEA:5CCB:87A6:88A7,948961493,0,69824.0,7831.0,0,15,1,0.0,32,0.0,1207066,Frederick W. Smith
49080,948640657,1.1545,0.0544,0.1083,0.07,0.0753,2600:1700:A560:7250:E9A1:A49A:5F95:DE2,949189575,2,121691.0,12083.0,0,12,1,0.0,12,0.0,5557364,Sport in New South Wales
48377,949143858,1.1465,0.0864,0.1171,0.1331,0.1536,Tmac13m,949344209,23,37949.0,1516.0,0,18,0,0.0,20,0.0,8703527,Abdul Taib Mahmud
50099,949485100,1.0982,0.0551,0.0951,0.0938,0.1035,Uanfala,949491659,36,2569.0,202.0,0,130,0,0.0,21,0.0,1333498,A Singles Collection
46067,310261210,1.1558,0.005,0.0205,0.0443,0.0464,Pinkadelica,326800354,128,16207.0,753.0,0,89,0,0.0,9,0.0,13522678,Just Us!
50602,499577427,1.1416,0.0176,0.0606,0.0664,0.0711,Wtshymanski,520630252,64,51530.0,7087.0,0,25,0,0.0,11,0.0,1934527,Monomial matrix
49209,745280710,1.1202,0.03,0.0437,0.0831,0.0906,Dentren,906083062,13,5098.0,678.0,0,13,0,0.0,23,0.0,22904780,House (season 5)
46166,795675187,1.1433,0.0295,0.0462,0.0534,0.0564,98.115.91.22,797289752,18,5858.0,910.0,0,0,1,0.0,13,0.0,19205793,Michael Brantley
51971,827300264,1.1303,0.0564,0.0774,0.1046,0.1168,Swampyank,830938520,116,4941.0,344.0,0,0,0,0.0,14,0.0,13886360,Network speaker
51840,866287923,1.1296,0.0432,0.0988,0.0852,0.0931,Monkbot,934012394,3,2214.0,213.0,1,115,0,0.03546099290780142,74,0.0,16290935,St. Patrick's blue
51022,871042307,1.1374,0.0226,0.048,0.0432,0.0451,Sun Creator,925479462,1,9194.0,1154.0,1,64,1,0.015384615384615384,13,0.0,23346655,SEAT León Eurocup
50855,891910436,1.1426,0.0594,0.1752,0.1262,0.1444,Monkbot,918075309,2,18578.0,565.0,0,160,0,0.0,125,0.0,38153,Hydra 70
47616,898452710,1.1407,0.0176,0.0323,0.0599,0.0637,73.16.62.100,898452772,2,9797.0,1276.0,0,0,1,0.0,19,0.0,365919,Thanjavur
50934,904586965,1.1301,0.0809,0.1083,0.1083,0.1214,Gunnar.offel,916651847,12,17577.0,2120.0,0,3,1,0.0,55,0.0,22978964,Hunger (Gone series)
51956,921083632,1.1474,0.0645,0.0936,0.0853,0.0932,Alex B4,922066877,0,9784.0,553.0,0,0,1,0.0,30,0.0,6611116,Lincoln Liberty engine
46902,927144700,1.0968,0.0211,0.0803,0.1839,0.2252,77.56.21.2,928383716,0,5605.0,90.0,0,0,1,0.0,25,0.0,24360229,Military history of Asian Americans
47710,930173954,1.1483,0.0474,0.0947,0.0641,0.0685,BattyBot,935339499,54,39630.0,4705.0,0,82,0,0.0,68,0.0,3299233,Avanade
51696,462579453,1.1386,0.0099,0.0307,0.0644,0.0688,Cerebellum,480254852,34,58256.0,238.0,0,136,0,0.0,10,0.0,45092678,DNA Repair and Mutagenesis (textbook)
50754,526098552,1.1219,0.0257,0.0621,0.1186,0.1345,KasparBot,717442400,61,1532.0,192.0,0,210,0,0.0,0,0.0,38041,Human skin color
49077,714601904,1.1203,0.0336,0.0648,0.0918,0.10099999999999999,2605:8D80:6C8:9026:9853:5857:9AB1:32B3,769456818,33,2222.0,172.0,0,15,1,0.0,10,0.0,5557364,Sport in New South Wales
48419,735083836,1.1171,0.1451,0.1608,0.1907,0.2343,Rfassbind,855081579,1,221461.0,157.0,0,108,0,0.0,21,0.0,10467799,Jacob Black
47584,832002449,1.1312,0.0849,0.1147,0.0568,0.0602,InternetArchiveBot,840663745,1,8281.0,979.0,0,57,0,0.0,94,0.0,714503,Bauman Moscow State Technical University
52039,866992481,1.1348,0.0741,0.1339,0.1035,0.1154,Monkbot,903859760,2,12545.0,743.0,0,180,0,0.0,90,0.0,8651,Dark matter
51467,904383644,1.1281,0.0379,0.0648,0.0826,0.09,ArisMethymna,938328458,2,20278.0,1933.0,0,0,0,0.0,7,0.0,509982,Horton Plains National Park
50951,905033784,1.1323,0.0515,0.106,0.049,0.0515,Monkbot,916097569,5,11190.0,1001.0,1,160,0,0.005102040816326529,87,0.0,11339784,White House History
46904,913924606,1.1228,0.0427,0.0716,0.0943,0.1041,116.88.115.217,935369143,0,1846.0,49.0,0,0,1,0.0,17,0.0,1113688,Pazhassi Raja
51916,916273875,1.1378,0.0619,0.0986,0.0808,0.08800000000000001,Spintendo,916275843,4,35242.0,2920.0,0,168,0,0.0,125,0.0,3188760,Old MacDonald Had a Farm
50973,916425637,1.0784,0.0724,0.1207,0.0625,0.0667,Ificouldiwouldnt,938401126,687,31635.0,3261.0,0,0,0,0.0,8,0.0,30456029,Nordic Construction Company
51836,918075188,1.1484,0.0964,0.1544,0.0647,0.0692,AusLondonder,925467975,5,41445.0,4337.0,0,33,0,0.0,15,0.0,171478,Batman: The Animated Series
48072,918849448,1.1353,0.1346,0.2298,0.165,0.1975,Sauer202,925352816,1,6662.0,686.0,0,0,0,0.0,7,0.0,22590205,71st Operations Group
48259,919946798,1.1526,0.1067,0.1806,0.1101,0.1237,Rich Farmbrough,920788498,8,62339.0,3236.0,0,12,1,0.0,120,0.0,9713648,Divenire
53067,919946798,1.1526,0.1067,0.1806,0.1101,0.1237,Rich Farmbrough,920788498,8,62339.0,3236.0,0,12,1,0.0,120,0.0,22920957,Alex
63060,919946798,1.1526,0.1067,0.1806,0.1101,0.1237,Rich Farmbrough,920788498,8,62339.0,3236.0,0,12,1,0.0,120,0.0,267513,Utah State University
65424,919946798,1.1526,0.1067,0.1806,0.1101,0.1237,Rich Farmbrough,920788498,8,62339.0,3236.0,0,12,1,0.0,120,0.0,11157521,Nicolas Lombaerts
47963,924890594,1.112,0.027000000000000003,0.0505,0.069,0.0741,Mytikkunim,937784435,51,19941.0,2053.0,0,41,0,0.0,15,0.0,15999099,Berchtold Haller
46277,939229371,1.1299,0.0462,0.1108,0.066,0.0707,ESLOS,939229700,50,16891.0,1499.0,1,0,0,0.02054794520547945,207,0.0,12158347,Robert Pook
46159,940467055,1.1437,0.0647,0.1102,0.0541,0.0572,Funkquake,943799129,33,186971.0,20175.0,0,20,0,0.0,15,0.0,12256588,Tolpropamine
