editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,class,comment_len,Anonymous,vulgar_word_ratio,longest_Word,bad_words,character_distribution
23437,328392034,1.1096,0.0593,0.1207,0.1273,0.1458,Seagulf09,328547598,4,0,0,0,0.0,14.0,0.0,0.01667016
24579,260877952,1.1312,0.0483,0.0725,0.061,0.0648,Johnluisocasio,327149711,66,0,0,0,0.0,24.0,0.0,inf
8925,329054197,1.1434,0.0459,0.0734,0.0711,0.0764,Taprobanus,329054450,24,0,7,0,0.0,18.0,0.0,inf
42308,329886854,0.0,1.0,1.0,1.0,1.0,TheWeakWilled,329886904,32,0,126,0,0.0,9.0,0.0,inf
43978,327368531,1.0509,0.0273,0.0494,0.0557,0.059000000000000004,98.140.189.91,327889203,8,1,16,1,0.018518519,24.0,0.0,0.27156028
19993,328245893,1.151,0.0216,0.0573,0.0681,0.0731,198.140.4.205,328801505,17,0,22,1,0.0,12.0,0.0,0.3931618
23514,328324716,1.0692,0.0227,0.0562,0.0661,0.0708,117.196.11.19,328324833,3,0,0,1,0.0,11.0,0.0,0.115983725
33409,327236849,1.1494,0.0705,0.1141,0.1155,0.1306,68.249.109.217,327236933,5,0,13,1,0.0,10.0,0.0,inf
6008,323584184,1.1176,0.0176,0.0292,0.048,0.0505,Abdul qayyum 1986,328326253,13,0,29,1,0.012048193,23.0,0.0,0.000394
45584,324938875,1.153,0.0541,0.08800000000000001,0.0949,0.1049,80.254.146.52,327644500,5,0,0,1,0.0,8.0,0.0,inf
40218,327004172,1.1141,0.0334,0.0485,0.0731,0.0789,Bmclaughlin9,327004820,73,0,30,0,0.0,81.0,0.0,inf
9013,327667327,1.1344,0.033,0.0554,0.0435,0.0454,Ohconfucius,327667540,1,0,21,0,0.0,22.0,0.0,0.00017900000000000001
9248,328830216,1.0606,0.1147,0.1599,0.1067,0.1195,110.138.224.30,329235956,9,0,10,1,0.0,15.0,0.0,inf
31588,327341564,1.1316,0.0448,0.1241,0.0916,0.1009,Till the Casket Drops,327363861,58,0,21,1,0.0,17.0,0.0,inf
27701,327431476,1.0979,0.0176,0.028999999999999998,0.0425,0.0444,Varlaam,327431578,0,0,0,0,0.0,26.0,0.0,inf
21748,327015299,1.0834,0.0067,0.0267,0.0391,0.0407,Pepso2,327025062,17,0,0,0,0.0,73.0,0.0,inf
6750,328273118,1.1456,0.1463,0.2372,0.1561,0.1849,MR.Texan281,328437782,0,0,0,1,0.0,9.0,0.0,0.0
8277,327323312,1.1271,0.0565,0.1068,0.1037,0.1156,Explicit,328523946,41,0,117,0,0.0,0.0,0.0,0.0
16418,327695783,1.1548,0.0264,0.069,0.0337,0.0349,Tgeorgescu,328254518,279,0,78,0,0.03030303,17.0,0.0,inf
5650,320203903,1.1127,0.0692,0.1622,0.1018,0.1132,Nigel Ish,328627429,0,0,14,1,0.0,6.0,0.0,0.0
4289,329395082,1.0737,0.039,0.0595,0.0593,0.0631,IxK85,329868661,157,0,33,0,0.076923077,47.0,0.0,inf
18713,329017412,1.0841,0.0613,0.102,0.0749,0.0809,Ruedetocqueville,329017916,215,0,144,0,0.0,16.0,0.0,0.07309957
14841,325220476,1.1331,0.1185,0.1879,0.0939,0.1036,Tassedethe,329742438,26,0,169,0,0.0,19.0,0.0,inf
36073,327542982,1.1046,0.0432,0.0899,0.0826,0.09,140.247.251.46,327583860,1,0,32,1,0.0,25.0,0.0,0.27847308
26856,327937254,1.1378,0.0591,0.10099999999999999,0.057999999999999996,0.0616,89.124.240.23,327943198,106,0,0,1,0.0,17.0,0.0,inf
26231,326864166,1.1426,0.0363,0.0823,0.0666,0.0713,122.172.41.118,327682958,0,0,21,1,0.0,0.0,0.0,0.0
17997,328880684,1.0598,0.0209,0.0417,0.0576,0.0611,Hseabury,328880932,73,0,20,0,0.0,0.0,0.0,0.0
36336,327535398,1.1101,0.0334,0.069,0.066,0.0707,Jubileeclipman,327535748,27,0,42,0,0.0,17.0,0.0,0.10826441
42954,328368042,1.1381,0.0664,0.14300000000000002,0.1005,0.1117,Rich Farmbrough,329450136,9,0,74,1,0.0,15.0,0.0,0.001386008
30775,328142057,1.128,0.1011,0.1525,0.1065,0.1192,TyHawryluk,328232785,272,0,89,0,0.0,155.0,0.0,inf
27549,328090785,1.1152,0.023,0.0441,0.0523,0.0552,71.174.195.44,328137233,37,0,22,1,0.0,12.0,0.0,inf
31633,295845761,1.1208,0.0705,0.1335,0.0536,0.0567,Ekabhishek,328039943,11,0,142,0,0.0,18.0,0.0,inf
17249,328478829,1.1347,0.0413,0.1009,0.0869,0.0951,Jesseesteves,328479213,25,1,16,0,0.0,6.0,0.0,inf
12706,328237627,1.08,0.0175,0.0437,0.0577,0.0612,207.195.79.245,328238937,21,1,0,1,0.008695652,27.0,0.0,0.10068129
22607,328819360,1.1336,0.0247,0.0731,0.0749,0.0809,842U,328819682,93,0,0,0,0.0,52.0,0.0,0.119073115
41556,328126569,1.1177,0.0738,0.1234,0.0412,0.0429,Juliancolton,328127067,0,0,131,0,0.0,0.0,0.0,0.0
9657,327623661,1.1325,0.0894,0.1326,0.0807,0.0877,Worldenc,328056988,0,0,18,0,0.0,253.0,0.0,0.1673567
31676,327125173,1.1311,0.065,0.1012,0.0687,0.0738,71.124.38.121,328744129,6,0,0,1,0.0,8.0,0.0,0.14464549999999998
45710,325814436,1.1326,0.0093,0.028999999999999998,0.0576,0.0611,90.202.201.246,327104640,251,0,0,1,0.0,14.0,0.0,inf
9731,319286588,1.1322,0.0256,0.0988,0.1554,0.1838,79.107.193.36,327280090,0,0,0,1,0.0,12.0,0.0,inf
28861,311597772,1.1266,0.0076,0.0208,0.0255,0.0262,Wizard191,326820626,166,0,9,0,0.0,59.0,0.0,inf
21241,307574570,1.12,0.0427,0.0881,0.0906,0.0996,Chris G,327973159,0,0,36,1,0.021276596000000002,84.0,0.0,0.17084263
12638,252178825,1.1368,0.0501,0.1091,0.0584,0.062,Huaiwei,327342038,9,0,46,0,0.0,8.0,0.0,0.19858545
37965,328684772,1.1705,0.0121,0.0441,0.0565,0.0598,24.209.136.144,328733849,0,0,25,1,0.0,0.0,0.0,0.0
6290,329620964,1.0917,0.0284,0.0591,0.0711,0.0766,24.8.38.166,329621357,59,0,24,1,0.02173913,65.0,0.0,inf
39658,328427565,1.0973,0.0124,0.0354,0.0604,0.0643,174.21.211.99,328456862,2,0,15,1,0.005988024000000001,20.0,0.0,8.170000000000001e-05
10408,327025256,1.1232,0.0608,0.1157,0.0745,0.0805,86.152.113.196,328816541,0,0,29,1,0.0,0.0,0.0,0.0
40396,328678793,1.1366,0.077,0.1503,0.1178,0.1335,Rich Farmbrough,329273073,15,0,74,1,0.0,12.0,0.0,inf
45326,311618303,1.1333,0.0209,0.0694,0.0594,0.0631,Groundstar83,327378900,4,0,17,0,0.0,28.0,0.0,0.004884988
5583,326558959,1.1382,0.0184,0.0282,0.0515,0.0543,94.194.96.227,326559058,0,0,13,1,0.0,10.0,0.0,8.02e-05
22436,327007598,1.0917,0.0211,0.0698,0.0444,0.0464,DanielRigal,327007800,19,0,36,0,0.0,38.0,0.0,inf
30712,328605063,1.122,0.0205,0.0411,0.0658,0.0704,Spartaerbest,328605372,3,0,0,0,0.0,12.0,0.0,inf
9182,328001893,1.1084,0.0255,0.0537,0.0791,0.0858,Salalah4life,328004601,67,0,0,0,0.0,21.0,0.0,inf
15130,328446536,1.1179999999999999,0.1372,0.187,0.1305,0.15,Darth21,328448083,0,0,17,0,0.0,13.0,0.0,inf
6190,327176366,1.0495,0.0756,0.11900000000000001,0.0956,0.1057,Cassius1213,327176597,1,0,35,0,0.0,14.0,0.0,inf
39960,326330138,1.099,0.0326,0.0753,0.0762,0.0825,CharlesMartel,326844325,0,0,46,0,0.0,0.0,0.0,0.0
6044,328439504,1.1205,0.0366,0.0634,0.0648,0.0693,Jawandapuck,328464100,162,0,44,0,0.0,21.0,0.0,0.03422483
40667,327067956,1.1153,0.0194,0.0505,0.0443,0.0464,SharkD,327068010,10,0,17,0,0.0,35.0,0.0,0.000491
32926,328193772,1.07,0.0245,0.0487,0.0718,0.0773,XLinkBot,328193824,57,0,163,0,0.0,0.0,0.0,0.0
21757,325776624,1.093,0.0544,0.1066,0.0759,0.0822,??? ?????,328772735,27,0,170,1,0.0,0.0,0.0,0.0
16248,328532176,1.1071,0.0136,0.0237,0.0547,0.0579,Pylambert,329156379,71,0,85,0,0.0,17.0,0.0,inf
6051,327266887,1.1498,0.0158,0.0273,0.0739,0.0798,137.222.209.135,327268178,0,0,0,1,0.0,0.0,0.0,0.0
37918,326551933,1.1189,0.0339,0.0558,0.0614,0.0654,Lidingo,327003859,23,0,14,0,0.0,23.0,0.0,0.26907605
8439,300101345,1.1215,0.062,0.106,0.147,0.1722,Sayerslle,327177050,0,0,0,0,0.015873016,17.0,0.0,0.0
11570,252320218,1.1235,0.0604,0.0961,0.1034,0.1152,98.240.176.32,327619237,5,0,0,1,0.0,24.0,0.0,0.051449753
6244,328318282,1.0958,0.028999999999999998,0.0739,0.0592,0.0629,Quispiam,328368699,20,0,183,0,0.0,14.0,0.0,0.01709629
15554,329716440,1.1513,0.1549,0.2589,0.1244,0.142,66.232.207.227,329717837,0,1,17,1,0.0,32.0,0.0,0.0469819
24901,329315790,1.1266,0.0206,0.0302,0.0579,0.0614,77.251.52.48,329744275,372,0,0,1,0.020408163,23.0,0.0,inf
25816,327449489,1.122,0.0531,0.0913,0.067,0.0718,Giantflightlessbirds,327449552,0,0,28,0,0.0,56.0,0.0,0.014098666999999999
10055,327500515,1.1363,0.0461,0.0731,0.0898,0.0986,EagleFan,327531130,160,0,24,0,0.0,76.0,0.0,0.008452539
17433,329165349,1.1002,0.016,0.0456,0.0392,0.0408,Evilgohan2,329165418,0,0,9,0,0.0,26.0,0.0,inf
42546,327678507,1.1235,0.0539,0.1,0.0871,0.0955,Mark83,327678641,37,0,24,0,0.0,61.0,0.0,inf
28773,328000381,1.1449,0.0295,0.0534,0.0335,0.0346,Rusty Cashman,328544161,21,0,72,1,0.007042254,62.0,0.0,inf
33681,325862301,1.1315,0.0813,0.1797,0.1261,0.1443,Cmm3,326814933,28,0,0,0,0.0,11.0,0.0,inf
41774,326544803,1.1514,0.0101,0.2471,0.1593,0.1894,Webfilm,328172717,30,0,71,0,0.0,0.0,0.0,0.0
1982,326999414,1.1377,0.0357,0.0606,0.0647,0.0691,Zzuuzz,326999700,0,0,135,0,0.0,0.0,0.0,0.0
7835,329077553,1.1340000000000001,0.0284,0.0648,0.0552,0.0584,Ciphers,329238015,15,0,156,0,0.0,21.0,0.0,0.007245388
37973,326205700,1.1342,0.0519,0.0777,0.0685,0.0735,87.113.56.241,329296620,0,0,0,1,0.0,11.0,0.0,0.012125881000000002
6432,328975135,1.1292,0.0417,0.0641,0.1299,0.1493,170.20.11.116,329029909,325,0,0,1,0.0,54.0,0.0,inf
28817,329601093,1.1351,0.006999999999999999,0.01,0.159,0.1889,70.117.157.141,329601130,30,0,7,1,0.0,0.0,0.0,0.0
9720,328665897,1.0895,0.0554,0.0634,0.0898,0.0986,Garion96,328766847,0,0,3,0,0.0,12.0,0.0,0.08246110000000001
28300,319331269,1.1327,0.0353,0.0648,0.0966,0.1069,Rjwilmsi,328364261,12,0,83,0,0.0,112.0,0.0,inf
33446,326983299,1.0963,0.0387,0.0774,0.1026,0.1141,Olin Bhergine,327068157,141,0,0,1,0.045454545,64.0,0.0,inf
3181,327715856,1.1223,0.0431,0.0889,0.1065,0.11900000000000001,Cs-wolves,327717675,80,0,0,1,0.0,18.0,0.0,inf
35834,328096961,1.1456,0.0151,0.1124,0.0811,0.0881,ZooFari,328098181,6,0,58,0,0.0,10.0,0.0,0.08228669
11928,326749418,1.1305,0.008,0.0416,0.0307,0.0316,83.94.199.190,327461821,12,0,18,1,0.0,28.0,0.0,0.000411
12759,329118517,1.1059999999999999,0.0125,0.0216,0.0542,0.0573,Quantum Lipids,329615207,6,0,13,1,0.0,12.0,0.0,0.03333642
36450,329517455,1.1367,0.0076,0.0695,0.1761,0.2137,Thismightbezach,329518956,0,0,23,0,0.0,11.0,0.0,0.2830209
24308,325507537,1.1432,0.0322,0.0858,0.0682,0.0732,69.235.139.193,330095613,0,1,23,1,0.0,0.0,0.0,0.0
39052,327488689,1.1387,0.0722,0.1139,0.0645,0.0689,Smallbones,327489382,111,0,10,0,0.0,21.0,0.0,0.018994804
43193,328220129,1.0902,0.1198,0.1583,0.1548,0.1832,121.169.172.231,328303469,0,0,0,1,0.0,22.0,0.0,0.07271516
23751,327878864,1.1188,0.0141,0.0369,0.0367,0.0381,71.67.249.44,328701345,1,1,43,1,0.0,12.0,0.0,0.0033061809999999996
27713,323280408,1.1317,0.0435,0.0583,0.0922,0.1016,Ashoanan,327599580,10,0,0,0,0.0,11.0,0.0,inf
43924,328754842,1.1309,0.0565,0.1103,0.1228,0.14,86.42.195.84,328862959,0,1,16,1,0.0,0.0,0.0,0.0
9326,329598835,1.1069,0.0551,0.1197,0.0832,0.0907,158.65.175.214,329947336,14,0,10,1,0.0,7.0,0.0,inf
20049,319248227,1.1184,0.1194,0.1777,0.1137,0.128,Rich Farmbrough,328870825,8,0,74,1,0.0,23.0,0.0,0.17505558
23775,327080824,1.1192,0.0482,0.0872,0.1168,0.132,212.183.140.18,327080871,1,0,0,1,0.0,65.0,0.0,1.87e-05
36609,327838484,1.1033,0.0623,0.0846,0.0883,0.0969,Carlaude,328141922,17,0,51,0,0.0,15.0,0.0,inf
4182,328174072,1.1529,0.0433,0.1478,0.1049,0.1172,114.76.251.118,328174673,25,0,11,1,0.0,8.0,0.0,inf
1359,329211087,1.1102,0.0679,0.1292,0.0653,0.0698,Conti,329224581,47,0,50,0,0.0,0.0,0.0,0.0
18638,326675493,1.1383,0.0977,0.127,0.0628,0.067,99.150.161.119,327325743,0,0,9,1,0.008264463,32.0,0.0,0.00047300000000000006
239,327289783,1.1029,0.0376,0.0895,0.0599,0.0637,DisillusionedBitterAndKnackered,327336340,1,0,110,0,0.0,16.0,0.0,0.000651
39968,328049788,1.0863,0.0093,0.0252,0.0292,0.0301,Spinningspark,328051438,63,0,180,0,0.0,14.0,0.0,inf
27598,326789080,1.1445,0.1048,0.1455,0.0778,0.0844,86.133.41.213,326939455,1,0,36,1,0.0,17.0,0.0,9.17e-05
28053,327781829,1.1044,0.0208,0.0824,0.0683,0.0733,173.87.21.114,327782279,7,0,14,1,0.0,19.0,0.0,0.067724966
19991,327356730,1.1268,0.0387,0.0761,0.0869,0.0952,Wool Mintons,327356786,9,0,166,1,0.0,19.0,0.0,inf
42805,328077263,1.1206,0.0312,0.0723,0.0657,0.0703,492star,328077282,6,0,10,0,0.0,9.0,0.0,inf
39493,321284454,1.1239,0.0828,0.1378,0.0984,0.1091,Wikiwiki1228,327554905,734,0,0,0,0.0,73.0,0.0,inf
40852,317789654,1.1112,0.154,0.1994,0.0543,0.0573,Rich Farmbrough,329512447,0,0,74,1,0.0,9.0,0.0,0.0
6112,317653760,1.0991,0.1111,0.1738,0.1224,0.1389,Rich Farmbrough,328789175,2,0,74,1,0.0,43.0,0.0,0.42682429999999993
30411,327637669,1.0531,0.0358,0.0683,0.0655,0.0701,78.133.124.146,327637873,4,0,0,1,0.0,12.0,0.0,0.067121424
33253,328476276,1.1015,0.0488,0.0842,0.0708,0.0762,200.7.38.254,328478225,37,0,0,1,0.0,13.0,0.0,inf
30306,327115154,1.1124,0.0496,0.1068,0.055,0.0582,Rehevkor,327115759,0,0,60,0,0.0,0.0,0.0,0.0
15175,329104510,1.0998,0.0631,0.0923,0.0827,0.0902,192.86.100.36,329104619,0,0,33,1,0.0,0.0,0.0,0.0
36133,329756661,1.0902,0.0402,0.0673,0.1047,0.1169,Jerrykme,329756742,1,0,16,0,0.0,10.0,0.0,0.005092075
7111,315190635,1.1573,0.0343,0.0575,0.0712,0.0767,157.190.188.165,326741299,2,0,16,1,0.0,21.0,0.0,0.018875334
8504,327770299,1.1069,0.0321,0.0542,0.0729,0.0787,SteveMiamiBeach,327771589,0,0,20,0,0.0,0.0,0.0,0.0
35872,328591734,1.0859999999999999,0.0691,0.1293,0.1231,0.1404,219.74.182.198,328592238,10,0,16,1,0.0,5.0,0.0,inf
33295,329035211,1.1179,0.0407,0.0788,0.0706,0.076,Malleus Fatuorum,329040756,0,0,23,1,0.0,24.0,0.0,inf
31675,318719487,1.0848,0.1177,0.1488,0.1296,0.1489,77.255.100.95,328803352,38,0,27,1,0.0,22.0,0.0,inf
19996,326889719,1.0979999999999999,0.033,0.0606,0.0878,0.0962,68.90.9.225,327512465,4,0,15,1,0.0,45.0,0.0,inf
12587,329310463,1.1297,0.0557,0.0985,0.1058,0.1182,Charliefortune,329652768,9,0,12,0,0.00877193,72.0,0.0,0.13864543
32151,328749416,1.1275,0.0499,0.1315,0.153,0.1806,98.148.239.74,328751558,0,0,26,1,0.0,0.0,0.0,0.0
147,325735688,1.1251,0.025,0.081,0.1201,0.1364,Freiheitsgedanke,326849423,30,0,0,0,0.0,16.0,0.0,inf
36373,328758906,1.1606,0.0036,0.0219,0.024,0.0246,Altenmann,328836528,7,0,0,0,0.0,21.0,0.0,inf
16104,328695498,1.0491,0.03,0.0584,0.049,0.0515,71.247.220.125,328729592,59,0,49,1,0.0,18.0,0.0,inf
38852,327280587,1.0811,0.0441,0.0796,0.0938,0.1035,79.77.94.177,327280673,8,0,11,1,0.0,11.0,0.0,0.44153783
18524,327148168,1.125,0.14300000000000002,0.244,0.1161,0.1314,86.11.5.38,327149023,0,0,21,1,0.0,2.0,0.0,inf
45384,327960050,1.0943,0.0699,0.1127,0.08800000000000001,0.0965,Digirami,327982615,0,0,76,0,0.0,2.0,0.0,inf
28401,327482776,1.1301,0.0124,0.032,0.0247,0.0254,Mmh,328477182,13,0,12,0,0.0,13.0,0.0,inf
8553,323503180,1.156,0.0036,0.0096,0.0529,0.0558,209.89.153.44,327589467,64,0,14,1,0.02955665,16.0,0.0,0.00110891
25655,326167629,1.0882,0.0407,0.0875,0.0949,0.1048,A3RO,327298290,20,0,69,0,0.012195122,96.0,0.0,0.070221
36869,329052357,1.1089,0.0411,0.0633,0.0793,0.0862,Ferraridude100,329124941,16,0,0,0,0.0,53.0,0.0,inf
11892,328157373,1.1289,0.0763,0.1184,0.0752,0.0813,Hu12,328418979,311,0,136,0,0.0,0.0,0.0,0.0
37209,328132190,1.0892,0.0311,0.049,0.0511,0.0539,Timbouctou,328228480,0,0,134,0,0.0,23.0,0.0,inf
6376,329969843,1.1373,0.0329,0.0611,0.0924,0.1018,Omarcheeseboro,329970101,9,0,96,0,0.0,11.0,0.0,0.023622094
28892,320363211,1.0859999999999999,0.049,0.0759,0.0795,0.0863,65.95.236.180,327949017,5,0,0,1,0.0,26.0,0.0,0.010319486999999999
31247,322208441,1.1185,0.1035,0.2084,0.1411,0.1641,82.18.247.237,328308116,12,0,0,1,0.0,13.0,0.0,inf
31563,308269374,1.1352,0.0755,0.1036,0.0635,0.0677,142.179.5.223,327350908,1,0,17,1,0.0,23.0,0.0,0.000167
17299,328123686,1.1338,0.0312,0.085,0.086,0.094,173.60.252.14,328397420,0,0,15,1,0.0,0.0,0.0,0.0
38052,326842825,1.1035,0.0112,0.0181,0.0434,0.0454,MBelgrano,326852825,549,0,21,0,0.0,18.0,0.0,0.104748674
28036,326496501,1.1447,0.0865,0.1507,0.1596,0.1899,Cumbersnatch,327073185,1,0,30,0,0.066666667,19.0,0.0,0.018751197
30780,328496011,1.1462,0.0695,0.11800000000000001,0.0519,0.0547,Nick carson,328496856,8,0,15,1,0.0,12.0,0.0,0.00043499999999999995
34145,326428354,1.1363,0.0289,0.0745,0.0736,0.0794,68.83.159.87,329272141,66,0,10,1,0.0,19.0,0.0,0.05459630000000001
30562,328096823,1.0886,0.066,0.1063,0.0819,0.0892,72.209.14.239,328096945,2,0,0,1,0.0,17.0,0.0,inf
41615,330076030,1.0853,0.032,0.0956,0.0981,0.1087,Purushoth1992,330098620,0,0,0,0,0.0,10.0,0.0,0.021692652000000003
19191,329213151,1.1355,0.045,0.0754,0.0859,0.094,Jeanne boleyn,329213311,13,0,27,1,0.0,17.0,0.0,0.044526275
25827,322667787,1.1321,0.0721,0.1269,0.0565,0.0598,Rich Farmbrough,328778313,4,0,74,1,0.0,109.0,0.0,0.000906
11893,323619397,1.0717,0.0358,0.0636,0.0938,0.1034,McBrayn,327893090,44,0,22,0,0.0,18.0,0.0,0.011123383999999998
14927,327108392,1.1381,0.0512,0.077,0.0453,0.0474,Anastasiia Bilenska,327108637,7,0,0,1,0.0,54.0,0.0,inf
8228,328613552,1.115,0.0419,0.0585,0.0798,0.0867,AssociateAffiliate,328613585,1,0,27,0,0.0,11.0,0.0,0.003631403
1921,314318148,1.1431,0.0108,0.0245,0.0476,0.05,71.130.85.117,329575740,0,0,0,1,0.0,0.0,0.0,0.0
15549,283412595,1.1262,0.0314,0.0723,0.0874,0.0957,65.101.170.212,327016698,24,1,16,1,0.0,7.0,0.0,inf
13534,327602164,1.1422,0.01,0.0367,0.0761,0.0823,Marek69,327602812,0,0,118,0,0.0,0.0,0.0,0.0
37385,294064571,1.1340000000000001,0.0187,0.0432,0.0737,0.0794,Bananajacks,327547506,0,0,0,0,0.0,0.0,0.0,0.0
38757,327480936,1.1526,0.0946,0.1351,0.0829,0.0899,Cuchullain,327515344,0,0,0,0,0.0,11.0,0.0,0.030555205
37255,326931202,1.0836,0.0301,0.0664,0.0572,0.0607,Iblardi,326932841,258,0,196,0,0.011235955,22.0,0.0,0.034932513
29501,329129957,1.1173,0.0698,0.1375,0.0772,0.0837,QuasyBoy,329130189,7,0,14,0,0.0,0.0,0.0,0.0
41514,327890212,1.1572,0.0599,0.1371,0.1092,0.1225,TheFBH,327953051,1,0,0,0,0.0,1.0,0.0,0.6931472
27841,324169119,1.1537,0.049,0.0891,0.0505,0.0532,YellowMonkey,329147642,0,0,4,0,0.0,77.0,0.0,0.025403244
17449,326979660,1.0774,0.0848,0.1261,0.0898,0.0986,193.198.179.77,328057993,45,0,0,1,0.0,14.0,0.0,0.32482198
97,329067580,1.1323,0.0538,0.1441,0.0854,0.0933,130.156.65.131,329136243,2,0,13,1,0.0,15.0,0.0,0.100083455
15589,326683380,1.1466,0.004,0.0443,0.0682,0.0732,Rtkat3,327391500,8,0,0,0,0.0,13.0,0.0,inf
23852,327582580,1.1347,0.0493,0.0695,0.0886,0.0972,173.26.207.79,327582864,1,0,20,1,0.0,12.0,0.0,0.0032982809999999997
25140,328014414,1.1068,0.0428,0.0901,0.0972,0.1076,71.226.79.111,328062464,0,0,26,1,0.009433961999999999,175.0,0.0,0.0
21679,313724493,1.1433,0.0145,0.0562,0.0516,0.0544,Woohookitty,329186514,38,0,169,0,0.0,17.0,0.0,0.0010447289999999999
9009,310368369,1.1101,0.0189,0.0335,0.0686,0.0737,Taivo,328513354,2,0,63,0,0.0,13.0,0.0,0.21767598
2130,328134409,1.1364,0.0454,0.0869,0.0789,0.0856,3pears,329760816,2,0,12,0,0.0,2.0,0.0,inf
41580,327934708,1.1051,0.0224,0.0595,0.0792,0.086,118.210.204.42,327935538,8,0,29,1,0.0,21.0,0.0,0.022590805
23008,326330871,1.1432,0.1858,0.247,0.1496,0.1759,Josh the newcastle fan,327632252,0,0,0,1,0.0,0.0,0.0,0.0
23003,260868519,1.1319,0.086,0.133,0.0639,0.0682,SWMNPoliSciProject,327222550,0,0,0,0,0.0,0.0,0.0,0.0
36385,327964573,1.1375,0.1628,0.2877,0.1491,0.1752,70.139.12.131,327964662,1,0,7,1,0.0,17.0,0.0,0.009813184
17310,317832852,1.103,0.0531,0.0859,0.0915,0.1007,158.195.167.49,329534011,0,0,0,1,0.0,16.0,0.0,0.055451772999999996
23856,320520730,1.1397,0.0209,0.0762,0.0791,0.0858,81.132.136.236,327279845,52,0,17,1,0.0,9.0,0.0,inf
39316,315435652,1.1165,0.0478,0.0765,0.085,0.0928,83.108.44.6,326856854,116,0,0,1,0.0,20.0,0.0,0.11838595
41794,324154249,1.0851,0.0271,0.0677,0.124,0.1413,62.244.90.76,329250815,5,0,32,1,0.0,10.0,0.0,inf
20966,328389231,1.1237,0.022000000000000002,0.0996,0.0746,0.0805,December21st2012Freak,328421605,47,0,31,0,0.0,0.0,0.0,0.0
25279,327555536,1.2025,0.0417,0.0833,0.4348,0.7143,Jorge Stolfi,327555604,1,0,9,1,0.0,10.0,0.0,inf
3926,327136448,1.1661,0.0686,0.129,0.0841,0.0918,BrianY,327178733,100,0,12,0,0.0,90.0,0.0,0.08945004
23462,328936973,1.1636,0.0473,0.1189,0.0981,0.1087,Rich Farmbrough,329457538,7,0,74,1,0.0,79.0,0.0,0.41977406
34236,329296713,1.0901,0.0524,0.1173,0.08800000000000001,0.0965,Aftertaste,329809188,8,0,0,0,0.0,12.0,0.0,inf
31229,328348670,1.1534,0.0449,0.1504,0.1059,0.1184,114.76.251.118,328348737,6,0,11,1,0.0,6.0,0.0,inf
25253,329095542,1.1528,0.057999999999999996,0.0937,0.0902,0.0991,Fladrif,329098347,2,0,96,0,0.0,14.0,0.0,0.008882646999999999
27539,326536806,1.0996,0.0827,0.1306,0.1421,0.1657,DH85868993,327027903,14,0,67,0,0.0,16.0,0.0,inf
40046,327320954,1.0886,0.1009,0.1734,0.1001,0.1112,212.233.220.51,327321083,4,0,0,1,0.25,8.0,0.0,inf
42097,329262028,1.0808,0.0232,0.0631,0.0632,0.0675,206.210.146.2,329270515,9,0,14,1,0.0,9.0,0.0,inf
24923,328028881,1.1317,0.0342,0.0665,0.0778,0.0844,68.8.121.221,328028958,1,0,14,1,0.0,37.0,0.0,0.006305597
14640,329896526,1.1354,0.0195,0.0722,0.0722,0.0778,Thatguyflint,329901583,6,0,117,0,0.0,0.0,0.0,0.0
38885,326576989,1.0896,0.0051,0.0117,0.1044,0.1165,Rich Farmbrough,326907420,2,0,53,1,0.0,15.0,0.0,0.17316319
4387,327287017,1.1407,0.0156,0.0302,0.0768,0.0831,Anglo-Saxon1,327296314,7,0,15,1,0.063829787,13.0,0.0,0.2562984
41097,321237442,1.1249,0.1014,0.1721,0.1322,0.1522,203.184.48.212,327239227,15,0,19,1,0.035087718999999996,82.0,0.0,inf
35741,330093473,1.0926,0.0352,0.07400000000000001,0.055999999999999994,0.0593,Leegee23,330093669,34,0,47,0,0.0,38.0,0.0,0.19399135
26406,281504531,1.1175,0.0584,0.0766,0.0683,0.0733,121.115.72.194,329159846,2,0,20,1,0.0,8.0,0.0,0.12874605
10076,328373613,1.1378,0.0121,0.0223,0.0767,0.083,59.178.200.235,328373692,0,0,0,1,0.014285714,15.0,0.0,0.000204
31782,325554896,1.082,0.0135,0.0274,0.0261,0.0268,Biglovinb,327030061,22,0,140,0,0.005586592,16.0,0.0,0.001290148
16285,327909817,1.1546,0.0177,0.0511,0.0617,0.0657,NeoBatfreak,328560652,13,0,14,0,0.030434782999999997,22.0,0.0,inf
43055,327482429,1.088,0.0425,0.0879,0.0519,0.0548,Beetstra,327482532,3,0,58,0,0.041666667000000004,63.0,0.0,inf
45543,326110058,1.088,0.0609,0.0792,0.0746,0.0807,Joephysics57,327543752,25,0,73,0,0.013157895,133.0,0.0,0.0011355739999999999
21346,327292251,1.0768,0.0435,0.0901,0.0709,0.0763,75.173.64.139,327402576,0,1,19,1,0.0,0.0,0.0,0.0
28275,327300045,1.1276,0.0121,0.0406,0.064,0.0683,68.196.176.189,327300246,0,0,10,1,0.014705882,20.0,0.0,0.000375
12394,328057569,1.0664,0.0387,0.0841,0.0642,0.0686,74.215.124.30,328058073,210,0,25,1,0.0,0.0,0.0,0.0
