Anonymous,articleid,articletitle,bad_words,category,character_diversity,class,comment_len,digit_ratio,editid,editor,longest_Word,newrevisionid,non_alpha_numeric_ratio,oldrevisionid,size,size_increment,upper_to_all,upper_to_lower,vulgar_word_ratio,word_count
0,2592297,0,0.0,Category:All articles needing additional references,1.134,0,250,0.0685,19527,WereSpielChequers,0.0,326997905,0.0945,326997628,17768.0,55,0.0919,0.1011,0.0,2153.0
0,19715,0,0.0,Category:2000 films,1.0405,1,21,0.0431,19528,Prestonmcconkie,82.0,329627262,0.0929,329547317,15051.0,5,0.0654,0.07,0.007751938000000002,1559.0
1,5894781,0,0.0,Category:All articles with unsourced statements,1.1235,0,0,0.0399,19553,Dann Chinn,62.0,328796684,0.1063,327836246,27958.0,11,0.0635,0.0678,0.0,3775.0
1,1041824,0,0.0,Category:AFC Challenge Cup-winning countries,1.0813,1,84,0.0551,19556,Red King,113.0,329899625,0.1013,329898072,44055.0,1046,0.0814,0.0886,0.009933775,1276.0
0,16870483,0,0.0,Category:12th-century establishments in Poland,1.1387,0,30,0.1251,19561,Sabinhavenless23,8.0,327896371,0.1967,327791416,6793.0,0,0.1199,0.1362,0.0,608.0
0,2026444,0,0.0,Category:1982 songs,1.2234,0,7,0.0316,19573,Nono64,12.0,329864101,0.0632,314806859,20686.0,1,0.0782,0.0843,0.0,1851.0
0,370666,0,0.0,Category:Articles with Curlie links,1.1236,0,16,0.0214,19616,Varlaam,20.0,328155605,0.0438,328155484,17339.0,0,0.1076,0.1205,0.0,1986.0
0,11337462,0,0.0,Category:1977 births,1.1562,0,0,0.0076,19644,Jackgeddes1234,0.0,328215314,0.034,324241870,3081.0,0,0.0706,0.0758,0.0,156.0
0,1420119,0,0.0,Category:1951 births,1.0868,0,16,0.015,19657,Felipe08,12.0,327558452,0.0311,319354171,9761.0,23,0.0681,0.0731,0.0,1139.0
0,22271839,0,0.0,Category:2000s American LGBT-related drama television series,1.1337,0,128,0.0221,19659,Ukexpat,19.0,327908264,0.0519,327907993,90273.0,44,0.0493,0.0518,0.0,6472.0
0,13754362,0,0.0,Category:1981 births,1.1414,0,57,0.0483,19693,BrownHairedGirl,0.0,329185682,0.0957,322439480,3071.0,0,0.0761,0.0823,0.0,256.0
0,746746,0,0.0,Category:Astronomical objects discovered in 1875,1.1552,0,0,0.035,19694,Reckless182,14.0,327273723,0.0674,327273569,5102.0,4,0.0893,0.0978,0.0,325.0
0,9996984,0,0.0,Category:1944 births,1.1467,0,11,0.0949,19702,Mdumas43073,8.0,328857185,0.1922,328146791,3785.0,40,0.1821,0.2226,0.0,123.0
1,518192,0,0.0,Category:Articles with short description,1.1384,0,13,0.046,19716,75.110.122.42,14.0,329888658,0.1058,329888216,100671.0,55,0.122,0.1389,0.0,8184.0
1,856246,0,0.0,Category:All articles with unsourced statements,1.1082,0,4,0.0192,19718,R.e.b.,63.0,327323243,0.0545,327323094,20336.0,1,0.0352,0.0365,0.0,2259.0
1,43206,0,0.0,Category:1590s plays,1.1871,0,107,0.0741,19722,JL 09,18.0,327405460,0.1111,327351816,109451.0,63,0.44,0.7333,0.0,13680.0
1,291111,0,0.0,Category:Apoptosis,1.1438,0,7,0.0002,19741,Colonies Chris,25.0,327779866,0.0082,327014318,27837.0,58,0.0957,0.1059,0.0,3081.0
0,2616894,0,0.0,Category:CS1 maint: archived copy as title,1.1309,1,36,0.0312,19758,TenPoundHammer,14.0,326980000,0.066,326979688,7151.0,8,0.0503,0.053,0.007042254,477.0
0,197736,0,0.0,Category:1893 births,1.0828,0,132,0.1117,19846,Hu12,0.0,328442182,0.1436,325768076,35228.0,421,0.0768,0.0832,0.0,4037.0
1,66554,0,0.0,Category:All articles with unsourced statements,1.1394,1,128,0.0293,19848,92.0.28.102,11.0,326931264,0.0512,326930199,87143.0,79,0.0868,0.095,0.04,9623.0
0,155725,0,0.0,Category:Acid salts,1.1128,1,32,0.0221,19857,Ecjmartin,26.0,326943295,0.0302,326943207,44027.0,15,0.0637,0.068,0.035294118,4434.0
0,3934487,0,0.0,Category:2006 American television episodes,1.1349,0,14,0.028,19860,Sdofyh,29.0,327577505,0.0857,294016696,17736.0,29,0.0868,0.095,0.0,2096.0
1,23799841,0,0.0,Category:All articles lacking reliable references,1.1456,0,0,0.1463,19878,MR.Texan281,9.0,328437782,0.2372,328273118,37328.0,0,0.1561,0.1849,0.0,4016.0
0,943547,0,0.0,Category:1835 establishments in Australia,1.1443,0,12,0.0238,19903,LordBelly06,11.0,328169199,0.0847,328168503,46458.0,70,0.0612,0.0652,0.0,4294.0
1,11545267,0,0.0,Category:2000s mystery films,1.0599,0,0,0.0194,19904,173.29.227.124,15.0,328312262,0.0527,327623246,11739.0,108,0.0429,0.0448,0.0,1475.0
0,24931,0,0.0,Category:All articles lacking reliable references,1.1278,1,0,0.0398,19949,SkippyTheSkeptic,65.0,328526396,0.0769,328492308,117495.0,229,0.0981,0.1087,0.020746888,12091.0
0,8805818,0,0.0,Category:1984 compilation albums,1.1298,0,146,0.0523,20016,Bonadea,0.0,329869847,0.0851,329867137,2760.0,89,0.0364,0.0377,0.0,315.0
0,3554551,0,0.0,Category:All articles with dead external links,1.1154,0,29,0.0695,20037,VascoAmaral,41.0,329300269,0.109,329300102,102416.0,8,0.0917,0.1009,0.0,4387.0
0,38203276,0,0.0,Category:Geography of the Republic of Ireland,1.14,1,0,0.048,20042,Spencethegeves,14.0,328420776,0.055,279082733,32750.0,15,0.0973,0.1077,0.011235955,1893.0
0,24489942,0,0.0,Category:2009 in ski jumping,1.1316,1,35,0.045,20053,BashBrannigan,118.0,329725715,0.0765,329721209,83444.0,134,0.1042,0.1163,0.011695906,1345.0
1,146693,0,0.0,Category:1829 establishments in Australia,1.0496,0,14,0.0854,20082,71.136.186.38,16.0,329713455,0.1222,329713312,63148.0,7,0.1097,0.1232,0.0,6323.0
1,31056,0,0.0,Category:1962 establishments in England,1.1322,0,0,0.032,20087,74.42.144.8,44.0,328243126,0.064,317189623,238701.0,79,0.0638,0.0681,0.0,22469.0
0,1222313,0,0.0,Category:1959 births,1.1111,0,32,0.036000000000000004,20122,Allen4names,0.0,328293728,0.1147,328272803,13573.0,0,0.0758,0.0819,0.0,1065.0
1,6723276,0,0.0,Category:All articles with dead external links,1.0701,1,38,0.0397,20179,99.233.133.187,9.0,327538893,0.0727,327525411,58756.0,5,0.0872,0.0956,0.038461538,3135.0
1,15116785,0,0.0,Category:2008 American television seasons,1.1199,0,47,0.0299,20186,Rich Farmbrough,12.0,329765583,0.087,327580017,33463.0,2,0.0803,0.0873,0.0,469.0
1,149743,0,0.0,Category:1857 establishments in Massachusetts,1.1984,0,62,0.037000000000000005,20201,83.156.254.108,16.0,326905921,0.0741,16854152,37468.0,8,0.4615,0.8,0.0,3690.0
0,23864397,0,0.0,Category:2002 in Ugandan sport,1.1229,0,30,0.0634,20218,Dormskirk,15.0,327121564,0.1011,327121285,1781.0,26,0.1144,0.1291,0.0,92.0
1,21387608,0,0.0,Category:Articles containing Italian-language text,1.1364,0,45,0.0593,20233,Hell in a Bucket,0.0,329683479,0.1058,329683324,80354.0,0,0.0792,0.086,0.0,8349.0
1,165458,0,0.0,Category:All articles with incomplete citations,1.147,0,14,0.0034,20258,Lord Opeth,34.0,329620752,0.0225,329305697,22838.0,101,0.049,0.0516,0.0,2559.0
0,25208047,0,0.0,Category:1961 in science,1.139,0,20,0.094,20263,Steveweiser,9.0,327195311,0.17800000000000002,327195190,2062.0,0,0.0944,0.1042,0.0,383.0
1,4180805,0,0.0,Category:1945 births,1.1307,0,46,0.0128,20273,IP69.226.103.13,0.0,328118433,0.0447,325416251,5904.0,0,0.0424,0.0443,0.0,441.0
1,7165758,0,0.0,Category:1986 births,1.1126,0,0,0.0054,20283,91.77.22.11,9.0,329574585,0.0179,327650543,26022.0,23,0.0346,0.0358,0.0,2487.0
1,21547817,0,0.0,Category:All articles needing additional references,1.0885,1,31,0.041,20289,DVD Smith,9.0,328187360,0.0851,328155570,9298.0,148,0.0699,0.0752,0.075471698,897.0
1,1610108,0,0.0,Category:1951 births,1.1086,0,24,0.0536,20312,118.100.175.121,13.0,329620080,0.0936,328034242,10254.0,97,0.0985,0.1092,0.0,836.0
0,2950170,0,0.0,Category:All articles with dead external links,1.1447,0,126,0.0341,20343,Nigelj,18.0,327528726,0.0818,327522984,46467.0,21,0.0498,0.0524,0.0,5773.0
1,2231476,0,0.0,"Category:""Related ethnic groups"" needing confirmation",1.1309,0,17,0.0672,20377,Daniel Benfield,13.0,327794412,0.0918,327787552,133828.0,1,0.064,0.0684,0.0,14778.0
1,26827936,0,0.0,Category:2009 American television seasons,1.084,0,37,0.0209,20426,Dinamik-bot,11.0,327298259,0.06,327074170,47448.0,7,0.057,0.0604,0.0,1486.0
0,23399481,0,0.0,Category:All Wikipedia articles with plot summary needing attention,1.1346,0,0,0.061,20427,Matthewhicks93,12.0,328338264,0.0738,320970663,91496.0,231,0.093,0.1025,0.0,1341.0
1,19619529,0,0.0,Category:2005 Japanese novels,1.1366,0,12,0.0077,20433,Xabier Cancela,10.0,328662335,0.0187,319345096,20374.0,1,0.0723,0.0779,0.0,1629.0
0,7405914,0,0.0,Category:All stub articles,1.1439,0,169,0.0335,20435,Tassedethe,31.0,326921111,0.0597,325831961,972.0,27,0.0761,0.0824,0.0,82.0
0,25204235,0,0.0,Category:1521 in Poland,1.0951,0,126,0.0232,20446,NellieBly,10.0,328100024,0.0566,328100011,10274.0,13,0.0833,0.0908,0.0,1053.0
1,23031540,0,0.0,Category:2010 debut albums,1.0632,1,34,0.0415,20477,G.W.,19.0,326919339,0.0855,326919277,59774.0,5,0.0753,0.0814,0.014925373,4315.0
1,361123,0,0.0,Category:All articles lacking reliable references,1.0752,1,10,0.0355,20501,97.103.248.216,13.0,329565255,0.0731,328197472,31387.0,8,0.0649,0.0694,0.023809524,3503.0
0,56386685,0,0.0,Category:CS1 maint: multiple names: authors list,1.1297,0,102,0.0272,20594,RFD,14.0,329649682,0.0575,329630249,6925.0,90,0.0533,0.0563,0.0,625.0
0,21239943,0,0.0,Category:1849 births,1.1163,0,15,0.0294,20602,Charmii,12.0,329880047,0.0556,313016186,6321.0,18,0.1103,0.1236,0.0,431.0
0,25437941,0,0.0,Category:All article disambiguation pages,1.0626,0,16,0.0174,20617,R1000R1000,32.0,327087088,0.0479,327084117,218.0,25,0.067,0.0719,0.0,31.0
0,51258,0,0.0,Category:All articles needing examples,1.0997,0,13,0.0158,20640,Khemkhaeng,21.0,328399420,0.0288,326671018,55352.0,27,0.1564,0.1854,0.0,6078.0
1,22068876,0,0.0,Category:All stub articles,1.1282,0,20,0.0404,20655,94.213.12.68,8.0,328817000,0.1044,326989746,883.0,18,0.084,0.0917,0.0,103.0
1,377211,0,0.0,Category:1947 establishments in Ohio,1.0806,0,110,0.0306,20681,200.80.164.52,60.0,327734170,0.0715,327604437,46762.0,174,0.0445,0.0466,0.0,4986.0
0,16288830,0,0.0,Category:1985 births,1.0661,0,79,0.0156,20692,Rjwilmsi,47.0,328032660,0.0552,327284524,22897.0,13,0.0721,0.0777,0.0,1915.0
1,3071743,0,0.0,Category:2000s science fiction action films,1.1371,0,2,0.0486,20695,Resident Mario,82.0,329786361,0.0881,329558880,135560.0,123,0.0598,0.0637,0.0,14396.0
1,23514165,0,0.0,Category:2010 films,1.098,0,32,0.0471,20721,109.78.185.112,18.0,328421380,0.0952,328257869,16190.0,17,0.0842,0.092,0.0,1771.0
0,5164452,0,0.0,Category:All Wikipedia articles written in Australian English,1.1572,0,20,0.0416,20732,Evan7788,13.0,327987122,0.0551,322372869,52212.0,27,0.084,0.0917,0.0,552.0
0,159116,0,0.0,Category:1979 albums,1.1194,0,64,0.0202,20748,Huaiwei,10.0,329188982,0.0389,309211311,42567.0,0,0.065,0.0695,0.0,2798.0
0,18010264,0,0.0,Category:2008 albums,1.1259,0,117,0.0273,20757,Explicit,0.0,328516974,0.0586,327329075,11460.0,41,0.1243,0.1417,0.0,977.0
0,23503890,0,0.0,Category:All stub articles,1.0812,0,91,0.0437,20788,Marek69,11.0,327403767,0.0827,326909958,718.0,54,0.0735,0.0793,0.0,40.0
1,4854,0,0.0,Category:All articles containing potentially dated statements,1.1086,1,25,0.0305,20799,98.193.233.226,18.0,327799331,0.037000000000000005,327795097,48655.0,69,0.1119,0.126,0.009259259,5468.0
0,330822,0,0.0,Category:Articles containing Chinese-language text,1.1231,0,0,0.0611,20836,Zombie433,20.0,329517510,0.1055,329515455,14627.0,2,0.0842,0.0918,0.0,1832.0
1,1074436,0,0.0,Category:All Wikipedia articles in need of updating,1.1064,0,35,0.0509,20854,87.198.214.2,0.0,326782596,0.0858,326748477,16036.0,0,0.1128,0.1272,0.0,474.0
1,11235334,0,0.0,Category:2000s American comedy-drama television series,1.0619,0,75,0.0184,20870,66.92.74.189,13.0,328607647,0.0462,328607100,40432.0,0,0.0541,0.0572,0.0,1283.0
0,7821014,0,0.0,Category:All stub articles,1.1402,0,92,0.0869,20879,X96lee15,9.0,329896128,0.1314,324044627,4444.0,10,0.0921,0.1014,0.0,145.0
0,2016507,0,0.0,Category:1920 births,1.1771,0,41,0.0004,20881,Wizard191,8.0,329278038,0.0117,329259193,6422.0,0,0.0149,0.0152,0.0,348.0
0,1125801,0,0.0,Category:Awards established in 1902,1.137,0,0,0.0706,20885,KConWiki,111.0,327228092,0.1773,320550274,4889.0,0,0.0952,0.1052,0.0,470.0
1,399089,0,0.0,Category:All article disambiguation pages,1.1218,1,7,0.022,20911,Darius Dhlomo,12.0,329929493,0.0358,329612583,721.0,44,0.1015,0.113,0.2,89.0
1,24351372,0,0.0,Category:1971 births,1.1395,0,5,0.0131,20913,Captain-n00dle,29.0,329897623,0.0284,329887095,2205.0,71,0.0407,0.0425,0.0,197.0
1,24949742,0,0.0,Category:All stub articles,1.1397,0,25,0.0839,20922,67.212.30.69,7.0,328464440,0.1216,327401071,1347.0,14,0.1043,0.1165,0.0,59.0
1,62307504,0,0.0,Category:1986 births,1.0894,1,20,0.0132,20929,209.174.127.253,33.0,329524334,0.0279,329524069,3430.0,8,0.0504,0.053,0.008264463,81.0
0,16831059,0,0.0,Category:All articles containing potentially dated statements,1.1309,0,62,0.0422,20933,Bender235,16.0,329898070,0.078,329461792,147492.0,37,0.0699,0.0751,0.0,14829.0
1,25056893,0,0.0,Category:All articles needing coordinates,1.1313,0,0,0.0258,20943,174.21.79.91,38.0,327569767,0.0673,327569194,22916.0,9,0.0888,0.0974,0.0,2652.0
1,741152,0,0.0,Category:Astronomical objects discovered in 1872,1.1321,0,134,0.0135,20947,Tide rolls,16.0,328059628,0.0468,328059490,7282.0,1,0.0724,0.0781,0.0,545.0
0,18581626,0,0.0,Category:1978 births,1.1049,0,11,0.0114,20948,Gobonobo,81.0,327076437,0.0389,327073673,86648.0,510,0.0353,0.0365,0.0,7053.0
1,759125,0,0.0,Category:1877 establishments in the United Kingdom,1.1444,1,0,0.0209,20955,189.158.116.163,19.0,328069373,0.0382,312352439,118727.0,29,0.0296,0.0305,0.006711409000000001,9345.0
0,668670,0,0.0,Category:1973 births,1.1408,1,134,0.0577,20958,Jevansen,107.0,330039335,0.0995,310921057,67013.0,25,0.0739,0.0798,0.025641026,5939.0
0,13136879,0,0.0,Category:1915 establishments in Germany,1.0971,0,13,0.0228,20959,Georgiamode01,10.0,329574805,0.0717,329487043,5774.0,91,0.1265,0.1448,0.0,691.0
1,9113982,0,0.0,Category:All articles with dead external links,1.0637,0,0,0.0257,20967,70.30.97.55,25.0,327589808,0.0524,327132155,111960.0,11,0.0388,0.0403,0.0,604.0
0,22759426,0,0.0,Category:2000s in Andhra Pradesh,1.0918,0,16,0.0209,20992,Jimp,29.0,328535527,0.0382,328535477,10089.0,10,0.0398,0.0414,0.0,201.0
1,1193943,0,0.0,Category:1880 births,1.1573,0,16,0.0343,21018,157.190.188.165,21.0,326741299,0.0575,315190635,14144.0,2,0.0712,0.0767,0.0,1659.0
1,3225404,0,0.0,Category:1529 establishments in England,1.0997,0,197,0.0589,21019,70.20.224.225,44.0,327231564,0.1067,327231420,6228.0,221,0.0721,0.0777,0.0,753.0
0,25160375,0,0.0,Category:1960s crime drama films,1.1081,0,11,0.0276,21025,Shemszot,75.0,328637357,0.068,328636955,4752.0,52,0.0675,0.0724,0.0,443.0
0,493373,0,0.0,Category:1974 establishments in Burma,1.1306,0,61,0.0523,21048,BrownHairedGirl,0.0,327022804,0.0834,308069182,43109.0,0,0.1059,0.1185,0.0,4043.0
0,19547,0,0.0,Category:Aesthetics,1.1258,0,70,0.0155,21070,Aspects,3.0,327760237,0.058,327760169,133555.0,12,0.0685,0.0734,0.0,16109.0
0,30685,0,0.0,Category:All articles lacking reliable references,1.0833,0,157,0.0128,21083,WikHead,12.0,328492011,0.0296,328491179,102937.0,193,0.0517,0.0545,0.0,11943.0
1,3187992,0,0.0,Category:All articles lacking reliable references,1.122,0,7,0.0009,21096,99.252.165.218,9.0,327779142,0.0104,327779061,10757.0,9,0.1287,0.1477,0.0,894.0
0,23780861,0,0.0,Category:2009 debut EPs,1.1294,0,0,0.0412,21114,Discographer,20.0,327578888,0.1122,327578774,51620.0,109,0.127,0.1453,0.0,4082.0
1,22356645,0,0.0,Category:1966 establishments in Ireland,1.1219,0,128,0.0301,21122,219.91.248.192,0.0,328334448,0.0561,324878814,18417.0,0,0.0775,0.084,0.0,547.0
1,23542685,0,0.0,Category:1777 births,1.081,0,45,0.0594,21152,Sephia karta,16.0,328386596,0.0921,328384097,6191.0,16,0.0483,0.0507,0.0,574.0
1,26809587,0,0.0,Category:All Wikipedia articles in need of updating,1.1187,0,36,0.0342,21163,Chris G,84.0,327573822,0.0735,294739519,13934.0,0,0.0876,0.0959,0.0,1612.0
1,233215,0,0.0,Category:All articles needing additional references,1.1374,0,0,0.0408,21191,94.8.181.137,21.0,328278897,0.0806,328278765,49168.0,3,0.0845,0.0923,0.0,5635.0
0,275328,0,0.0,Category:All articles with unsourced statements,1.1173,0,74,0.0643,21203,ADGTHFan,0.0,327227393,0.1293,326274195,44423.0,195,0.0529,0.0558,0.0,4568.0
0,1388411,0,0.0,Category:1998 plays,1.0882,0,130,0.0502,21204,4twenty42o,1.0,328265210,0.0973,328264939,34890.0,22,0.078,0.0846,0.0,4593.0
0,2774201,0,0.0,Category:All articles with vague or ambiguous time,1.1296,0,0,0.0219,21233,Grimeagle20,0.0,327455428,0.0457,327455227,30956.0,32,0.0769,0.0832,0.0,4231.0
1,1009041,0,0.0,Category:1999 drama films,1.1322,0,37,0.0466,21236,Joseph Solis in Australia,11.0,327068957,0.0725,327068829,93151.0,3,0.0924,0.1018,0.0,10073.0
1,18348012,0,0.0,Category:All stub articles,1.0643,1,27,0.0462,21241,84.48.79.242,98.0,328857160,0.0848,328848452,1482.0,0,0.0642,0.0686,0.015625,85.0
1,371470,0,0.0,Category:All Wikipedia articles written in American English,1.0986,0,74,0.1096,21293,Rich Farmbrough,42.0,328386117,0.1684,318081355,7551.0,5,0.1401,0.1623,0.0,867.0
1,727581,0,0.0,Category:1951 establishments in England,1.1002,0,157,0.0539,21307,Jerome Kohl,30.0,327720294,0.0939,320836287,48980.0,10,0.0822,0.0896,0.0,805.0
1,371568,0,0.0,Category:1985 in Canada,1.1358,0,14,0.0332,21311,78.105.196.234,10.0,327471810,0.0597,325967594,148463.0,10,0.0791,0.0859,0.0,14220.0
0,3482223,0,0.0,Category:All articles needing additional references,1.1338,0,0,0.0347,21324,Alljen,14.0,328874168,0.0826,328873538,19077.0,36,0.0907,0.0997,0.0,2215.0
1,15987,0,0.0,Category:AHL profile not in Wikidata,1.1228,0,29,0.0578,21342,78.101.158.228,10.0,328422223,0.1134,328176391,63291.0,0,0.0692,0.0743,0.0,5838.0
1,1692382,0,0.0,Category:All stub articles,1.0608,1,0,0.0443,21420,77.127.209.235,127.0,328195546,0.0818,328171875,5362.0,11,0.0691,0.0743,0.021691974,92.0
1,25143854,0,0.0,Category:2009 disasters in the United Kingdom,1.0986,0,119,0.031,21421,67.241.46.111,12.0,329091635,0.0534,329091576,77267.0,15,0.0625,0.0667,0.0,6634.0
1,24967086,0,0.0,Category:1963 births,1.139,0,0,0.0517,21443,71.178.255.173,19.0,329911729,0.0693,329340217,6368.0,10,0.0701,0.0754,0.0,869.0
0,49557,0,0.0,Category:Articles with short description,1.0928,1,113,0.015,21475,Jusdafax,11.0,327966800,0.033,327966708,103649.0,78,0.0448,0.0469,0.333333333,13011.0
0,939380,0,0.0,Category:All articles needing additional references,1.0676,0,19,0.0405,21490,Alexxander3000,109.0,328455362,0.068,325942933,61447.0,2,0.0991,0.1099,0.0,8037.0
0,5073042,0,0.0,Category:2000s comedy horror films,1.1428,0,113,0.0741,21495,SoCalSuperEagle,16.0,327158176,0.1207,327150817,15674.0,36,0.1104,0.124,0.0,1710.0
0,8638634,0,0.0,Category:All articles containing potentially dated statements,1.1278,0,29,0.0471,21496,Mollica93,2.0,329545101,0.1173,329544108,68305.0,2,0.1227,0.1398,0.0,6591.0
0,37062,0,0.0,Category:1905 establishments in Illinois,1.1295,0,140,0.0665,21523,Fifelfoo,72.0,326836196,0.1071,326829490,145137.0,2,0.0628,0.067,0.0,17084.0
1,3111665,0,0.0,Category:1634 deaths,1.105,0,0,0.0294,21526,93.182.173.52,0.0,329109747,0.0789,318627375,3418.0,0,0.0656,0.0702,0.0,422.0
0,5148903,0,0.0,Category:2006 video games,1.1213,0,15,0.0063,21546,Kotniski,14.0,327896278,0.0356,327895894,12543.0,1,0.0604,0.0643,0.0,1440.0
0,25715,0,0.0,Category:All articles with unsourced statements,1.1324,0,0,0.0184,21554,Meggie88,19.0,326904571,0.0516,326750034,106238.0,1,0.1022,0.1138,0.0,12249.0
0,1443028,0,0.0,Category:All articles with incomplete citations,1.1472,0,3,0.0068,21558,Poulpy,0.0,328575141,0.0438,317650787,36852.0,0,0.0815,0.0886,0.0,4151.0
1,3849472,0,0.0,Category:1973 births,1.0646,0,44,0.0667,21579,DHN-bot,10.0,327485454,0.1096,300974940,7005.0,30,0.114,0.1286,0.0,651.0
1,38490,0,0.0,Category:All Wikipedia articles in need of updating,1.1196,0,16,0.0801,21587,Johnny B. Goode,16.0,328385974,0.14,319926849,6757.0,16,0.0905,0.0994,0.0,767.0
0,46227,0,0.0,Category:1977 establishments in Colorado,1.1146,0,123,0.0794,21591,Rjwilmsi,9.0,329270661,0.1136,328782390,63200.0,28,0.0598,0.0635,0.0,5716.0
0,25165579,0,0.0,Category:All set index articles,1.0885,0,6,0.0449,21614,WhisperToMe,12.0,329922837,0.0788,329869528,1002.0,31,0.0654,0.07,0.0,135.0
0,22100419,0,0.0,Category:2009–10 A-League season by team,0.0,0,0,1.0,21630,Shodges95,0.0,328833727,1.0,328833390,45047.0,0,1.0,1.0,0.0,727.0
0,16361229,0,0.0,Category:2010 video games,1.1383,0,0,0.0358,21655,Halfbakedd69,10.0,329794484,0.093,329794398,108622.0,7,0.1097,0.1232,0.0,9870.0
0,25571585,0,0.0,Category:1987 births,1.0968,0,0,0.0218,21669,Chris814,16.0,328588091,0.0602,328587735,90598.0,2,0.0313,0.0323,0.0,8557.0
0,1785404,0,0.0,Category:1967 births,1.0768,0,127,0.0368,21670,Shadowjams,0.0,329645162,0.0748,329645105,28847.0,0,0.1026,0.1143,0.0,3045.0
1,1312159,0,0.0,Category:All article disambiguation pages,1.1174,0,0,0.0664,21675,Richard Arthur Norton (1958- ),19.0,328476971,0.1162,328449672,1556.0,13,0.1127,0.1269,0.0,173.0
1,857055,0,0.0,Category:All articles needing additional references,1.1345,1,74,0.1387,21679,Rich Farmbrough,16.0,329093531,0.1486,328475806,19211.0,11,0.0917,0.101,0.055555556,2002.0
1,253116,0,0.0,Category:1912 establishments in California,1.1327,0,0,0.1189,21686,75.37.224.11,8.0,329598209,0.1835,329597377,103834.0,0,0.1663,0.1993,0.0,9148.0
1,1761129,0,0.0,Category:1999 establishments in New Jersey,1.1431,0,19,0.0496,21692,72.21.141.158,105.0,326744111,0.0776,326744019,21687.0,31,0.0724,0.0781,0.0,1706.0
1,74213,0,0.0,Category:752 births,1.1291,0,18,0.0509,21712,Kernel Saunters,24.0,329293901,0.0652,329293309,22996.0,22,0.09,0.0989,0.0,2698.0
0,14254201,0,0.0,Category:1921 establishments in Pennsylvania,1.1448,0,18,0.0609,21722,TheFBH,100.0,328460975,0.1161,328457870,5155.0,179,0.1109,0.1247,0.0,415.0
0,7165,0,0.0,Category:1843 introductions,1.1443,0,0,0.057,21748,Zombie433,0.0,327912535,0.1981,327855205,19954.0,18,0.2033,0.2551,0.0,2122.0
0,2248452,0,0.0,Category:1964 births,1.0356,0,0,0.0363,21749,Bambuway,15.0,329978441,0.0642,329977925,10159.0,10,0.0745,0.0805,0.0,685.0
0,8647917,0,0.0,Category:All articles containing potentially dated statements,1.1291,0,101,0.047,21789,Miyagawa,0.0,327753741,0.0886,327753161,6425.0,0,0.0891,0.0976,0.0,566.0
0,1055571,0,0.0,Category:1962 births,1.1398,0,0,0.0097,21794,Sean7phil,13.0,328755093,0.0204,320011514,43172.0,233,0.0233,0.0239,0.0,4572.0
0,18087980,0,0.0,Category:Bahá'í Faith by country,1.1299,0,7,0.0628,21799,Tewapack,17.0,327605712,0.1226,317655701,72899.0,8,0.1366,0.1581,0.0,8206.0
1,30328671,0,0.0,Category:1848 in France,1.1287,0,28,0.0435,21814,Lkjhgfdsa 0,21.0,327535464,0.0722,327535235,44185.0,33,0.0778,0.0843,0.0,5968.0
0,41992,0,0.0,Category:1787 establishments in Vermont,1.1436,0,16,0.0993,21816,CarTick,13.0,329789338,0.1636,329787574,36658.0,80,0.1335,0.1541,0.0,3292.0
1,383130,0,0.0,Category:1949 establishments in California,1.1102,0,16,0.1327,21879,T@nn,0.0,329803583,0.1736,328794107,55992.0,0,0.0785,0.085,0.0,5511.0
0,19148253,0,0.0,Category:2006 Tennis Masters Cup,1.1186,0,94,0.2,21890,SatuSuro,28.0,328539766,0.2639,328539722,5589.0,35,0.0888,0.0973,0.0,168.0
0,168536,0,0.0,Category:All articles lacking reliable references,1.1364,0,4,0.0397,21902,Tim1357,11.0,327795090,0.0624,326400829,62815.0,1,0.0615,0.0655,0.0,7051.0
0,580146,0,0.0,Category:1944 in Germany,1.0738,0,0,0.0493,21903,BenyaminMoshe,8.0,329452711,0.0822,329236680,13625.0,15,0.0845,0.0923,0.0,1702.0
0,1913920,0,0.0,Category:All Wikipedia articles written in American English,1.1362,0,128,0.0075,21928,Mathewignash,0.0,329871226,0.0285,329859558,27884.0,0,0.0514,0.0541,0.0,3173.0
1,25176322,0,0.0,Category:CS1 German-language sources (de),1.1506,0,108,0.2179,21929,After Midnight,12.0,327362983,0.3285,325697362,16737.0,19,0.1574,0.1868,0.0,2217.0
1,32173,0,0.0,Category:1802 establishments in New York (state),1.146,0,0,0.023,21960,Anonymous Dissident,21.0,330038844,0.1426,330038785,132731.0,1,0.029,0.0298,0.0,13522.0
0,23491043,0,0.0,Category:1792 births,1.0811,0,148,0.0268,21962,Arpingstone,0.0,330088855,0.058,330084708,22329.0,0,0.0483,0.0507,0.0,1927.0
0,6083772,0,0.0,Category:All articles needing additional references,1.0987,0,118,0.0721,22003,Epeefleche,22.0,329088284,0.1122,329054934,18774.0,7,0.0775,0.084,0.0,1938.0
0,1345374,0,0.0,Category:Albert Edward Lambert railway stations,1.1699,0,135,0.0357,22005,JHunterJ,12.0,328802232,0.0714,328791952,74292.0,13,0.4815,0.8667,0.0,6498.0
0,14533,0,0.0,Category:All Wikipedia articles written in Indian English,1.0727,1,119,0.0527,22016,Masem,21.0,327573453,0.1115,327569185,293569.0,889,0.0603,0.0642,0.006849315,23514.0
